GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITS,ANRCA,CBSAA,CSAA,METDIVA,MEMI,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,UR,PCI,PUMA5A,GEOID,BTTRA,BTBGA,NAME_E,ALXZE001,NAME_M,ALXZM001
"G0100950","2015-2019","AL",,,"Alabama","01","Marshall County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01095",,,"Marshall County, Alabama",56811,"Marshall County, Alabama",2168
"G0100970","2015-2019","AL",,,"Alabama","01","Mobile County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01097",,,"Mobile County, Alabama",60779,"Mobile County, Alabama",955
"G0100990","2015-2019","AL",,,"Alabama","01","Monroe County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01099",,,"Monroe County, Alabama",49360,"Monroe County, Alabama",2636
"G0101010","2015-2019","AL",,,"Alabama","01","Montgomery County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01101",,,"Montgomery County, Alabama",63191,"Montgomery County, Alabama",1934
"G0101030","2015-2019","AL",,,"Alabama","01","Morgan County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01103",,,"Morgan County, Alabama",64035,"Morgan County, Alabama",1557
"G0101050","2015-2019","AL",,,"Alabama","01","Perry County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01105",,,"Perry County, Alabama",35469,"Perry County, Alabama",8215
"G0101070","2015-2019","AL",,,"Alabama","01","Pickens County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01107",,,"Pickens County, Alabama",54098,"Pickens County, Alabama",3667
"G0101090","2015-2019","AL",,,"Alabama","01","Pike County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01109",,,"Pike County, Alabama",57006,"Pike County, Alabama",2937
"G0101110","2015-2019","AL",,,"Alabama","01","Randolph County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01111",,,"Randolph County, Alabama",54555,"Randolph County, Alabama",2360
"G0101130","2015-2019","AL",,,"Alabama","01","Russell County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01113",,,"Russell County, Alabama",54213,"Russell County, Alabama",2047
"G0101150","2015-2019","AL",,,"Alabama","01","St. Clair County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01115",,,"St. Clair County, Alabama",68977,"St. Clair County, Alabama",2509
"G0101170","2015-2019","AL",,,"Alabama","01","Shelby County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01117",,,"Shelby County, Alabama",95848,"Shelby County, Alabama",2168
"G0101190","2015-2019","AL",,,"Alabama","01","Sumter County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01119",,,"Sumter County, Alabama",43938,"Sumter County, Alabama",11001
"G0101210","2015-2019","AL",,,"Alabama","01","Talladega County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01121",,,"Talladega County, Alabama",54699,"Talladega County, Alabama",3545
"G0101230","2015-2019","AL",,,"Alabama","01","Tallapoosa County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01123",,,"Tallapoosa County, Alabama",56392,"Tallapoosa County, Alabama",2522
"G0101250","2015-2019","AL",,,"Alabama","01","Tuscaloosa County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01125",,,"Tuscaloosa County, Alabama",68736,"Tuscaloosa County, Alabama",2062
"G0101270","2015-2019","AL",,,"Alabama","01","Walker County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01127",,,"Walker County, Alabama",57528,"Walker County, Alabama",2195
"G0101290","2015-2019","AL",,,"Alabama","01","Washington County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01129",,,"Washington County, Alabama",52878,"Washington County, Alabama",5707
"G0101310","2015-2019","AL",,,"Alabama","01","Wilcox County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01131",,,"Wilcox County, Alabama",42438,"Wilcox County, Alabama",3884
"G0101330","2015-2019","AL",,,"Alabama","01","Winston County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01133",,,"Winston County, Alabama",47885,"Winston County, Alabama",3793
"G0200130","2015-2019","AK",,,"Alaska","02","Aleutians East Borough","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02013",,,"Aleutians East Borough, Alaska",77692,"Aleutians East Borough, Alaska",6905
"G0200160","2015-2019","AK",,,"Alaska","02","Aleutians West Census Area","016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02016",,,"Aleutians West Census Area, Alaska",95500,"Aleutians West Census Area, Alaska",5670
"G0200200","2015-2019","AK",,,"Alaska","02","Anchorage Municipality","020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02020",,,"Anchorage Municipality, Alaska",102065,"Anchorage Municipality, Alaska",2478
"G0200500","2015-2019","AK",,,"Alaska","02","Bethel Census Area","050",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02050",,,"Bethel Census Area, Alaska",53985,"Bethel Census Area, Alaska",3553
"G0200600","2015-2019","AK",,,"Alaska","02","Bristol Bay Borough","060",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02060",,,"Bristol Bay Borough, Alaska",98214,"Bristol Bay Borough, Alaska",12785
"G0200680","2015-2019","AK",,,"Alaska","02","Denali Borough","068",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02068",,,"Denali Borough, Alaska",104375,"Denali Borough, Alaska",15028
"G0200700","2015-2019","AK",,,"Alaska","02","Dillingham Census Area","070",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02070",,,"Dillingham Census Area, Alaska",55804,"Dillingham Census Area, Alaska",8048
"G0200900","2015-2019","AK",,,"Alaska","02","Fairbanks North Star Borough","090",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02090",,,"Fairbanks North Star Borough, Alaska",89993,"Fairbanks North Star Borough, Alaska",4557
"G0201000","2015-2019","AK",,,"Alaska","02","Haines Borough","100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02100",,,"Haines Borough, Alaska",81034,"Haines Borough, Alaska",25763
"G0201050","2015-2019","AK",,,"Alaska","02","Hoonah-Angoon Census Area","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02105",,,"Hoonah-Angoon Census Area, Alaska",67500,"Hoonah-Angoon Census Area, Alaska",7462
"G0201100","2015-2019","AK",,,"Alaska","02","Juneau City and Borough","110",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02110",,,"Juneau City and Borough, Alaska",108750,"Juneau City and Borough, Alaska",7739
"G0201220","2015-2019","AK",,,"Alaska","02","Kenai Peninsula Borough","122",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02122",,,"Kenai Peninsula Borough, Alaska",88519,"Kenai Peninsula Borough, Alaska",4655
"G0201300","2015-2019","AK",,,"Alaska","02","Ketchikan Gateway Borough","130",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02130",,,"Ketchikan Gateway Borough, Alaska",90684,"Ketchikan Gateway Borough, Alaska",5321
"G0201500","2015-2019","AK",,,"Alaska","02","Kodiak Island Borough","150",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02150",,,"Kodiak Island Borough, Alaska",97485,"Kodiak Island Borough, Alaska",6149
"G0201580","2015-2019","AK",,,"Alaska","02","Kusilvak Census Area","158",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02158",,,"Kusilvak Census Area, Alaska",36341,"Kusilvak Census Area, Alaska",1848
"G0201640","2015-2019","AK",,,"Alaska","02","Lake and Peninsula Borough","164",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02164",,,"Lake and Peninsula Borough, Alaska",47857,"Lake and Peninsula Borough, Alaska",4787
"G0201700","2015-2019","AK",,,"Alaska","02","Matanuska-Susitna Borough","170",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02170",,,"Matanuska-Susitna Borough, Alaska",90704,"Matanuska-Susitna Borough, Alaska",2131
"G0201800","2015-2019","AK",,,"Alaska","02","Nome Census Area","180",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02180",,,"Nome Census Area, Alaska",59559,"Nome Census Area, Alaska",3006
"G0201850","2015-2019","AK",,,"Alaska","02","North Slope Borough","185",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02185",,,"North Slope Borough, Alaska",83419,"North Slope Borough, Alaska",7063
"G0201880","2015-2019","AK",,,"Alaska","02","Northwest Arctic Borough","188",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02188",,,"Northwest Arctic Borough, Alaska",58676,"Northwest Arctic Borough, Alaska",6114
"G0201950","2015-2019","AK",,,"Alaska","02","Petersburg Borough","195",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02195",,,"Petersburg Borough, Alaska",83125,"Petersburg Borough, Alaska",11927
"G0201980","2015-2019","AK",,,"Alaska","02","Prince of Wales-Hyder Census Area","198",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02198",,,"Prince of Wales-Hyder Census Area, Alaska",64712,"Prince of Wales-Hyder Census Area, Alaska",6772
"G0202200","2015-2019","AK",,,"Alaska","02","Sitka City and Borough","220",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02220",,,"Sitka City and Borough, Alaska",91935,"Sitka City and Borough, Alaska",6981
"G0202300","2015-2019","AK",,,"Alaska","02","Skagway Municipality","230",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02230",,,"Skagway Municipality, Alaska",83214,"Skagway Municipality, Alaska",6655
"G0202400","2015-2019","AK",,,"Alaska","02","Southeast Fairbanks Census Area","240",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02240",,,"Southeast Fairbanks Census Area, Alaska",84977,"Southeast Fairbanks Census Area, Alaska",5940
"G0202610","2015-2019","AK",,,"Alaska","02","Valdez-Cordova Census Area","261",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02261",,,"Valdez-Cordova Census Area, Alaska",99102,"Valdez-Cordova Census Area, Alaska",7788
"G0202750","2015-2019","AK",,,"Alaska","02","Wrangell City and Borough","275",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02275",,,"Wrangell City and Borough, Alaska",69600,"Wrangell City and Borough, Alaska",11163
"G0202820","2015-2019","AK",,,"Alaska","02","Yakutat City and Borough","282",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02282",,,"Yakutat City and Borough, Alaska",78125,"Yakutat City and Borough, Alaska",5791
"G0202900","2015-2019","AK",,,"Alaska","02","Yukon-Koyukuk Census Area","290",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02290",,,"Yukon-Koyukuk Census Area, Alaska",51544,"Yukon-Koyukuk Census Area, Alaska",3225
"G0400010","2015-2019","AZ",,,"Arizona","04","Apache County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04001",,,"Apache County, Arizona",41259,"Apache County, Arizona",1756
"G0400030","2015-2019","AZ",,,"Arizona","04","Cochise County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04003",,,"Cochise County, Arizona",59657,"Cochise County, Arizona",2119
"G0400050","2015-2019","AZ",,,"Arizona","04","Coconino County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04005",,,"Coconino County, Arizona",75787,"Coconino County, Arizona",2638
"G0400070","2015-2019","AZ",,,"Arizona","04","Gila County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04007",,,"Gila County, Arizona",51428,"Gila County, Arizona",2561
"G0400090","2015-2019","AZ",,,"Arizona","04","Graham County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04009",,,"Graham County, Arizona",59470,"Graham County, Arizona",1938
"G0400110","2015-2019","AZ",,,"Arizona","04","Greenlee County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04011",,,"Greenlee County, Arizona",64502,"Greenlee County, Arizona",3627
"G0400120","2015-2019","AZ",,,"Arizona","04","La Paz County","012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04012",,,"La Paz County, Arizona",44419,"La Paz County, Arizona",6307
"G0400130","2015-2019","AZ",,,"Arizona","04","Maricopa County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04013",,,"Maricopa County, Arizona",76769,"Maricopa County, Arizona",407
"G0400150","2015-2019","AZ",,,"Arizona","04","Mohave County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04015",,,"Mohave County, Arizona",54414,"Mohave County, Arizona",1264
"G0400170","2015-2019","AZ",,,"Arizona","04","Navajo County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04017",,,"Navajo County, Arizona",48944,"Navajo County, Arizona",1876
"G0400190","2015-2019","AZ",,,"Arizona","04","Pima County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04019",,,"Pima County, Arizona",66727,"Pima County, Arizona",983
"G0400210","2015-2019","AZ",,,"Arizona","04","Pinal County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04021",,,"Pinal County, Arizona",66488,"Pinal County, Arizona",1263
"G0400230","2015-2019","AZ",,,"Arizona","04","Santa Cruz County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04023",,,"Santa Cruz County, Arizona",46738,"Santa Cruz County, Arizona",4075
"G0400250","2015-2019","AZ",,,"Arizona","04","Yavapai County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04025",,,"Yavapai County, Arizona",64608,"Yavapai County, Arizona",1446
"G0400270","2015-2019","AZ",,,"Arizona","04","Yuma County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04027",,,"Yuma County, Arizona",50338,"Yuma County, Arizona",1512
"G0500010","2015-2019","AR",,,"Arkansas","05","Arkansas County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05001",,,"Arkansas County, Arkansas",57186,"Arkansas County, Arkansas",3328
"G0500030","2015-2019","AR",,,"Arkansas","05","Ashley County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05003",,,"Ashley County, Arkansas",55924,"Ashley County, Arkansas",4397
"G0500050","2015-2019","AR",,,"Arkansas","05","Baxter County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05005",,,"Baxter County, Arkansas",50644,"Baxter County, Arkansas",2995
"G0500070","2015-2019","AR",,,"Arkansas","05","Benton County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05007",,,"Benton County, Arkansas",77122,"Benton County, Arkansas",1565
"G0500090","2015-2019","AR",,,"Arkansas","05","Boone County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05009",,,"Boone County, Arkansas",53010,"Boone County, Arkansas",2382
"G0500110","2015-2019","AR",,,"Arkansas","05","Bradley County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05011",,,"Bradley County, Arkansas",53040,"Bradley County, Arkansas",5152
"G0500130","2015-2019","AR",,,"Arkansas","05","Calhoun County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05013",,,"Calhoun County, Arkansas",59539,"Calhoun County, Arkansas",6186
"G0500150","2015-2019","AR",,,"Arkansas","05","Carroll County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05015",,,"Carroll County, Arkansas",57702,"Carroll County, Arkansas",3157
"G0500170","2015-2019","AR",,,"Arkansas","05","Chicot County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05017",,,"Chicot County, Arkansas",42500,"Chicot County, Arkansas",4460
"G0500190","2015-2019","AR",,,"Arkansas","05","Clark County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05019",,,"Clark County, Arkansas",58775,"Clark County, Arkansas",3175
"G0500210","2015-2019","AR",,,"Arkansas","05","Clay County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05021",,,"Clay County, Arkansas",50687,"Clay County, Arkansas",2708
"G0500230","2015-2019","AR",,,"Arkansas","05","Cleburne County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05023",,,"Cleburne County, Arkansas",55072,"Cleburne County, Arkansas",3810
"G0500250","2015-2019","AR",,,"Arkansas","05","Cleveland County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05025",,,"Cleveland County, Arkansas",55906,"Cleveland County, Arkansas",4615
"G0500270","2015-2019","AR",,,"Arkansas","05","Columbia County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05027",,,"Columbia County, Arkansas",48061,"Columbia County, Arkansas",5489
"G0500290","2015-2019","AR",,,"Arkansas","05","Conway County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05029",,,"Conway County, Arkansas",55048,"Conway County, Arkansas",3293
"G0500310","2015-2019","AR",,,"Arkansas","05","Craighead County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05031",,,"Craighead County, Arkansas",60757,"Craighead County, Arkansas",2902
"G0500330","2015-2019","AR",,,"Arkansas","05","Crawford County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05033",,,"Crawford County, Arkansas",55082,"Crawford County, Arkansas",4133
"G0500350","2015-2019","AR",,,"Arkansas","05","Crittenden County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05035",,,"Crittenden County, Arkansas",51070,"Crittenden County, Arkansas",1906
"G0500370","2015-2019","AR",,,"Arkansas","05","Cross County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05037",,,"Cross County, Arkansas",61000,"Cross County, Arkansas",5822
"G0500390","2015-2019","AR",,,"Arkansas","05","Dallas County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05039",,,"Dallas County, Arkansas",51701,"Dallas County, Arkansas",6960
"G0500410","2015-2019","AR",,,"Arkansas","05","Desha County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05041",,,"Desha County, Arkansas",41467,"Desha County, Arkansas",3739
"G0500430","2015-2019","AR",,,"Arkansas","05","Drew County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05043",,,"Drew County, Arkansas",63542,"Drew County, Arkansas",3872
"G0500450","2015-2019","AR",,,"Arkansas","05","Faulkner County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05045",,,"Faulkner County, Arkansas",70444,"Faulkner County, Arkansas",2104
"G0500470","2015-2019","AR",,,"Arkansas","05","Franklin County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05047",,,"Franklin County, Arkansas",52003,"Franklin County, Arkansas",6439
"G0500490","2015-2019","AR",,,"Arkansas","05","Fulton County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05049",,,"Fulton County, Arkansas",46190,"Fulton County, Arkansas",8893
"G0500510","2015-2019","AR",,,"Arkansas","05","Garland County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05051",,,"Garland County, Arkansas",58512,"Garland County, Arkansas",2546
"G0500530","2015-2019","AR",,,"Arkansas","05","Grant County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05053",,,"Grant County, Arkansas",65050,"Grant County, Arkansas",5111
"G0500550","2015-2019","AR",,,"Arkansas","05","Greene County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05055",,,"Greene County, Arkansas",56700,"Greene County, Arkansas",3853
"G0500570","2015-2019","AR",,,"Arkansas","05","Hempstead County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05057",,,"Hempstead County, Arkansas",53442,"Hempstead County, Arkansas",5171
"G0500590","2015-2019","AR",,,"Arkansas","05","Hot Spring County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05059",,,"Hot Spring County, Arkansas",54124,"Hot Spring County, Arkansas",3436
"G0500610","2015-2019","AR",,,"Arkansas","05","Howard County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05061",,,"Howard County, Arkansas",50445,"Howard County, Arkansas",5691
"G0500630","2015-2019","AR",,,"Arkansas","05","Independence County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05063",,,"Independence County, Arkansas",54520,"Independence County, Arkansas",2855
"G0500650","2015-2019","AR",,,"Arkansas","05","Izard County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05065",,,"Izard County, Arkansas",54375,"Izard County, Arkansas",4006
"G0500670","2015-2019","AR",,,"Arkansas","05","Jackson County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05067",,,"Jackson County, Arkansas",44229,"Jackson County, Arkansas",4152
"G0500690","2015-2019","AR",,,"Arkansas","05","Jefferson County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05069",,,"Jefferson County, Arkansas",52129,"Jefferson County, Arkansas",3582
"G0500710","2015-2019","AR",,,"Arkansas","05","Johnson County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05071",,,"Johnson County, Arkansas",45989,"Johnson County, Arkansas",2518
"G0500730","2015-2019","AR",,,"Arkansas","05","Lafayette County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05073",,,"Lafayette County, Arkansas",43678,"Lafayette County, Arkansas",5880
"G0500750","2015-2019","AR",,,"Arkansas","05","Lawrence County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05075",,,"Lawrence County, Arkansas",50907,"Lawrence County, Arkansas",2972
"G0500770","2015-2019","AR",,,"Arkansas","05","Lee County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05077",,,"Lee County, Arkansas",50338,"Lee County, Arkansas",9214
"G0500790","2015-2019","AR",,,"Arkansas","05","Lincoln County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05079",,,"Lincoln County, Arkansas",57747,"Lincoln County, Arkansas",7231
"G0500810","2015-2019","AR",,,"Arkansas","05","Little River County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05081",,,"Little River County, Arkansas",59807,"Little River County, Arkansas",3881
"G0500830","2015-2019","AR",,,"Arkansas","05","Logan County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05083",,,"Logan County, Arkansas",49319,"Logan County, Arkansas",4482
"G0500850","2015-2019","AR",,,"Arkansas","05","Lonoke County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05085",,,"Lonoke County, Arkansas",70206,"Lonoke County, Arkansas",2960
"G0500870","2015-2019","AR",,,"Arkansas","05","Madison County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05087",,,"Madison County, Arkansas",57077,"Madison County, Arkansas",6745
"G0500890","2015-2019","AR",,,"Arkansas","05","Marion County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05089",,,"Marion County, Arkansas",46551,"Marion County, Arkansas",5031
"G0500910","2015-2019","AR",,,"Arkansas","05","Miller County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05091",,,"Miller County, Arkansas",56321,"Miller County, Arkansas",3802
"G0500930","2015-2019","AR",,,"Arkansas","05","Mississippi County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05093",,,"Mississippi County, Arkansas",48993,"Mississippi County, Arkansas",3849
"G0500950","2015-2019","AR",,,"Arkansas","05","Monroe County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05095",,,"Monroe County, Arkansas",50613,"Monroe County, Arkansas",6139
"G0500970","2015-2019","AR",,,"Arkansas","05","Montgomery County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05097",,,"Montgomery County, Arkansas",47279,"Montgomery County, Arkansas",5051
"G0500990","2015-2019","AR",,,"Arkansas","05","Nevada County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05099",,,"Nevada County, Arkansas",45353,"Nevada County, Arkansas",8902
"G0501010","2015-2019","AR",,,"Arkansas","05","Newton County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05101",,,"Newton County, Arkansas",51629,"Newton County, Arkansas",4695
"G0501030","2015-2019","AR",,,"Arkansas","05","Ouachita County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05103",,,"Ouachita County, Arkansas",48439,"Ouachita County, Arkansas",4249
"G0501050","2015-2019","AR",,,"Arkansas","05","Perry County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05105",,,"Perry County, Arkansas",59570,"Perry County, Arkansas",8954
"G0501070","2015-2019","AR",,,"Arkansas","05","Phillips County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05107",,,"Phillips County, Arkansas",38786,"Phillips County, Arkansas",8742
"G0501090","2015-2019","AR",,,"Arkansas","05","Pike County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05109",,,"Pike County, Arkansas",51779,"Pike County, Arkansas",4808
"G0501110","2015-2019","AR",,,"Arkansas","05","Poinsett County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05111",,,"Poinsett County, Arkansas",49528,"Poinsett County, Arkansas",2707
"G0501130","2015-2019","AR",,,"Arkansas","05","Polk County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05113",,,"Polk County, Arkansas",44307,"Polk County, Arkansas",5441
"G0501150","2015-2019","AR",,,"Arkansas","05","Pope County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05115",,,"Pope County, Arkansas",54820,"Pope County, Arkansas",4253
"G0501170","2015-2019","AR",,,"Arkansas","05","Prairie County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05117",,,"Prairie County, Arkansas",56020,"Prairie County, Arkansas",8141
"G0501190","2015-2019","AR",,,"Arkansas","05","Pulaski County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05119",,,"Pulaski County, Arkansas",68090,"Pulaski County, Arkansas",1925
"G0501210","2015-2019","AR",,,"Arkansas","05","Randolph County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05121",,,"Randolph County, Arkansas",44657,"Randolph County, Arkansas",3643
"G0501230","2015-2019","AR",,,"Arkansas","05","St. Francis County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05123",,,"St. Francis County, Arkansas",43101,"St. Francis County, Arkansas",2789
"G0501250","2015-2019","AR",,,"Arkansas","05","Saline County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05125",,,"Saline County, Arkansas",78245,"Saline County, Arkansas",2241
