GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITS,ANRCA,CBSAA,CSAA,METDIVA,MEMI,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,UR,PCI,PUMA5A,GEOID,BTTRA,BTBGA,NAME_E,ALUCE001,ALUCE002,ALUCE003,ALUCE004,ALUCE005,ALUCE006,ALUCE007,ALUCE008,ALUCE009,ALUCE010,ALUKE001,ALUKE002,ALUKE003,ALUKE004,ALUKE005,ALUKE006,ALUKE007,ALUKE008,ALUKE009,ALUKE010,ALUKE011,ALUKE012,ALUKE013,ALUKE014,ALUKE015,ALUKE016,ALUKE017,ALUKE018,ALUKE019,ALUKE020,ALUKE021,NAME_M,ALUCM001,ALUCM002,ALUCM003,ALUCM004,ALUCM005,ALUCM006,ALUCM007,ALUCM008,ALUCM009,ALUCM010,ALUKM001,ALUKM002,ALUKM003,ALUKM004,ALUKM005,ALUKM006,ALUKM007,ALUKM008,ALUKM009,ALUKM010,ALUKM011,ALUKM012,ALUKM013,ALUKM014,ALUKM015,ALUKM016,ALUKM017,ALUKM018,ALUKM019,ALUKM020,ALUKM021
"G4701810","2015-2019","TN",,,"Tennessee","47","Wayne County","181",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47181",,,"Wayne County, Tennessee",16693,15258,1143,25,132,0,52,83,0,83,16693,16345,14974,1143,25,132,0,20,51,0,51,348,284,0,0,0,0,32,32,0,32,"Wayne County, Tennessee",0,57,161,29,141,19,43,64,19,64,0,0,11,161,29,141,19,27,50,19,50,0,55,19,19,19,19,30,49,19,49
"G4701830","2015-2019","TN",,,"Tennessee","47","Weakley County","183",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47183",,,"Weakley County, Tennessee",33510,29651,2831,148,84,21,291,484,54,430,33510,32645,29078,2831,141,84,21,61,429,7,422,865,573,0,7,0,0,230,55,47,8,"Weakley County, Tennessee",0,140,146,51,51,23,151,144,39,145,0,0,62,146,49,51,23,61,142,12,144,0,118,26,12,26,26,125,36,38,13
"G4701850","2015-2019","TN",,,"Tennessee","47","White County","185",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47185",,,"White County, Tennessee",26800,25710,568,7,47,0,0,468,12,456,26800,26110,25053,568,7,47,0,0,435,0,435,690,657,0,0,0,0,0,33,12,21,"White County, Tennessee",0,52,80,11,37,23,23,104,23,96,0,0,23,80,11,37,23,23,86,23,86,0,52,23,23,23,23,23,52,23,39
"G4701870","2015-2019","TN",,,"Tennessee","47","Williamson County","187",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47187",,,"Williamson County, Tennessee",225389,200077,9281,227,9495,60,958,5291,496,4795,225389,214641,190642,9239,137,9469,60,154,4940,218,4722,10748,9435,42,90,26,0,804,351,278,73,"Williamson County, Tennessee",0,455,474,347,518,40,289,841,251,753,0,0,160,480,113,521,40,122,765,148,743,0,443,50,317,40,29,267,223,210,67
"G4701890","2015-2019","TN",,,"Tennessee","47","Wilson County","189",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47189",,,"Wilson County, Tennessee",136666,119957,9757,466,2256,27,1929,2274,207,2067,136666,130882,116124,9735,390,2239,27,258,2109,101,2008,5784,3833,22,76,17,0,1671,165,106,59,"Wilson County, Tennessee",0,684,346,150,151,40,697,432,110,415,0,0,299,346,132,150,40,294,409,78,407,0,578,35,65,28,29,593,106,80,72
"G4800010","2015-2019","TX",,,"Texas","48","Anderson County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48001",,,"Anderson County, Texas",57810,42217,12124,317,321,9,1926,896,76,820,57810,47527,34069,12111,181,321,9,16,820,0,820,10283,8148,13,136,0,0,1910,76,76,0,"Anderson County, Texas",0,677,216,147,161,16,668,298,93,280,0,0,15,214,64,161,16,19,280,32,280,0,676,18,136,32,32,668,93,93,32
"G4800030","2015-2019","TX",,,"Texas","48","Andrews County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48003",,,"Andrews County, Texas",18036,16108,122,0,65,31,1094,616,148,468,18036,7885,7246,122,0,65,31,0,421,13,408,10151,8862,0,0,0,0,1094,195,135,60,"Andrews County, Texas",0,534,106,21,92,60,450,287,199,206,0,0,19,106,21,92,60,21,186,19,186,0,533,21,21,21,21,450,219,198,85
"G4800050","2015-2019","TX",,,"Texas","48","Angelina County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48005",,,"Angelina County, Texas",87322,69651,12890,490,975,5,1893,1418,152,1266,87322,67996,52832,12747,105,957,5,102,1248,20,1228,19326,16819,143,385,18,0,1791,170,132,38,"Angelina County, Texas",0,615,382,329,64,9,496,406,107,406,0,0,118,383,99,54,9,116,400,23,402,0,602,86,320,27,32,492,115,105,42
"G4800070","2015-2019","TX",,,"Texas","48","Aransas County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48007",,,"Aransas County, Texas",24462,22115,354,53,489,0,471,980,36,944,24462,17741,16486,337,27,489,0,0,402,0,402,6721,5629,17,26,0,0,471,578,36,542,"Aransas County, Texas",0,445,176,52,35,25,291,327,44,321,0,0,25,175,24,35,25,25,176,25,176,0,445,31,45,25,25,291,313,44,308
"G4800090","2015-2019","TX",,,"Texas","48","Archer County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48009",,,"Archer County, Texas",8716,8315,83,96,15,0,43,164,0,164,8716,7994,7700,76,59,15,0,0,144,0,144,722,615,7,37,0,0,43,20,0,20,"Archer County, Texas",0,54,58,48,23,19,33,77,19,77,0,0,19,58,38,23,19,19,67,19,67,0,54,9,33,19,19,33,25,19,25
"G4800110","2015-2019","TX",,,"Texas","48","Armstrong County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48011",,,"Armstrong County, Texas",1973,1833,5,22,0,0,42,71,37,34,1973,1824,1763,5,22,0,0,0,34,0,34,149,70,0,0,0,0,42,37,37,0,"Armstrong County, Texas",102,102,8,20,14,14,37,43,37,25,102,98,93,8,20,14,14,14,25,14,25,41,42,14,14,14,14,37,37,37,14
"G4800130","2015-2019","TX",,,"Texas","48","Atascosa County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48013",,,"Atascosa County, Texas",49528,45761,135,122,173,0,992,2345,222,2123,49528,17673,16487,135,53,173,0,18,807,94,713,31855,29274,0,69,0,0,974,1538,128,1410,"Atascosa County, Texas",0,948,69,103,75,29,383,757,162,708,0,0,110,69,69,75,29,37,173,104,129,0,914,29,72,29,29,372,740,109,708
"G4800150","2015-2019","TX",,,"Texas","48","Austin County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48015",,,"Austin County, Texas",29764,23146,2684,45,111,0,2952,826,247,579,29764,21775,18515,2600,30,111,0,57,462,0,462,7989,4631,84,15,0,0,2895,364,247,117,"Austin County, Texas",0,848,133,48,69,25,807,302,214,205,0,0,46,100,42,69,25,46,139,25,139,0,853,70,23,25,25,811,271,214,136
"G4800170","2015-2019","TX",,,"Texas","48","Bailey County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48017",,,"Bailey County, Texas",7100,5949,46,80,57,0,965,3,3,0,7100,2689,2519,33,80,57,0,0,0,0,0,4411,3430,13,0,0,0,965,3,3,0,"Bailey County, Texas",0,514,45,103,50,19,555,7,7,19,0,233,227,29,103,50,19,19,19,19,19,233,573,25,19,19,19,555,7,7,19
"G4800190","2015-2019","TX",,,"Texas","48","Bandera County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48019",,,"Bandera County, Texas",22215,19990,154,262,62,0,288,1459,100,1359,22215,18040,17289,154,78,62,0,15,442,8,434,4175,2701,0,184,0,0,273,1017,92,925,"Bandera County, Texas",0,506,135,207,49,25,179,577,113,569,0,0,28,135,85,49,25,25,129,14,128,0,505,25,174,25,25,178,562,113,556
"G4800210","2015-2019","TX",,,"Texas","48","Bastrop County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48021",,,"Bastrop County, Texas",84522,57462,6298,398,739,0,17393,2232,668,1564,84522,52670,44228,5977,228,710,0,371,1156,54,1102,31852,13234,321,170,29,0,17022,1076,614,462,"Bastrop County, Texas",0,1808,330,189,98,32,1807,517,368,359,0,0,279,227,104,87,32,275,272,64,275,0,1817,216,161,42,32,1809,417,359,223
"G4800230","2015-2019","TX",,,"Texas","48","Baylor County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48023",,,"Baylor County, Texas",3577,3291,123,9,0,40,92,22,7,15,3577,3272,3098,110,9,0,40,0,15,0,15,305,193,13,0,0,0,92,7,7,0,"Baylor County, Texas",0,126,112,15,14,50,72,27,11,24,0,123,158,94,15,14,50,14,24,14,24,123,125,22,14,14,14,72,11,11,14
"G4800250","2015-2019","TX",,,"Texas","48","Bee County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48025",,,"Bee County, Texas",32611,28172,2399,164,176,4,561,1135,153,982,32611,13417,10234,2228,138,169,4,7,637,23,614,19194,17938,171,26,7,0,554,498,130,368,"Bee County, Texas",0,350,247,125,41,7,266,241,103,209,0,0,25,180,118,35,7,11,147,28,148,0,352,156,43,16,29,265,158,103,108
"G4800270","2015-2019","TX",,,"Texas","48","Bell County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48027",,,"Bell County, Texas",348574,220872,84435,1969,10282,2392,9716,18908,1711,17197,348574,262041,159545,74996,835,9905,2210,287,14263,94,14169,86533,61327,9439,1134,377,182,9429,4645,1617,3028,"Bell County, Texas",0,2024,2089,544,584,331,1394,1663,355,1570,0,0,117,1095,238,555,315,158,1323,57,1323,0,2044,1461,465,194,115,1402,733,360,623
"G4800290","2015-2019","TX",,,"Texas","48","Bexar County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48029",,,"Bexar County, Texas",1952843,1549704,149706,14054,55742,2288,115334,66015,15633,50382,1952843,776868,540436,138727,3185,53530,1753,3048,36189,1652,34537,1175975,1009268,10979,10869,2212,535,112286,29826,13981,15845,"Bexar County, Texas",0,6016,1890,1682,1423,443,4854,2955,1689,2522,0,0,560,1486,452,1299,288,715,2096,507,2075,0,5905,1385,1566,460,264,4786,2261,1551,1635
"G4800310","2015-2019","TX",,,"Texas","48","Blanco County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48031",,,"Blanco County, Texas",11478,10256,3,194,165,42,403,415,192,223,11478,9254,8837,3,14,165,42,0,193,10,183,2224,1419,0,180,0,0,403,222,182,40,"Blanco County, Texas",0,241,5,168,132,59,204,190,149,148,0,0,16,5,21,132,59,21,132,16,130,0,239,21,165,21,21,204,157,151,61
"G4800330","2015-2019","TX",,,"Texas","48","Borden County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48033",,,"Borden County, Texas",613,598,0,0,0,0,0,15,0,15,613,529,514,0,0,0,0,0,15,0,15,84,84,0,0,0,0,0,0,0,0,"Borden County, Texas",132,131,14,14,14,14,14,20,14,20,132,122,119,14,14,14,14,14,20,14,20,67,67,14,14,14,14,14,14,14,14
"G4800350","2015-2019","TX",,,"Texas","48","Bosque County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48035",,,"Bosque County, Texas",18296,17318,301,105,100,0,137,335,39,296,18296,14940,14239,295,65,100,0,0,241,2,239,3356,3079,6,40,0,0,137,94,37,57,"Bosque County, Texas",0,107,62,65,5,21,79,87,27,86,0,0,5,62,35,5,21,21,65,5,65,0,106,9,53,21,21,79,53,25,45
"G4800370","2015-2019","TX",,,"Texas","48","Bowie County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48037",,,"Bowie County, Texas",93373,64586,22879,879,983,44,1383,2619,391,2228,93373,86275,59562,22768,825,971,20,53,2076,40,2036,7098,5024,111,54,12,24,1330,543,351,192,"Bowie County, Texas",0,483,502,115,161,41,319,601,190,535,0,0,35,484,98,156,25,46,481,40,483,0,486,86,49,19,32,306,305,200,186
"G4800390","2015-2019","TX",,,"Texas","48","Brazoria County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48039",,,"Brazoria County, Texas",360677,261164,50437,2401,24110,47,14522,7996,1569,6427,360677,250214,170272,49226,1288,23803,21,542,5062,154,4908,110463,90892,1211,1113,307,26,13980,2934,1415,1519,"Brazoria County, Texas",0,2431,933,711,531,43,2008,1513,513,1303,0,0,177,782,364,462,37,310,1015,136,1004,0,2439,530,576,245,26,2070,902,472,716
"G4800410","2015-2019","TX",,,"Texas","48","Brazos County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48041",,,"Brazos County, Texas",222981,171189,23807,798,13711,123,6720,6633,593,6040,222981,165986,124411,22923,291,13619,123,272,4347,176,4171,56995,46778,884,507,92,0,6448,2286,417,1869,"Brazos County, Texas",0,1520,602,533,362,53,1177,959,205,906,0,0,138,478,156,351,53,132,607,105,606,0,1514,330,488,89,32,1180,681,176,603
"G4800430","2015-2019","TX",,,"Texas","48","Brewster County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48043",,,"Brewster County, Texas",9231,8352,19,225,170,0,217,248,75,173,9231,5098,4642,19,173,138,0,39,87,0,87,4133,3710,0,52,32,0,178,161,75,86,"Brewster County, Texas",0,177,23,99,51,19,108,149,65,138,0,0,63,23,81,19,19,63,84,19,84,0,169,19,57,51,19,92,122,65,105
"G4800450","2015-2019","TX",,,"Texas","48","Briscoe County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48045",,,"Briscoe County, Texas",1457,1256,12,0,0,22,26,141,17,124,1457,938,845,12,0,0,22,0,59,0,59,519,411,0,0,0,0,26,82,17,65,"Briscoe County, Texas",135,130,12,14,14,23,20,60,15,60,135,99,94,12,14,14,23,14,28,14,28,120,112,14,14,14,14,20,53,15,55
"G4800470","2015-2019","TX",,,"Texas","48","Brooks County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48047",,,"Brooks County, Texas",7141,6450,48,68,0,0,448,127,50,77,7141,495,478,0,0,0,0,0,17,0,17,6646,5972,48,68,0,0,448,110,50,60,"Brooks County, Texas",0,278,84,97,19,19,218,112,76,83,0,207,210,19,19,19,19,19,35,19,35,207,366,84,97,19,19,218,102,76,66
"G4800490","2015-2019","TX",,,"Texas","48","Brown County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48049",,,"Brown County, Texas",37855,34554,1426,203,270,0,519,883,142,741,37855,29433,27115,1337,109,270,0,0,602,0,602,8422,7439,89,94,0,0,519,281,142,139,"Brown County, Texas",0,274,134,112,48,29,184,254,138,213,0,0,29,127,92,48,29,29,165,29,165,0,274,49,65,29,29,184,173,138,93
"G4800510","2015-2019","TX",,,"Texas","48","Burleson County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48051",,,"Burleson County, Texas",18058,14421,2395,69,7,0,749,417,211,206,18058,14322,11688,2370,62,7,0,10,185,15,170,3736,2733,25,7,0,0,739,232,196,36,"Burleson County, Texas",0,345,101,44,11,21,295,197,157,106,0,0,17,94,41,11,21,17,103,25,99,0,341,27,13,21,21,292,166,157,37
"G4800530","2015-2019","TX",,,"Texas","48","Burnet County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48053",,,"Burnet County, Texas",46530,42519,815,178,400,21,1807,790,144,646,46530,36188,34246,815,149,400,21,0,557,6,551,10342,8273,0,29,0,0,1807,233,138,95,"Burnet County, Texas",0,671,204,52,37,41,664,238,109,221,0,0,10,204,47,37,41,29,210,10,210,0,671,29,30,29,29,664,128,108,91
"G4800550","2015-2019","TX",,,"Texas","48","Caldwell County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48055",,,"Caldwell County, Texas",42144,34069,2561,247,423,53,4217,574,105,469,42144,20151,16718,2360,176,407,53,7,430,35,395,21993,17351,201,71,16,0,4210,144,70,74,"Caldwell County, Texas",0,1104,233,106,35,57,1099,199,80,175,0,0,51,172,68,26,57,14,174,50,169,0,1101,154,97,27,29,1100,92,59,60
"G4800570","2015-2019","TX",,,"Texas","48","Calhoun County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48057",,,"Calhoun County, Texas",21668,18645,597,19,1183,7,351,866,79,787,21668,11079,9163,505,0,1140,7,0,264,0,264,10589,9482,92,19,43,0,351,602,79,523,"Calhoun County, Texas",0,388,132,19,57,14,207,328,130,312,0,0,25,90,25,32,14,25,97,25,97,0,388,89,19,49,25,207,308,130,282
"G4800590","2015-2019","TX",,,"Texas","48","Callahan County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48059",,,"Callahan County, Texas",13856,13058,126,5,69,0,166,432,144,288,13856,12522,11916,126,5,69,0,0,406,122,284,1334,1142,0,0,0,0,166,26,22,4,"Callahan County, Texas",0,123,78,7,59,21,113,79,128,84,0,0,27,78,7,59,21,21,74,127,83,0,124,21,21,21,21,113,30,28,6
"G4800610","2015-2019","TX",,,"Texas","48","Cameron County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48061",,,"Cameron County, Texas",421666,397718,2441,982,2900,70,14178,3377,1963,1414,421666,43585,37770,1683,573,2792,47,49,671,134,537,378081,359948,758,409,108,23,14129,2706,1829,877,"Cameron County, Texas",0,1819,479,183,206,47,1590,720,645,339,0,0,65,129,87,179,38,39,242,122,204,0,1817,452,165,98,29,1593,693,629,275
"G4800630","2015-2019","TX",,,"Texas","48","Camp County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48063",,,"Camp County, Texas",12878,9341,2136,58,56,0,919,368,9,359,12878,9663,7183,2036,58,56,0,0,330,9,321,3215,2158,100,0,0,0,919,38,0,38,"Camp County, Texas",0,384,175,34,68,21,375,162,20,161,0,0,21,147,34,68,21,21,153,20,151,0,384,113,21,21,21,375,75,21,75
"G4800650","2015-2019","TX",,,"Texas","48","Carson County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48065",,,"Carson County, Texas",6009,5657,48,97,22,0,60,125,28,97,6009,5413,5151,48,97,22,0,0,95,0,95,596,506,0,0,0,0,60,30,28,2,"Carson County, Texas",0,83,37,76,19,19,51,88,35,84,0,0,19,37,76,19,19,19,84,19,84,0,83,19,19,19,19,51,35,35,3
"G4800670","2015-2019","TX",,,"Texas","48","Cass County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48067",,,"Cass County, Texas",30059,23401,5195,46,166,1,527,723,50,673,30059,28707,22938,5133,13,166,1,14,442,0,442,1352,463,62,33,0,0,513,281,50,231,"Cass County, Texas",0,206,163,38,22,2,265,284,76,270,0,0,17,141,15,22,2,19,140,29,140,0,204,76,34,29,29,268,234,76,221
"G4800690","2015-2019","TX",,,"Texas","48","Castro County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48069",,,"Castro County, Texas",7673,6972,163,14,47,3,208,266,37,229,7673,2716,2452,163,14,47,3,2,35,0,35,4957,4520,0,0,0,0,206,231,37,194,"Castro County, Texas",0,249,8,11,19,5,166,185,41,178,0,0,19,8,11,19,5,7,11,19,11,0,249,19,19,19,19,166,184,41,178
"G4800710","2015-2019","TX",,,"Texas","48","Chambers County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48071",,,"Chambers County, Texas",41305,36369,2997,63,465,0,505,906,4,902,41305,32038,27661,2997,63,465,0,0,852,0,852,9267,8708,0,0,0,0,505,54,4,50,"Chambers County, Texas",0,259,325,57,149,29,259,379,7,379,0,0,29,325,57,149,29,29,371,29,371,0,259,29,29,29,29,259,49,7,48
"G4800730","2015-2019","TX",,,"Texas","48","Cherokee County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48073",,,"Cherokee County, Texas",52118,42374,7092,329,241,43,1009,1030,54,976,52118,40060,31628,7035,290,227,43,0,837,0,837,12058,10746,57,39,14,0,1009,193,54,139,"Cherokee County, Texas",0,425,249,117,100,49,386,340,57,334,0,0,32,242,114,93,49,32,302,32,302,0,425,86,33,22,32,386,132,57,112
"G4800750","2015-2019","TX",,,"Texas","48","Childress County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48075",,,"Childress County, Texas",7253,6189,583,0,76,0,241,164,14,150,7253,5004,4240,583,0,39,0,0,142,0,142,2249,1949,0,0,37,0,241,22,14,8,"Childress County, Texas",0,279,140,19,81,19,237,103,37,79,0,279,296,140,19,40,19,19,79,19,79,279,312,19,19,58,19,237,38,37,14
"G4800770","2015-2019","TX",,,"Texas","48","Clay County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48077",,,"Clay County, Texas",10403,9879,52,106,117,0,83,166,1,165,10403,9750,9339,47,101,117,0,0,146,0,146,653,540,5,5,0,0,83,20,1,19,"Clay County, Texas",0,75,52,65,69,21,69,76,5,74,0,0,21,49,65,69,21,21,70,21,70,0,75,8,9,21,21,69,29,5,27
"G4800790","2015-2019","TX",,,"Texas","48","Cochran County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48079",,,"Cochran County, Texas",2887,2565,144,2,0,0,105,71,11,60,2887,1192,1041,111,0,0,0,0,40,0,40,1695,1524,33,2,0,0,105,31,11,20,"Cochran County, Texas",0,67,55,5,14,14,42,40,12,39,0,0,14,30,14,14,14,14,30,14,30,0,67,48,5,14,14,42,21,12,19
"G4800810","2015-2019","TX",,,"Texas","48","Coke County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48081",,,"Coke County, Texas",3303,2971,32,22,0,0,251,27,6,21,3303,2592,2517,32,22,0,0,0,21,0,21,711,454,0,0,0,0,251,6,6,0,"Coke County, Texas",0,117,13,18,14,14,112,25,12,22,0,0,30,13,18,14,14,14,22,14,22,0,113,14,14,14,14,112,12,12,14
"G4800830","2015-2019","TX",,,"Texas","48","Coleman County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48083",,,"Coleman County, Texas",8334,7300,134,95,42,4,451,308,19,289,8334,6874,6403,134,44,42,0,0,251,0,251,1460,897,0,51,0,4,451,57,19,38,"Coleman County, Texas",0,221,108,75,50,7,206,152,30,150,0,0,19,108,40,50,19,19,143,19,143,0,221,19,63,19,7,206,51,30,37
"G4800850","2015-2019","TX",,,"Texas","48","Collin County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48085",,,"Collin County, Texas",973977,673508,94720,4560,147553,762,22767,30107,4759,25348,973977,825281,554789,93804,3261,146966,622,2542,23297,1369,21928,148696,118719,916,1299,587,140,20225,6810,3390,3420,"Collin County, Texas",0,2356,922,610,1262,224,1763,1929,661,1828,0,0,595,885,336,1240,114,606,1561,362,1500,0,2316,281,428,201,190,1831,962,612,785
"G4800870","2015-2019","TX",,,"Texas","48","Collingsworth County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48087",,,"Collingsworth County, Texas",2969,2283,273,62,0,0,258,93,19,74,2969,2115,1784,248,62,0,0,0,21,5,16,854,499,25,0,0,0,258,72,14,58,"Collingsworth County, Texas",0,132,72,24,14,14,132,70,18,68,0,120,127,65,24,14,14,14,17,7,16,120,141,36,14,14,14,132,69,13,69
"G4800890","2015-2019","TX",,,"Texas","48","Colorado County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48089",,,"Colorado County, Texas",21224,15520,2740,64,5,0,2488,407,147,260,21224,14914,11871,2683,20,5,0,0,335,93,242,6310,3649,57,44,0,0,2488,72,54,18,"Colorado County, Texas",0,533,139,63,20,25,508,172,122,140,0,0,110,126,30,20,25,25,161,110,130,0,504,45,51,25,25,508,67,58,31
"G4800910","2015-2019","TX",,,"Texas","48","Comal County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48091",,,"Comal County, Texas",141642,128737,2901,376,1597,44,4655,3332,534,2798,141642,102886,95622,2828,119,1577,44,294,2402,0,2402,38756,33115,73,257,20,0,4361,930,534,396,"Comal County, Texas",0,1027,236,164,202,42,1016,355,199,364,0,0,298,228,87,200,42,298,306,32,306,0,1045,55,138,32,32,1049,226,199,150
"G4800930","2015-2019","TX",,,"Texas","48","Comanche County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48093",,,"Comanche County, Texas",13529,12684,177,99,82,0,341,146,41,105,13529,9752,9397,81,94,82,0,1,97,5,92,3777,3287,96,5,0,0,340,49,36,13,"Comanche County, Texas",0,263,158,53,8,21,226,74,46,61,0,0,9,44,52,8,21,2,58,9,58,0,262,146,10,21,21,226,52,42,21
"G4800950","2015-2019","TX",,,"Texas","48","Concho County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48095",,,"Concho County, Texas",3266,3157,41,14,13,0,32,9,4,5,3266,1792,1726,38,10,13,0,0,5,0,5,1474,1431,3,4,0,0,32,4,4,0,"Concho County, Texas",0,39,24,13,16,14,27,10,7,7,0,0,28,22,11,16,14,14,7,14,7,0,30,8,7,14,14,27,7,7,14
"G4800970","2015-2019","TX",,,"Texas","48","Cooke County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48097",,,"Cooke County, Texas",40041,36719,1125,320,344,31,370,1132,16,1116,40041,32772,30166,1121,278,344,24,54,785,0,785,7269,6553,4,42,0,7,316,347,16,331,"Cooke County, Texas",0,282,157,109,69,36,207,351,24,350,0,0,9,158,96,69,34,70,193,29,193,0,282,6,41,29,13,196,266,24,265
"G4800990","2015-2019","TX",,,"Texas","48","Coryell County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48099",,,"Coryell County, Texas",75280,54825,10234,567,1546,592,823,6693,192,6501,75280,61519,44173,9617,489,1468,561,0,5211,61,5150,13761,10652,617,78,78,31,823,1482,131,1351,"Coryell County, Texas",0,466,637,207,210,100,233,650,78,637,0,0,9,557,209,190,88,32,532,62,533,0,467,290,61,88,32,233,321,67,324
"G4801010","2015-2019","TX",,,"Texas","48","Cottle County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48101",,,"Cottle County, Texas",1642,1149,238,15,0,0,159,81,0,81,1642,1262,850,238,15,0,0,90,69,0,69,380,299,0,0,0,0,69,12,0,12,"Cottle County, Texas",199,169,136,19,14,14,127,62,14,62,199,176,154,136,19,14,14,123,57,14,57,137,120,14,14,14,14,57,19,14,19
"G4801030","2015-2019","TX",,,"Texas","48","Crane County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48103",,,"Crane County, Texas",4802,2543,129,15,95,0,2020,0,0,0,4802,1711,1495,111,10,95,0,0,0,0,0,3091,1048,18,5,0,0,2020,0,0,0,"Crane County, Texas",0,335,91,23,90,14,333,14,14,14,0,0,14,86,16,90,14,14,14,14,14,0,335,20,10,14,14,333,14,14,14
"G4801050","2015-2019","TX",,,"Texas","48","Crockett County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48105",,,"Crockett County, Texas",3484,1494,24,0,0,0,1931,35,0,35,3484,1328,1304,24,0,0,0,0,0,0,0,2156,190,0,0,0,0,1931,35,0,35,"Crockett County, Texas",219,276,26,14,14,14,357,51,14,51,219,188,187,26,14,14,14,14,14,14,14,287,204,14,14,14,14,357,51,14,51
