GISJOIN,YEAR,STATE,STATEFP,STATENH,COUNTY,COUNTYFP,COUNTYNH,NAME,B69AA,B69AB,B69AC,B69AAM,B69ABM,B69ACM
G1000010,1970,Delaware,10,100,Kent County,1,10,Kent,10072,25646,3803,,,
G1000030,1970,Delaware,10,100,New Castle County,3,30,New Castle,42286,130085,30764,,,
G1000050,1970,Delaware,10,100,Sussex County,5,50,Sussex,14523,27153,3063,,,
G1100010,1970,District Of Columbia,11,110,District of Columbia,1,10,District Of Columbia,101383,246435,75233,,,
G1200010,1970,Florida,12,120,Alachua County,1,10,Alachua,11421,24624,10816,,,
G1200030,1970,Florida,12,120,Baker County,3,30,Baker,2173,2445,173,,,
G1200050,1970,Florida,12,120,Bay County,5,50,Bay,10893,24205,3575,,,
G1200070,1970,Florida,12,120,Bradford County,7,70,Bradford,3089,4399,349,,,
G1200090,1970,Florida,12,120,Brevard County,9,90,Brevard,16646,84324,17977,,,
G1200110,1970,Florida,12,120,Broward County,11,110,Broward,95078,260452,38387,,,
G1200130,1970,Florida,12,120,Calhoun County,13,130,Calhoun,2100,1782,249,,,
G1200150,1970,Florida,12,120,Charlotte County,15,150,Charlotte,5562,13757,1860,,,
G1200170,1970,Florida,12,120,Citrus County,17,170,Citrus,4778,7711,800,,,
G1200190,1970,Florida,12,120,Clay County,19,190,Clay,4346,10290,1590,,,
G1200210,1970,Florida,12,120,Collier County,21,210,Collier,5869,13763,3601,,,
G1200230,1970,Florida,12,120,Columbia County,23,230,Columbia,4811,7142,1078,,,
G1200250,1970,Florida,12,120,Dade County,25,250,Dade,236395,450093,83025,,,
G1200270,1970,Florida,12,120,DeSoto County,27,270,De Soto,3372,4167,384,,,
G1200290,1970,Florida,12,120,Dixie County,29,290,Dixie,1312,1310,157,,,
G1200310,1970,Florida,12,120,Duval County,31,310,Duval,69074,178263,24286,,,
G1200330,1970,Florida,12,120,Escambia County,33,330,Escambia,27917,62394,9100,,,
G1200350,1970,Florida,12,120,Flagler County,35,350,Flagler,935,1536,123,,,
G1200370,1970,Florida,12,120,Franklin County,37,370,Franklin,1745,2053,182,,,
G1200390,1970,Florida,12,120,Gadsden County,39,390,Gadsden,10740,9154,961,,,
G1200410,1970,Florida,12,120,Gilchrist County,41,410,Gilchrist,978,943,54,,,
G1200430,1970,Florida,12,120,Glades County,43,430,Glades,857,1035,60,,,
G1200450,1970,Florida,12,120,Gulf County,45,450,Gulf,1982,2993,299,,,
G1200470,1970,Florida,12,120,Hamilton County,47,470,Hamilton,2065,1701,219,,,
G1200490,1970,Florida,12,120,Hardee County,49,490,Hardee,3395,3973,351,,,
G1200510,1970,Florida,12,120,Hendry County,51,510,Hendry,2236,3284,451,,,
G1200530,1970,Florida,12,120,Hernando County,53,530,Hernando,3953,6011,642,,,
G1200550,1970,Florida,12,120,Highlands County,55,550,Highlands,6685,10111,1489,,,
G1200570,1970,Florida,12,120,Hillsborough County,57,570,Hillsborough,77419,167628,23131,,,
G1200590,1970,Florida,12,120,Holmes County,59,590,Holmes,3221,2855,212,,,
G1200610,1970,Florida,12,120,Indian River County,61,610,Indian River,5672,13512,2294,,,
G1200630,1970,Florida,12,120,Jackson County,63,630,Jackson,8361,8692,1162,,,
G1200650,1970,Florida,12,120,Jefferson County,65,650,Jefferson,2281,1859,271,,,
G1200670,1970,Florida,12,120,Lafayette County,67,670,Lafayette,851,688,77,,,
G1200690,1970,Florida,12,120,Lake County,69,690,Lake,13549,26074,3987,,,
G1200710,1970,Florida,12,120,Lee County,71,710,Lee,17151,43143,6640,,,
G1200730,1970,Florida,12,120,Leon County,73,730,Leon,9716,25536,11206,,,
G1200750,1970,Florida,12,120,Levy County,75,750,Levy,3127,3654,367,,,
G1200770,1970,Florida,12,120,Liberty County,77,770,Liberty,1016,698,105,,,
G1200790,1970,Florida,12,120,Madison County,79,790,Madison,3480,3028,487,,,
G1200810,1970,Florida,12,120,Manatee County,81,810,Manatee,18954,42018,6510,,,
G1200830,1970,Florida,12,120,Marion County,83,830,Marion,12495,23723,2881,,,
G1200850,1970,Florida,12,120,Martin County,85,850,Martin,5089,11154,1391,,,
G1200870,1970,Florida,12,120,Monroe County,87,870,Monroe,6596,18920,2569,,,
G1200890,1970,Florida,12,120,Nassau County,89,890,Nassau,4063,5836,509,,,
G1200910,1970,Florida,12,120,Okaloosa County,91,910,Okaloosa,6852,27941,5293,,,
G1200930,1970,Florida,12,120,Okeechobee County,93,930,Okeechobee,2164,2999,252,,,
G1200950,1970,Florida,12,120,Orange County,95,950,Orange,43596,119776,21495,,,
G1200970,1970,Florida,12,120,Osceola County,97,970,Osceola,5202,9573,1059,,,
G1200990,1970,Florida,12,120,Palm Beach County,99,990,Palm Beach,54810,133205,25461,,,
G1201010,1970,Florida,12,120,Pasco County,101,1010,Pasco,19261,32523,2691,,,
G1201030,1970,Florida,12,120,Pinellas County,103,1030,Pinellas,96810,231764,36700,,,
G1201050,1970,Florida,12,120,Polk County,105,1050,Polk,40244,75228,11177,,,
G1201070,1970,Florida,12,120,Putnam County,107,1070,Putnam,7283,11054,1222,,,
G1201090,1970,Florida,12,120,St. Johns County,109,1090,St Johns,5422,10473,1480,,,
G1201110,1970,Florida,12,120,St. Lucie County,111,1110,St Lucie,9140,17365,2321,,,
G1201130,1970,Florida,12,120,Santa Rosa County,113,1130,Santa Rosa,4652,11366,1747,,,
G1201150,1970,Florida,12,120,Sarasota County,115,1150,Sarasota,16777,56621,12153,,,
G1201170,1970,Florida,12,120,Seminole County,117,1170,Seminole,11412,29162,4214,,,
G1201190,1970,Florida,12,120,Sumter County,119,1190,Sumter,3233,4714,390,,,
G1201210,1970,Florida,12,120,Suwannee County,121,1210,Suwannee,3852,4127,471,,,
G1201230,1970,Florida,12,120,Taylor County,123,1230,Taylor,3076,3625,457,,,
G1201250,1970,Florida,12,120,Union County,125,1250,Union,1894,2659,155,,,
G1201270,1970,Florida,12,120,Volusia County,127,1270,Volusia,26302,70048,11548,,,
G1201290,1970,Florida,12,120,Wakulla County,129,1290,Wakulla,1628,1651,61,,,
G1201310,1970,Florida,12,120,Walton County,131,1310,Walton,3819,4819,624,,,
G1201330,1970,Florida,12,120,Washington County,133,1330,Washington,3236,2878,256,,,
G1300010,1970,Georgia,13,130,Appling County,1,10,Appling,2889,3268,183,,,
G1300030,1970,Georgia,13,130,Atkinson County,3,30,Atkinson,1595,1156,88,,,
G1300050,1970,Georgia,13,130,Bacon County,5,50,Bacon,2319,1794,164,,,
G1300070,1970,Georgia,13,130,Baker County,7,70,Baker,1013,825,53,,,
G1300090,1970,Georgia,13,130,Baldwin County,9,90,Baldwin,10314,8178,1489,,,
G1300110,1970,Georgia,13,130,Banks County,11,110,Banks,2138,1562,122,,,
G1300130,1970,Georgia,13,130,Barrow County,13,130,Barrow,4408,4481,472,,,
G1300150,1970,Georgia,13,130,Bartow County,15,150,Bartow,8420,8226,818,,,
G1300170,1970,Georgia,13,130,Ben Hill County,17,170,Ben Hill,3597,3534,392,,,
G1300190,1970,Georgia,13,130,Berrien County,19,190,Berrien,3074,2975,159,,,
G1300210,1970,Georgia,13,130,Bibb County,21,210,Bibb,26441,42811,7026,,,
G1300230,1970,Georgia,13,130,Bleckley County,23,230,Bleckley,2368,2518,205,,,
G1300250,1970,Georgia,13,130,Brantley County,25,250,Brantley,1532,1397,70,,,
G1300270,1970,Georgia,13,130,Brooks County,27,270,Brooks,3435,3424,366,,,
G1300290,1970,Georgia,13,130,Bryan County,29,290,Bryan,1519,1529,135,,,
G1300310,1970,Georgia,13,130,Bulloch County,31,310,Bulloch,5598,7194,1551,,,
G1300330,1970,Georgia,13,130,Burke County,33,330,Burke,5008,3317,432,,,
G1300350,1970,Georgia,13,130,Butts County,35,350,Butts,2495,2637,300,,,
G1300370,1970,Georgia,13,130,Calhoun County,37,370,Calhoun,1774,1288,176,,,
G1300390,1970,Georgia,13,130,Camden County,39,390,Camden,2143,2992,323,,,
G1300430,1970,Georgia,13,130,Candler County,43,430,Candler,1592,1673,268,,,
G1300450,1970,Georgia,13,130,Carroll County,45,450,Carroll,9323,11670,1706,,,
G1300470,1970,Georgia,13,130,Catoosa County,47,470,Catoosa,5162,9236,424,,,
G1300490,1970,Georgia,13,130,Charlton County,49,490,Charlton,1265,1264,148,,,
G1300510,1970,Georgia,13,130,Chatham County,51,510,Chatham,28344,59001,8474,,,
G1300530,1970,Georgia,13,130,Chattahoochee County,53,530,Chattahoochee,655,3661,1039,,,
G1300550,1970,Georgia,13,130,Chattooga County,55,550,Chattooga,5903,5270,302,,,
G1300570,1970,Georgia,13,130,Cherokee County,57,570,Cherokee,7943,7759,668,,,
G1300590,1970,Georgia,13,130,Clarke County,59,590,Clarke,7175,13315,7889,,,
G1300610,1970,Georgia,13,130,Clay County,61,610,Clay,941,811,146,,,
G1300630,1970,Georgia,13,130,Clayton County,63,630,Clayton,10043,33622,2804,,,
G1300650,1970,Georgia,13,130,Clinch County,65,650,Clinch,1716,1224,127,,,
G1300670,1970,Georgia,13,130,Cobb County,67,670,Cobb,24428,65941,9689,,,
G1300690,1970,Georgia,13,130,Coffee County,69,690,Coffee,5310,5379,601,,,
G1300710,1970,Georgia,13,130,Colquitt County,71,710,Colquitt,7390,8778,724,,,
G1300730,1970,Georgia,13,130,Columbia County,73,730,Columbia,3430,6413,559,,,
G1300750,1970,Georgia,13,130,Cook County,75,750,Cook,3040,2955,252,,,
G1300770,1970,Georgia,13,130,Coweta County,77,770,Coweta,7265,8779,1217,,,
G1300790,1970,Georgia,13,130,Crawford County,79,790,Crawford,1471,1256,72,,,
G1300810,1970,Georgia,13,130,Crisp County,81,810,Crisp,4300,4223,710,,,
G1300830,1970,Georgia,13,130,Dade County,83,830,Dade,2603,2195,174,,,
G1300850,1970,Georgia,13,130,Dawson County,85,850,Dawson,1100,814,50,,,
G1300870,1970,Georgia,13,130,Decatur County,87,870,Decatur,5680,5475,510,,,
G1300890,1970,Georgia,13,130,DeKalb County,89,890,De Kalb,35542,137913,41403,,,
G1300910,1970,Georgia,13,130,Dodge County,91,910,Dodge,4070,3987,356,,,
G1300930,1970,Georgia,13,130,Dooly County,93,930,Dooly,2688,2407,227,,,
G1300950,1970,Georgia,13,130,Dougherty County,95,950,Dougherty,12334,24888,3919,,,
G1300970,1970,Georgia,13,130,Douglas County,97,970,Douglas,5479,8392,750,,,
G1300990,1970,Georgia,13,130,Early County,99,990,Early,3307,2895,278,,,
G1301010,1970,Georgia,13,130,Echols County,101,1010,Echols,395,486,11,,,
G1301030,1970,Georgia,13,130,Effingham County,103,1030,Effingham,2759,3843,190,,,
G1301050,1970,Georgia,13,130,Elbert County,105,1050,Elbert,3974,5028,523,,,
G1301070,1970,Georgia,13,130,Emanuel County,107,1070,Emanuel,4644,4533,473,,,
G1301090,1970,Georgia,13,130,Evans County,109,1090,Evans,1857,1721,193,,,
G1301110,1970,Georgia,13,130,Fannin County,111,1110,Fannin,4232,3229,268,,,
G1301130,1970,Georgia,13,130,Fayette County,113,1130,Fayette,2129,3595,285,,,
G1301150,1970,Georgia,13,130,Floyd County,115,1150,Floyd,16501,21302,2879,,,
G1301170,1970,Georgia,13,130,Forsyth County,117,1170,Forsyth,4450,4153,234,,,
G1301190,1970,Georgia,13,130,Franklin County,119,1190,Franklin,2926,3837,401,,,
G1301210,1970,Georgia,13,130,Fulton County,121,1210,Fulton,93025,187113,47513,,,
G1301230,1970,Georgia,13,130,Gilmer County,123,1230,Gilmer,2992,1831,203,,,
G1301250,1970,Georgia,13,130,Glascock County,125,1250,Glascock,866,504,15,,,
G1301270,1970,Georgia,13,130,Glynn County,127,1270,Glynn,7687,15194,2533,,,
G1301290,1970,Georgia,13,130,Gordon County,129,1290,Gordon,6373,5885,469,,,
G1301310,1970,Georgia,13,130,Grady County,131,1310,Grady,4597,4375,532,,,
G1301330,1970,Georgia,13,130,Greene County,133,1330,Greene,2758,2419,314,,,
G1301350,1970,Georgia,13,130,Gwinnett County,135,1350,Gwinnett,12910,21597,2320,,,
G1301370,1970,Georgia,13,130,Habersham County,137,1370,Habersham,4863,5181,741,,,
G1301390,1970,Georgia,13,130,Hall County,139,1390,Hall,13274,15852,2357,,,
G1301410,1970,Georgia,13,130,Hancock County,141,1410,Hancock,2532,1645,223,,,
G1301430,1970,Georgia,13,130,Haralson County,143,1430,Haralson,3996,4541,272,,,
G1301450,1970,Georgia,13,130,Harris County,145,1450,Harris,2905,2843,437,,,
G1301470,1970,Georgia,13,130,Hart County,147,1470,Hart,3599,4439,340,,,
G1301490,1970,Georgia,13,130,Heard County,149,1490,Heard,1420,1412,114,,,
G1301510,1970,Georgia,13,130,Henry County,151,1510,Henry,4337,7116,448,,,
G1301530,1970,Georgia,13,130,Houston County,153,1530,Houston,6071,20512,2831,,,
G1301550,1970,Georgia,13,130,Irwin County,155,1550,Irwin,2162,1958,240,,,
G1301570,1970,Georgia,13,130,Jackson County,157,1570,Jackson,5863,5029,580,,,
G1301590,1970,Georgia,13,130,Jasper County,159,1590,Jasper,1428,1455,196,,,
G1301610,1970,Georgia,13,130,Jeff Davis County,161,1610,Jeff Davis,2259,2296,215,,,
G1301630,1970,Georgia,13,130,Jefferson County,163,1630,Jefferson,4678,3469,375,,,
G1301650,1970,Georgia,13,130,Jenkins County,165,1650,Jenkins,2280,1801,194,,,
G1301670,1970,Georgia,13,130,Johnson County,167,1670,Johnson,2092,1837,143,,,
G1301690,1970,Georgia,13,130,Jones County,169,1690,Jones,2531,3210,301,,,
G1301710,1970,Georgia,13,130,Lamar County,171,1710,Lamar,2620,2552,315,,,
G1301730,1970,Georgia,13,130,Lanier County,173,1730,Lanier,1242,1190,101,,,
G1301750,1970,Georgia,13,130,Laurens County,175,1750,Laurens,8019,8892,908,,,
G1301770,1970,Georgia,13,130,Lee County,177,1770,Lee,1411,1595,182,,,
G1301790,1970,Georgia,13,130,Liberty County,179,1790,Liberty,2330,3821,615,,,
G1301810,1970,Georgia,13,130,Lincoln County,181,1810,Lincoln,1509,1429,133,,,
G1301830,1970,Georgia,13,130,Long County,183,1830,Long,995,800,73,,,
G1301850,1970,Georgia,13,130,Lowndes County,185,1850,Lowndes,8803,14648,2629,,,
G1301870,1970,Georgia,13,130,Lumpkin County,187,1870,Lumpkin,2287,1653,218,,,
G1301890,1970,Georgia,13,130,McDuffie County,189,1890,Mc Duffie,3478,3918,340,,,
G1301910,1970,Georgia,13,130,McIntosh County,191,1910,Mc Intosh,1832,1459,196,,,
G1301930,1970,Georgia,13,130,Macon County,193,1930,Macon,3233,2551,482,,,
G1301950,1970,Georgia,13,130,Madison County,195,1950,Madison,3412,3600,193,,,
G1301970,1970,Georgia,13,130,Marion County,197,1970,Marion,1307,1099,104,,,
G1301990,1970,Georgia,13,130,Meriwether County,199,1990,Meriwether,4876,4583,648,,,
G1302010,1970,Georgia,13,130,Miller County,201,2010,Miller,1834,1474,187,,,
G1302050,1970,Georgia,13,130,Mitchell County,205,2050,Mitchell,4719,4311,438,,,
G1302070,1970,Georgia,13,130,Monroe County,207,2070,Monroe,2646,2536,363,,,
G1302090,1970,Georgia,13,130,Montgomery County,209,2090,Montgomery,1471,1571,131,,,
G1302110,1970,Georgia,13,130,Morgan County,211,2110,Morgan,2453,2248,345,,,
G1302130,1970,Georgia,13,130,Murray County,213,2130,Murray,3823,2709,220,,,
G1302150,1970,Georgia,13,130,Muscogee County,215,2150,Muscogee,24468,49233,8146,,,
G1302170,1970,Georgia,13,130,Newton County,217,2170,Newton,6029,6706,621,,,
G1302190,1970,Georgia,13,130,Oconee County,219,2190,Oconee,1721,2087,380,,,
G1302210,1970,Georgia,13,130,Oglethorpe County,221,2210,Oglethorpe,2182,1748,133,,,
G1302230,1970,Georgia,13,130,Paulding County,223,2230,Paulding,4566,4415,191,,,
G1302250,1970,Georgia,13,130,Peach County,225,2250,Peach,2688,3736,793,,,
G1302270,1970,Georgia,13,130,Pickens County,227,2270,Pickens,2919,2169,164,,,
G1302290,1970,Georgia,13,130,Pierce County,229,2290,Pierce,2330,2393,177,,,
G1302310,1970,Georgia,13,130,Pike County,231,2310,Pike,1973,1740,157,,,
G1302330,1970,Georgia,13,130,Polk County,233,2330,Polk,7911,7903,549,,,
G1302350,1970,Georgia,13,130,Pulaski County,235,2350,Pulaski,2036,2104,306,,,
G1302370,1970,Georgia,13,130,Putnam County,237,2370,Putnam,1806,2041,312,,,
G1302390,1970,Georgia,13,130,Quitman County,239,2390,Quitman,662,422,21,,,
G1302410,1970,Georgia,13,130,Rabun County,241,2410,Rabun,2103,2308,342,,,
G1302430,1970,Georgia,13,130,Randolph County,243,2430,Randolph,2418,2107,168,,,
G1302450,1970,Georgia,13,130,Richmond County,245,2450,Richmond,24439,43297,8245,,,
G1302470,1970,Georgia,13,130,Rockdale County,247,2470,Rockdale,3607,5179,488,,,
G1302490,1970,Georgia,13,130,Schley County,249,2490,Schley,752,748,51,,,
G1302510,1970,Georgia,13,130,Screven County,251,2510,Screven,3567,2725,329,,,
G1302530,1970,Georgia,13,130,Seminole County,253,2530,Seminole,1696,1845,194,,,
G1302550,1970,Georgia,13,130,Spalding County,255,2550,Spalding,9471,10753,1293,,,
G1302570,1970,Georgia,13,130,Stephens County,257,2570,Stephens,4851,5878,646,,,
G1302590,1970,Georgia,13,130,Stewart County,259,2590,Stewart,1717,1348,157,,,
G1302610,1970,Georgia,13,130,Sumter County,261,2610,Sumter,5705,6372,987,,,
G1302630,1970,Georgia,13,130,Talbot County,263,2630,Talbot,1764,1260,218,,,
G1302650,1970,Georgia,13,130,Taliaferro County,265,2650,Taliaferro,779,501,49,,,
G1302670,1970,Georgia,13,130,Tattnall County,267,2670,Tattnall,4584,4630,246,,,
G1302690,1970,Georgia,13,130,Taylor County,269,2690,Taylor,2230,1662,179,,,
G1302710,1970,Georgia,13,130,Telfair County,271,2710,Telfair,3071,2642,309,,,
G1302730,1970,Georgia,13,130,Terrell County,273,2730,Terrell,2662,2802,273,,,
G1302750,1970,Georgia,13,130,Thomas County,275,2750,Thomas,8377,8646,1224,,,
G1302770,1970,Georgia,13,130,Tift County,277,2770,Tift,5852,6467,1079,,,
G1302790,1970,Georgia,13,130,Toombs County,279,2790,Toombs,4497,4922,520,,,
G1302810,1970,Georgia,13,130,Towns County,281,2810,Towns,1322,1102,127,,,
G1302830,1970,Georgia,13,130,Treutlen County,283,2830,Treutlen,1643,1100,198,,,
G1302850,1970,Georgia,13,130,Troup County,285,2850,Troup,11358,11511,1497,,,
G1302870,1970,Georgia,13,130,Turner County,287,2870,Turner,2204,2236,166,,,
G1302890,1970,Georgia,13,130,Twiggs County,289,2890,Twiggs,2234,1546,87,,,
G1302910,1970,Georgia,13,130,Union County,291,2910,Union,2279,1443,168,,,
G1302930,1970,Georgia,13,130,Upson County,293,2930,Upson,6319,6400,615,,,
G1302950,1970,Georgia,13,130,Walker County,295,2950,Walker,12040,14351,1343,,,
G1302970,1970,Georgia,13,130,Walton County,297,2970,Walton,6038,5679,551,,,
G1302990,1970,Georgia,13,130,Ware County,299,2990,Ware,7044,9809,1255,,,
G1303010,1970,Georgia,13,130,Warren County,301,3010,Warren,1879,1362,114,,,
G1303030,1970,Georgia,13,130,Washington County,303,3030,Washington,4669,3891,430,,,
G1303050,1970,Georgia,13,130,Wayne County,305,3050,Wayne,3747,4805,503,,,
G1303070,1970,Georgia,13,130,Webster County,307,3070,Webster,651,473,38,,,
G1303090,1970,Georgia,13,130,Wheeler County,309,3090,Wheeler,1409,910,117,,,
G1303110,1970,Georgia,13,130,White County,311,3110,White,2051,1956,174,,,
G1303130,1970,Georgia,13,130,Whitfield County,313,3130,Whitfield,13743,13142,1551,,,
G1303150,1970,Georgia,13,130,Wilcox County,315,3150,Wilcox,1876,1783,118,,,
G1303170,1970,Georgia,13,130,Wilkes County,317,3170,Wilkes,2520,2850,385,,,
G1303190,1970,Georgia,13,130,Wilkinson County,319,3190,Wilkinson,2388,2219,166,,,
G1303210,1970,Georgia,13,130,Worth County,321,3210,Worth,3595,3588,253,,,
G1500010,1970,Hawaii,15,150,Hawaii County,1,10,Hawaii,12820,19080,2601,,,
G1500030,1970,Hawaii,15,150,Honolulu County,3,30,Honolulu,64024,196549,47956,,,
G1500070,1970,Hawaii,15,150,Kauai County,7,70,Kauai,7465,7841,1190,,,
G1500090,1970,Hawaii,15,150,Maui County,9,90,Maui,11027,12290,2000,,,
G1600010,1970,Idaho,16,160,Ada County,1,10,Ada,8874,42556,8122,,,
G1600030,1970,Idaho,16,160,Adams County,3,30,Adams,419,1064,106,,,
G1600050,1970,Idaho,16,160,Bannock County,5,50,Bannock,4217,17676,2835,,,
G1600070,1970,Idaho,16,160,Bear Lake County,7,70,Bear Lake,563,2363,248,,,
G1600090,1970,Idaho,16,160,Benewah County,9,90,Benewah,1160,2066,257,,,
G1600110,1970,Idaho,16,160,Bingham County,11,110,Bingham,3128,9639,1125,,,
G1600130,1970,Idaho,16,160,Blaine County,13,130,Blaine,620,2264,347,,,
G1600150,1970,Idaho,16,160,Boise County,15,150,Boise,187,725,61,,,
G1600170,1970,Idaho,16,160,Bonner County,17,170,Bonner,2520,5920,552,,,
G1600190,1970,Idaho,16,160,Bonneville County,19,190,Bonneville,3866,16866,3682,,,
G1600210,1970,Idaho,16,160,Boundary County,21,210,Boundary,1129,2143,255,,,
G1600230,1970,Idaho,16,160,Butte County,23,230,Butte,273,1103,107,,,
G1600250,1970,Idaho,16,160,Camas County,25,250,Camas,37,322,38,,,
G1600270,1970,Idaho,16,160,Canyon County,27,270,Canyon,9174,20701,2895,,,
G1600290,1970,Idaho,16,160,Caribou County,29,290,Caribou,531,2332,343,,,
G1600310,1970,Idaho,16,160,Cassia County,31,310,Cassia,1852,6054,547,,,
G1600330,1970,Idaho,16,160,Clark County,33,330,Clark,74,235,26,,,
G1600350,1970,Idaho,16,160,Clearwater County,35,350,Clearwater,1617,3915,334,,,
G1600370,1970,Idaho,16,160,Custer County,37,370,Custer,467,1101,146,,,
G1600390,1970,Idaho,16,160,Elmore County,39,390,Elmore,1155,5437,850,,,
G1600410,1970,Idaho,16,160,Franklin County,41,410,Franklin,772,2796,304,,,
G1600430,1970,Idaho,16,160,Fremont County,43,430,Fremont,947,3009,332,,,
G1600450,1970,Idaho,16,160,Gem County,45,450,Gem,1667,3300,235,,,
G1600470,1970,Idaho,16,160,Gooding County,47,470,Gooding,1218,3403,369,,,
G1600490,1970,Idaho,16,160,Idaho County,49,490,Idaho,1892,4421,570,,,
G1600510,1970,Idaho,16,160,Jefferson County,51,510,Jefferson,1323,3991,307,,,
G1600530,1970,Idaho,16,160,Jerome County,53,530,Jerome,1681,3678,321,,,
G1600550,1970,Idaho,16,160,Kootenai County,55,550,Kootenai,4404,13736,1546,,,
G1600570,1970,Idaho,16,160,Latah County,57,570,Latah,2363,6908,2171,,,
G1600590,1970,Idaho,16,160,Lemhi County,59,590,Lemhi,898,1990,307,,,
