GISJOIN,YEAR,STATE,STATEFP,STATENH,COUNTY,COUNTYFP,COUNTYNH,NAME,B69AA,B69AB,B69AC,B69AAM,B69ABM,B69ACM
G1700550,1980,Illinois,17,170,Franklin County,55,550,FRANKLIN COUNTY,8613,16936,1842,,,
G1700570,1980,Illinois,17,170,Fulton County,57,570,FULTON COUNTY,5760,18816,2069,,,
G1700590,1980,Illinois,17,170,Gallatin County,59,590,GALLATIN COUNTY,1804,2669,226,,,
G1700610,1980,Illinois,17,170,Greene County,61,610,GREENE COUNTY,2779,6669,732,,,
G1700630,1980,Illinois,17,170,Grundy County,63,630,GRUNDY COUNTY,2996,12941,1721,,,
G1700650,1980,Illinois,17,170,Hamilton County,65,650,HAMILTON COUNTY,2283,3292,379,,,
G1700670,1980,Illinois,17,170,Hancock County,67,670,HANCOCK COUNTY,2695,10240,1641,,,
G1700690,1980,Illinois,17,170,Hardin County,69,690,HARDIN COUNTY,1493,1757,191,,,
G1700710,1980,Illinois,17,170,Henderson County,71,710,HENDERSON COUNTY,1054,3946,409,,,
G1700730,1980,Illinois,17,170,Henry County,73,730,HENRY COUNTY,6297,24061,3790,,,
G1700750,1980,Illinois,17,170,Iroquois County,75,750,IROQUOIS COUNTY,4334,14062,1743,,,
G1700770,1980,Illinois,17,170,Jackson County,77,770,JACKSON COUNTY,5841,16035,7853,,,
G1700790,1980,Illinois,17,170,Jasper County,79,790,JASPER COUNTY,2163,3994,510,,,
G1700810,1980,Illinois,17,170,Jefferson County,81,810,JEFFERSON COUNTY,6563,13436,2389,,,
G1700830,1980,Illinois,17,170,Jersey County,83,830,JERSEY COUNTY,2986,7647,954,,,
G1700850,1980,Illinois,17,170,Jo Daviess County,85,850,JO DAVIESS COUNTY,3027,9391,1371,,,
G1700870,1980,Illinois,17,170,Johnson County,87,870,JOHNSON COUNTY,1857,3760,485,,,
G1700890,1980,Illinois,17,170,Kane County,89,890,KANE COUNTY,23553,106380,26107,,,
G1700910,1980,Illinois,17,170,Kankakee County,91,910,KANKAKEE COUNTY,12388,39350,6143,,,
G1700930,1980,Illinois,17,170,Kendall County,93,930,KENDALL COUNTY,2183,15352,2947,,,
G1700950,1980,Illinois,17,170,Knox County,95,950,KNOX COUNTY,6297,27029,4149,,,
G1700970,1980,Illinois,17,170,Lake County,97,970,LAKE COUNTY,27093,156721,61469,,,
G1700990,1980,Illinois,17,170,LaSalle County,99,990,LA SALLE COUNTY,14313,47434,6059,,,
G1701010,1980,Illinois,17,170,Lawrence County,101,1010,LAWRENCE COUNTY,2741,7589,871,,,
G1701030,1980,Illinois,17,170,Lee County,103,1030,LEE COUNTY,3617,15836,2129,,,
G1701050,1980,Illinois,17,170,Livingston County,105,1050,LIVINGSTON COUNTY,5048,17096,2494,,,
G1701070,1980,Illinois,17,170,Logan County,107,1070,LOGAN COUNTY,3676,13378,2307,,,
G1701090,1980,Illinois,17,170,McDonough County,109,1090,MCDONOUGH COUNTY,2563,11854,4006,,,
G1701110,1980,Illinois,17,170,McHenry County,111,1110,MCHENRY COUNTY,10229,60295,14561,,,
G1701130,1980,Illinois,17,170,McLean County,113,1130,MCLEAN COUNTY,8478,39418,14119,,,
G1701150,1980,Illinois,17,170,Macon County,115,1150,MACON COUNTY,11310,55660,9956,,,
G1701170,1980,Illinois,17,170,Macoupin County,117,1170,MACOUPIN COUNTY,7926,19878,2376,,,
G1701190,1980,Illinois,17,170,Madison County,119,1190,MADISON COUNTY,32075,98622,16129,,,
G1701210,1980,Illinois,17,170,Marion County,121,1210,MARION COUNTY,7555,16451,2317,,,
G1701230,1980,Illinois,17,170,Marshall County,123,1230,MARSHALL COUNTY,1769,6122,834,,,
G1701250,1980,Illinois,17,170,Mason County,125,1250,MASON COUNTY,2733,7866,958,,,
G1701270,1980,Illinois,17,170,Massac County,127,1270,MASSAC COUNTY,3022,5648,797,,,
G1701290,1980,Illinois,17,170,Menard County,129,1290,MENARD COUNTY,1320,4916,910,,,
G1701310,1980,Illinois,17,170,Mercer County,131,1310,MERCER COUNTY,1928,8473,982,,,
G1701330,1980,Illinois,17,170,Monroe County,133,1330,MONROE COUNTY,3382,7590,968,,,
G1701350,1980,Illinois,17,170,Montgomery County,135,1350,MONTGOMERY COUNTY,5390,12578,1589,,,
G1701370,1980,Illinois,17,170,Morgan County,137,1370,MORGAN COUNTY,4270,14818,3144,,,
G1701390,1980,Illinois,17,170,Moultrie County,139,1390,MOULTRIE COUNTY,2232,5925,824,,,
G1701410,1980,Illinois,17,170,Ogle County,141,1410,OGLE COUNTY,4973,19215,2819,,,
G1701430,1980,Illinois,17,170,Peoria County,143,1430,PEORIA COUNTY,19457,78084,18669,,,
G1701450,1980,Illinois,17,170,Perry County,145,1450,PERRY COUNTY,4249,7956,1071,,,
G1701470,1980,Illinois,17,170,Piatt County,147,1470,PIATT COUNTY,1575,7030,1386,,,
G1701490,1980,Illinois,17,170,Pike County,149,1490,PIKE COUNTY,2634,8456,931,,,
G1701510,1980,Illinois,17,170,Pope County,151,1510,POPE COUNTY,1001,1500,139,,,
G1701530,1980,Illinois,17,170,Pulaski County,153,1530,PULASKI COUNTY,1963,2957,357,,,
G1701550,1980,Illinois,17,170,Putnam County,155,1550,PUTNAM COUNTY,671,2554,329,,,
G1701570,1980,Illinois,17,170,Randolph County,157,1570,RANDOLPH COUNTY,5793,14320,1476,,,
G1701590,1980,Illinois,17,170,Richland County,159,1590,RICHLAND COUNTY,2940,6653,1103,,,
G1701610,1980,Illinois,17,170,Rock Island County,161,1610,ROCK ISLAND COUNTY,14309,70692,11765,,,
G1701630,1980,Illinois,17,170,St. Clair County,163,1630,ST. CLAIR COUNTY,34217,97703,17034,,,
G1701650,1980,Illinois,17,170,Saline County,165,1650,SALINE COUNTY,6267,10859,1257,,,
G1701670,1980,Illinois,17,170,Sangamon County,167,1670,SANGAMON COUNTY,14922,71863,19926,,,
G1701690,1980,Illinois,17,170,Schuyler County,169,1690,SCHUYLER COUNTY,1156,3725,417,,,
G1701710,1980,Illinois,17,170,Scott County,171,1710,SCOTT COUNTY,1005,2501,279,,,
G1701730,1980,Illinois,17,170,Shelby County,173,1730,SHELBY COUNTY,3545,9854,1083,,,
G1701750,1980,Illinois,17,170,Stark County,175,1750,STARK COUNTY,802,3247,416,,,
G1701770,1980,Illinois,17,170,Stephenson County,177,1770,STEPHENSON COUNTY,5701,20654,3309,,,
G1701790,1980,Illinois,17,170,Tazewell County,179,1790,TAZEWELL COUNTY,12314,54815,8992,,,
G1701810,1980,Illinois,17,170,Union County,181,1810,UNION COUNTY,4327,6792,947,,,
G1701830,1980,Illinois,17,170,Vermilion County,183,1830,VERMILION COUNTY,12016,39394,5520,,,
G1701850,1980,Illinois,17,170,Wabash County,185,1850,WABASH COUNTY,1776,5715,715,,,
G1701870,1980,Illinois,17,170,Warren County,187,1870,WARREN COUNTY,2263,8969,1635,,,
G1701890,1980,Illinois,17,170,Washington County,189,1890,WASHINGTON COUNTY,3716,5296,671,,,
G1701910,1980,Illinois,17,170,Wayne County,191,1910,WAYNE COUNTY,3857,6810,699,,,
G1701930,1980,Illinois,17,170,White County,193,1930,WHITE COUNTY,3422,7338,926,,,
G1701950,1980,Illinois,17,170,Whiteside County,195,1950,WHITESIDE COUNTY,8331,26195,3306,,,
G1701970,1980,Illinois,17,170,Will County,197,1970,WILL COUNTY,24523,127222,25383,,,
G1701990,1980,Illinois,17,170,Williamson County,199,1990,WILLIAMSON COUNTY,9693,22122,3734,,,
G1702010,1980,Illinois,17,170,Winnebago County,201,2010,WINNEBAGO COUNTY,22563,103427,19733,,,
G1702030,1980,Illinois,17,170,Woodford County,203,2030,WOODFORD COUNTY,3337,13019,2562,,,
G1800010,1980,Indiana,18,180,Adams County,1,10,ADAMS COUNTY,2888,11808,1373,,,
G1800030,1980,Indiana,18,180,Allen County,3,30,ALLEN COUNTY,20360,121100,24929,,,
G1800050,1980,Indiana,18,180,Bartholomew County,5,50,BARTHOLOMEW COUNTY,6326,25667,5553,,,
G1800070,1980,Indiana,18,180,Benton County,7,70,BENTON COUNTY,918,4567,571,,,
G1800090,1980,Indiana,18,180,Blackford County,9,90,BLACKFORD COUNTY,1634,6943,660,,,
G1800110,1980,Indiana,18,180,Boone County,11,110,BOONE COUNTY,2416,15814,3394,,,
G1800130,1980,Indiana,18,180,Brown County,13,130,BROWN COUNTY,1171,5223,1068,,,
G1800150,1980,Indiana,18,180,Carroll County,15,150,CARROLL COUNTY,1694,9116,953,,,
G1800170,1980,Indiana,18,180,Cass County,17,170,CASS COUNTY,3046,19173,2168,,,
G1800190,1980,Indiana,18,180,Clark County,19,190,CLARK COUNTY,9969,36134,4677,,,
G1800210,1980,Indiana,18,180,Clay County,21,210,CLAY COUNTY,2690,11191,1249,,,
G1800230,1980,Indiana,18,180,Clinton County,23,230,CLINTON COUNTY,3155,13979,1764,,,
G1800250,1980,Indiana,18,180,Crawford County,25,250,CRAWFORD COUNTY,2014,3311,316,,,
G1800270,1980,Indiana,18,180,Daviess County,27,270,DAVIESS COUNTY,3626,11625,1167,,,
G1800290,1980,Indiana,18,180,Dearborn County,29,290,DEARBORN COUNTY,4337,13412,1879,,,
G1800310,1980,Indiana,18,180,Decatur County,31,310,DECATUR COUNTY,2850,9481,1080,,,
G1800330,1980,Indiana,18,180,DeKalb County,33,330,DE KALB COUNTY,2943,14401,1605,,,
G1800350,1980,Indiana,18,180,Delaware County,35,350,DELAWARE COUNTY,10810,48675,10440,,,
G1800370,1980,Indiana,18,180,Dubois County,37,370,DUBOIS COUNTY,5286,11735,1941,,,
G1800390,1980,Indiana,18,180,Elkhart County,39,390,ELKHART COUNTY,12895,55964,9632,,,
G1800410,1980,Indiana,18,180,Fayette County,41,410,FAYETTE COUNTY,3665,11447,1180,,,
G1800430,1980,Indiana,18,180,Floyd County,43,430,FLOYD COUNTY,7586,24538,3801,,,
G1800450,1980,Indiana,18,180,Fountain County,45,450,FOUNTAIN COUNTY,2164,8347,908,,,
G1800470,1980,Indiana,18,180,Franklin County,47,470,FRANKLIN COUNTY,2939,6948,836,,,
G1800490,1980,Indiana,18,180,Fulton County,49,490,FULTON COUNTY,1781,8936,998,,,
G1800510,1980,Indiana,18,180,Gibson County,51,510,GIBSON COUNTY,4071,14007,1780,,,
G1800530,1980,Indiana,18,180,Grant County,53,530,GRANT COUNTY,7912,33790,4497,,,
G1800550,1980,Indiana,18,180,Greene County,55,550,GREENE COUNTY,4182,13420,1380,,,
G1800570,1980,Indiana,18,180,Hamilton County,57,570,HAMILTON COUNTY,4191,31050,12210,,,
G1800590,1980,Indiana,18,180,Hancock County,59,590,HANCOCK COUNTY,3011,19114,2828,,,
G1800610,1980,Indiana,18,180,Harrison County,61,610,HARRISON COUNTY,3544,10842,1044,,,
G1800630,1980,Indiana,18,180,Hendricks County,63,630,HENDRICKS COUNTY,3975,30020,5713,,,
G1800650,1980,Indiana,18,180,Henry County,65,650,HENRY COUNTY,6641,22436,2307,,,
G1800670,1980,Indiana,18,180,Howard County,67,670,HOWARD COUNTY,7533,36663,5463,,,
G1800690,1980,Indiana,18,180,Huntington County,69,690,HUNTINGTON COUNTY,2469,15936,2102,,,
G1800710,1980,Indiana,18,180,Jackson County,71,710,JACKSON COUNTY,4774,14904,1566,,,
G1800730,1980,Indiana,18,180,Jasper County,73,730,JASPER COUNTY,2410,10176,1292,,,
G1800750,1980,Indiana,18,180,Jay County,75,750,JAY COUNTY,2739,9940,939,,,
G1800770,1980,Indiana,18,180,Jefferson County,77,770,JEFFERSON COUNTY,3344,11857,2112,,,
G1800790,1980,Indiana,18,180,Jennings County,79,790,JENNINGS COUNTY,2944,8956,872,,,
G1800810,1980,Indiana,18,180,Johnson County,81,810,JOHNSON COUNTY,6373,31152,5732,,,
G1800830,1980,Indiana,18,180,Knox County,83,830,KNOX COUNTY,4971,17349,2440,,,
G1800850,1980,Indiana,18,180,Kosciusko County,85,850,KOSCIUSKO COUNTY,5016,24927,4139,,,
G1800870,1980,Indiana,18,180,LaGrange County,87,870,LAGRANGE COUNTY,3673,8579,909,,,
G1800890,1980,Indiana,18,180,Lake County,89,890,LAKE COUNTY,52732,208353,29309,,,
G1800910,1980,Indiana,18,180,LaPorte County,91,910,LA PORTE COUNTY,10146,46650,6744,,,
G1800930,1980,Indiana,18,180,Lawrence County,93,930,LAWRENCE COUNTY,5506,18326,1723,,,
G1800950,1980,Indiana,18,180,Madison County,95,950,MADISON COUNTY,13998,58770,8421,,,
G1800970,1980,Indiana,18,180,Marion County,97,970,MARION COUNTY,65588,305880,72588,,,
G1800990,1980,Indiana,18,180,Marshall County,99,990,MARSHALL COUNTY,3690,16702,2374,,,
G1801010,1980,Indiana,18,180,Martin County,101,1010,MARTIN COUNTY,1565,4249,460,,,
G1801030,1980,Indiana,18,180,Miami County,103,1030,MIAMI COUNTY,3248,16948,1709,,,
G1801050,1980,Indiana,18,180,Monroe County,105,1050,MONROE COUNTY,5686,27308,15030,,,
G1801070,1980,Indiana,18,180,Montgomery County,107,1070,MONTGOMERY COUNTY,2650,16045,2284,,,
G1801090,1980,Indiana,18,180,Morgan County,109,1090,MORGAN COUNTY,4637,21818,2762,,,
G1801110,1980,Indiana,18,180,Newton County,111,1110,NEWTON COUNTY,1455,6260,694,,,
G1801130,1980,Indiana,18,180,Noble County,113,1130,NOBLE COUNTY,3809,14766,1474,,,
G1801150,1980,Indiana,18,180,Ohio County,115,1150,OHIO COUNTY,828,1958,239,,,
G1801170,1980,Indiana,18,180,Orange County,117,1170,ORANGE COUNTY,3161,7224,781,,,
G1801190,1980,Indiana,18,180,Owen County,119,1190,OWEN COUNTY,2056,6764,668,,,
G1801210,1980,Indiana,18,180,Parke County,121,1210,PARKE COUNTY,1422,7753,814,,,
G1801230,1980,Indiana,18,180,Perry County,123,1230,PERRY COUNTY,3372,7155,704,,,
G1801250,1980,Indiana,18,180,Pike County,125,1250,PIKE COUNTY,2071,5722,525,,,
G1801270,1980,Indiana,18,180,Porter County,127,1270,PORTER COUNTY,6983,48312,9548,,,
G1801290,1980,Indiana,18,180,Posey County,129,1290,POSEY COUNTY,3164,10491,1469,,,
G1801310,1980,Indiana,18,180,Pulaski County,131,1310,PULASKI COUNTY,1579,5506,617,,,
G1801330,1980,Indiana,18,180,Putnam County,133,1330,PUTNAM COUNTY,2306,12069,1978,,,
G1801350,1980,Indiana,18,180,Randolph County,135,1350,RANDOLPH COUNTY,2750,13498,1381,,,
G1801370,1980,Indiana,18,180,Ripley County,137,1370,RIPLEY COUNTY,3678,9126,1064,,,
G1801390,1980,Indiana,18,180,Rush County,139,1390,RUSH COUNTY,2041,8305,839,,,
G1801410,1980,Indiana,18,180,St. Joseph County,141,1410,ST. JOSEPH COUNTY,21035,99301,20575,,,
G1801430,1980,Indiana,18,180,Scott County,143,1430,SCOTT COUNTY,3773,6983,602,,,
G1801450,1980,Indiana,18,180,Shelby County,145,1450,SHELBY COUNTY,4080,16977,1966,,,
G1801470,1980,Indiana,18,180,Spencer County,147,1470,SPENCER COUNTY,2758,7514,942,,,
G1801490,1980,Indiana,18,180,Starke County,149,1490,STARKE COUNTY,3305,8460,818,,,
G1801510,1980,Indiana,18,180,Steuben County,151,1510,STEUBEN COUNTY,1577,11285,1389,,,
G1801530,1980,Indiana,18,180,Sullivan County,153,1530,SULLIVAN COUNTY,2281,9873,1026,,,
G1801550,1980,Indiana,18,180,Switzerland County,155,1550,SWITZERLAND COUNTY,1265,2783,241,,,
G1801570,1980,Indiana,18,180,Tippecanoe County,157,1570,TIPPECANOE COUNTY,6311,37869,15141,,,
G1801590,1980,Indiana,18,180,Tipton County,159,1590,TIPTON COUNTY,1766,7395,821,,,
G1801610,1980,Indiana,18,180,Union County,161,1610,UNION COUNTY,729,2871,355,,,
G1801630,1980,Indiana,18,180,Vanderburgh County,163,1630,VANDERBURGH COUNTY,20310,68671,12730,,,
G1801650,1980,Indiana,18,180,Vermillion County,165,1650,VERMILLION COUNTY,2590,7801,877,,,
G1801670,1980,Indiana,18,180,Vigo County,167,1670,VIGO COUNTY,9499,44414,10465,,,
G1801690,1980,Indiana,18,180,Wabash County,169,1690,WABASH COUNTY,3221,15036,2450,,,
G1801710,1980,Indiana,18,180,Warren County,171,1710,WARREN COUNTY,947,3907,437,,,
G1801730,1980,Indiana,18,180,Warrick County,173,1730,WARRICK COUNTY,3403,16888,3189,,,
G1801750,1980,Indiana,18,180,Washington County,175,1750,WASHINGTON COUNTY,3709,8043,744,,,
G1801770,1980,Indiana,18,180,Wayne County,177,1770,WAYNE COUNTY,7304,33170,4547,,,
G1801790,1980,Indiana,18,180,Wells County,179,1790,WELLS COUNTY,2110,11196,1301,,,
G1801810,1980,Indiana,18,180,White County,181,1810,WHITE COUNTY,2224,10867,1219,,,
G1801830,1980,Indiana,18,180,Whitley County,183,1830,WHITLEY COUNTY,1790,12223,1089,,,
G1900010,1980,Iowa,19,190,Adair County,1,10,ADAIR COUNTY,1243,4259,531,,,
G1900030,1980,Iowa,19,190,Adams County,3,30,ADAMS COUNTY,750,2572,365,,,
G1900050,1980,Iowa,19,190,Allamakee County,5,50,ALLAMAKEE COUNTY,2428,5656,839,,,
G1900070,1980,Iowa,19,190,Appanoose County,7,70,APPANOOSE COUNTY,2471,6274,877,,,
G1900090,1980,Iowa,19,190,Audubon County,9,90,AUDUBON COUNTY,1500,3401,484,,,
G1900110,1980,Iowa,19,190,Benton County,11,110,BENTON COUNTY,2760,10008,1195,,,
G1900130,1980,Iowa,19,190,Black Hawk County,13,130,BLACK HAWK COUNTY,10314,53854,11708,,,
G1900150,1980,Iowa,19,190,Boone County,15,150,BOONE COUNTY,3093,11250,1978,,,
G1900170,1980,Iowa,19,190,Bremer County,17,170,BREMER COUNTY,2918,9139,1943,,,
G1900190,1980,Iowa,19,190,Buchanan County,19,190,BUCHANAN COUNTY,2172,9204,1166,,,
G1900210,1980,Iowa,19,190,Buena Vista County,21,210,BUENA VISTA COUNTY,2036,8636,1819,,,
G1900230,1980,Iowa,19,190,Butler County,23,230,BUTLER COUNTY,2910,7064,779,,,
G1900250,1980,Iowa,19,190,Calhoun County,25,250,CALHOUN COUNTY,1746,6013,827,,,
G1900270,1980,Iowa,19,190,Carroll County,27,270,CARROLL COUNTY,3594,8138,1247,,,
G1900290,1980,Iowa,19,190,Cass County,29,290,CASS COUNTY,1877,7721,1053,,,
G1900310,1980,Iowa,19,190,Cedar County,31,310,CEDAR COUNTY,2066,7985,1192,,,
G1900330,1980,Iowa,19,190,Cerro Gordo County,33,330,CERRO GORDO COUNTY,4375,21226,4104,,,
G1900350,1980,Iowa,19,190,Cherokee County,35,350,CHEROKEE COUNTY,1567,7242,1169,,,
G1900370,1980,Iowa,19,190,Chickasaw County,37,370,CHICKASAW COUNTY,2131,5884,745,,,
G1900390,1980,Iowa,19,190,Clarke County,39,390,CLARKE COUNTY,1037,3865,420,,,
G1900410,1980,Iowa,19,190,Clay County,41,410,CLAY COUNTY,1501,8604,1477,,,
G1900430,1980,Iowa,19,190,Clayton County,43,430,CLAYTON COUNTY,3314,8121,1100,,,
G1900450,1980,Iowa,19,190,Clinton County,45,450,CLINTON COUNTY,5650,24180,3615,,,
G1900470,1980,Iowa,19,190,Crawford County,47,470,CRAWFORD COUNTY,2858,7178,941,,,
G1900490,1980,Iowa,19,190,Dallas County,49,490,DALLAS COUNTY,2275,13077,2352,,,
G1900510,1980,Iowa,19,190,Davis County,51,510,DAVIS COUNTY,1349,3746,394,,,
G1900530,1980,Iowa,19,190,Decatur County,53,530,DECATUR COUNTY,1297,3608,787,,,
G1900550,1980,Iowa,19,190,Delaware County,55,550,DELAWARE COUNTY,2318,7100,834,,,
G1900570,1980,Iowa,19,190,Des Moines County,57,570,DES MOINES COUNTY,4585,20198,3230,,,
G1900590,1980,Iowa,19,190,Dickinson County,59,590,DICKINSON COUNTY,1266,7317,1358,,,
G1900610,1980,Iowa,19,190,Dubuque County,61,610,DUBUQUE COUNTY,9618,33271,7565,,,
G1900630,1980,Iowa,19,190,Emmet County,63,630,EMMET COUNTY,1427,5551,841,,,
G1900650,1980,Iowa,19,190,Fayette County,65,650,FAYETTE COUNTY,3286,10031,1691,,,
G1900670,1980,Iowa,19,190,Floyd County,67,670,FLOYD COUNTY,2134,8391,1371,,,
G1900690,1980,Iowa,19,190,Franklin County,69,690,FRANKLIN COUNTY,1678,5739,845,,,
G1900710,1980,Iowa,19,190,Fremont County,71,710,FREMONT COUNTY,1106,4253,626,,,
G1900730,1980,Iowa,19,190,Greene County,73,730,GREENE COUNTY,1174,5652,829,,,
G1900750,1980,Iowa,19,190,Grundy County,75,750,GRUNDY COUNTY,1757,6225,883,,,
G1900770,1980,Iowa,19,190,Guthrie County,77,770,GUTHRIE COUNTY,1667,5542,558,,,
G1900790,1980,Iowa,19,190,Hamilton County,79,790,HAMILTON COUNTY,1761,8032,1237,,,
G1900810,1980,Iowa,19,190,Hancock County,81,810,HANCOCK COUNTY,1694,5850,765,,,
G1900830,1980,Iowa,19,190,Hardin County,83,830,HARDIN COUNTY,2638,9207,1457,,,
G1900850,1980,Iowa,19,190,Harrison County,85,850,HARRISON COUNTY,1661,7379,803,,,
G1900870,1980,Iowa,19,190,Henry County,87,870,HENRY COUNTY,1946,7971,1418,,,
G1900890,1980,Iowa,19,190,Howard County,89,890,HOWARD COUNTY,2092,4190,527,,,
G1900910,1980,Iowa,19,190,Humboldt County,91,910,HUMBOLDT COUNTY,1352,5558,736,,,
G1900930,1980,Iowa,19,190,Ida County,93,930,IDA COUNTY,1357,3644,608,,,
G1900950,1980,Iowa,19,190,Iowa County,95,950,IOWA COUNTY,2160,6442,904,,,
G1900970,1980,Iowa,19,190,Jackson County,97,970,JACKSON COUNTY,3400,8191,1082,,,
G1900990,1980,Iowa,19,190,Jasper County,99,990,JASPER COUNTY,3927,16142,2175,,,
G1901010,1980,Iowa,19,190,Jefferson County,101,1010,JEFFERSON COUNTY,1637,6689,1893,,,
G1901030,1980,Iowa,19,190,Johnson County,103,1030,JOHNSON COUNTY,3571,22357,16272,,,
G1901050,1980,Iowa,19,190,Jones County,105,1050,JONES COUNTY,2414,8270,1110,,,
G1901070,1980,Iowa,19,190,Keokuk County,107,1070,KEOKUK COUNTY,1727,5797,589,,,
G1901090,1980,Iowa,19,190,Kossuth County,109,1090,KOSSUTH COUNTY,2747,8952,1096,,,
G1901110,1980,Iowa,19,190,Lee County,111,1110,LEE COUNTY,4586,18963,2462,,,
G1901130,1980,Iowa,19,190,Linn County,113,1130,LINN COUNTY,10424,70610,16196,,,
G1901150,1980,Iowa,19,190,Louisa County,115,1150,LOUISA COUNTY,1154,5279,597,,,
G1901170,1980,Iowa,19,190,Lucas County,117,1170,LUCAS COUNTY,1228,4825,514,,,
G1901190,1980,Iowa,19,190,Lyon County,119,1190,LYON COUNTY,2392,4476,703,,,
G1901210,1980,Iowa,19,190,Madison County,121,1210,MADISON COUNTY,1212,5942,668,,,
G1901230,1980,Iowa,19,190,Mahaska County,123,1230,MAHASKA COUNTY,3260,9056,1529,,,
G1901250,1980,Iowa,19,190,Marion County,125,1250,MARION COUNTY,4165,11357,1818,,,
G1901270,1980,Iowa,19,190,Marshall County,127,1270,MARSHALL COUNTY,3440,18138,3579,,,
G1901290,1980,Iowa,19,190,Mills County,129,1290,MILLS COUNTY,1659,5520,812,,,
G1901310,1980,Iowa,19,190,Mitchell County,131,1310,MITCHELL COUNTY,1598,5228,632,,,
G1901330,1980,Iowa,19,190,Monona County,133,1330,MONONA COUNTY,1696,5234,615,,,
G1901350,1980,Iowa,19,190,Monroe County,135,1350,MONROE COUNTY,1215,4126,374,,,
G1901370,1980,Iowa,19,190,Montgomery County,137,1370,MONTGOMERY COUNTY,1578,6100,894,,,
G1901390,1980,Iowa,19,190,Muscatine County,139,1390,MUSCATINE COUNTY,4536,15795,2727,,,
G1901410,1980,Iowa,19,190,O'Brien County,141,1410,O@BRIEN COUNTY,2606,6520,1211,,,
G1901430,1980,Iowa,19,190,Osceola County,143,1430,OSCEOLA COUNTY,1496,3138,429,,,
G1901450,1980,Iowa,19,190,Page County,145,1450,PAGE COUNTY,2448,8401,1309,,,
G1901470,1980,Iowa,19,190,Palo Alto County,147,1470,PALO ALTO COUNTY,1397,5262,854,,,
G1901490,1980,Iowa,19,190,Plymouth County,149,1490,PLYMOUTH COUNTY,3230,9192,1682,,,
G1901510,1980,Iowa,19,190,Pocahontas County,151,1510,POCAHONTAS COUNTY,1523,4922,690,,,
G1901530,1980,Iowa,19,190,Polk County,153,1530,POLK COUNTY,15134,128308,34059,,,
G1901550,1980,Iowa,19,190,Pottawattamie County,155,1550,POTTAWATTAMIE COUNTY,8216,36782,4557,,,
G1901570,1980,Iowa,19,190,Poweshiek County,157,1570,POWESHIEK COUNTY,1673,7856,1650,,,
G1901590,1980,Iowa,19,190,Ringgold County,159,1590,RINGGOLD COUNTY,845,2870,339,,,
G1901610,1980,Iowa,19,190,Sac County,161,1610,SAC COUNTY,2021,5948,940,,,
G1901630,1980,Iowa,19,190,Scott County,163,1630,SCOTT COUNTY,11414,61593,16479,,,
G1901650,1980,Iowa,19,190,Shelby County,165,1650,SHELBY COUNTY,1927,6161,857,,,
G1901670,1980,Iowa,19,190,Sioux County,167,1670,SIOUX COUNTY,5235,9005,1942,,,
G1901690,1980,Iowa,19,190,Story County,169,1690,STORY COUNTY,2565,19931,11531,,,
G1901710,1980,Iowa,19,190,Tama County,171,1710,TAMA COUNTY,2653,8109,1208,,,
G1901730,1980,Iowa,19,190,Taylor County,173,1730,TAYLOR COUNTY,1195,3839,386,,,
G1901750,1980,Iowa,19,190,Union County,175,1750,UNION COUNTY,1540,6197,783,,,
G1901770,1980,Iowa,19,190,Van Buren County,177,1770,VAN BUREN COUNTY,1200,3696,451,,,
G1901790,1980,Iowa,19,190,Wapello County,179,1790,WAPELLO COUNTY,5244,17365,2487,,,
G1901810,1980,Iowa,19,190,Warren County,181,1810,WARREN COUNTY,2203,14529,2697,,,
G1901830,1980,Iowa,19,190,Washington County,183,1830,WASHINGTON COUNTY,2597,8175,1437,,,
G1901850,1980,Iowa,19,190,Wayne County,185,1850,WAYNE COUNTY,1317,3740,427,,,
G1901870,1980,Iowa,19,190,Webster County,187,1870,WEBSTER COUNTY,4381,19521,3442,,,
G1901890,1980,Iowa,19,190,Winnebago County,189,1890,WINNEBAGO COUNTY,1714,5376,841,,,
G1901910,1980,Iowa,19,190,Winneshiek County,191,1910,WINNESHIEK COUNTY,3278,6867,1553,,,
G1901930,1980,Iowa,19,190,Woodbury County,193,1930,WOODBURY COUNTY,8330,41808,8750,,,
G1901950,1980,Iowa,19,190,Worth County,195,1950,WORTH COUNTY,1222,4099,478,,,
G1901970,1980,Iowa,19,190,Wright County,197,1970,WRIGHT COUNTY,1839,7424,1056,,,
G2000010,1980,Kansas,20,200,Allen County,1,10,ALLEN COUNTY,2098,6341,1155,,,
G2000030,1980,Kansas,20,200,Anderson County,3,30,ANDERSON COUNTY,1491,3507,469,,,
G2000050,1980,Kansas,20,200,Atchison County,5,50,ATCHISON COUNTY,1830,7192,1364,,,
G2000070,1980,Kansas,20,200,Barber County,7,70,BARBER COUNTY,740,3048,532,,,
G2000090,1980,Kansas,20,200,Barton County,9,90,BARTON COUNTY,3230,13087,2319,,,
G2000110,1980,Kansas,20,200,Bourbon County,11,110,BOURBON COUNTY,2354,6751,1081,,,
G2000130,1980,Kansas,20,200,Brown County,13,130,BROWN COUNTY,1431,5411,743,,,
G2000150,1980,Kansas,20,200,Butler County,15,150,BUTLER COUNTY,3570,19514,3515,,,
G2000170,1980,Kansas,20,200,Chase County,17,170,CHASE COUNTY,391,1545,263,,,
