GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,SCSAA,SMSAA,URB_AREAA,BLOCKA,CDA,AREANAME,CG7001,CG7002,CG7003,CG7004,CG7005,CG7006,CG7007,CG7008,CG7009,CG7010,CG7011
"G4600090","1970","South Dakota","46","Bon Homme","009",,,,,,,,,"Bon Homme",277,257,208,138,65,61,37,58,10,4,0
"G4600110","1970","South Dakota","46","Brookings","011",,,,,,,,,"Brookings",287,270,233,245,240,226,233,336,203,40,7
"G4600130","1970","South Dakota","46","Brown","013",,,,,,,,,"Brown",392,513,590,648,529,578,507,754,475,159,49
"G4600150","1970","South Dakota","46","Brule","015",,,,,,,,,"Brule",126,101,81,71,47,54,55,68,25,4,3
"G4600170","1970","South Dakota","46","Buffalo","017",,,,,,,,,"Buffalo",57,9,6,15,0,0,0,0,0,0,0
"G4600190","1970","South Dakota","46","Butte","019",,,,,,,,,"Butte",169,154,98,169,114,135,71,62,25,5,0
"G4600210","1970","South Dakota","46","Campbell","021",,,,,,,,,"Campbell",141,69,41,47,27,16,2,6,0,0,0
"G4600230","1970","South Dakota","46","Charles Mix","023",,,,,,,,,"Charles Mix",343,190,163,121,85,63,36,32,10,1,0
"G4600250","1970","South Dakota","46","Clark","025",,,,,,,,,"Clark",309,141,98,64,29,24,20,6,5,0,0
"G4600270","1970","South Dakota","46","Clay","027",,,,,,,,,"Clay",126,123,97,124,106,101,116,164,154,55,11
"G4600290","1970","South Dakota","46","Codington","029",,,,,,,,,"Codington",353,379,430,497,381,273,237,267,150,60,16
"G4600310","1970","South Dakota","46","Corson","031",,,,,,,,,"Corson",226,75,35,32,13,16,10,16,5,0,0
"G4600330","1970","South Dakota","46","Custer","033",,,,,,,,,"Custer",137,121,86,85,54,41,41,42,12,4,1
"G4600350","1970","South Dakota","46","Davison","035",,,,,,,,,"Davison",241,341,358,446,320,287,219,287,115,48,13
"G4600370","1970","South Dakota","46","Day","037",,,,,,,,,"Day",368,267,141,99,83,40,38,51,18,1,1
"G4600390","1970","South Dakota","46","Deuel","039",,,,,,,,,"Deuel",292,129,64,49,31,38,22,20,5,2,1
"G4600410","1970","South Dakota","46","Dewey","041",,,,,,,,,"Dewey",131,73,61,38,12,16,11,12,2,1,0
"G4600430","1970","South Dakota","46","Douglas","043",,,,,,,,,"Douglas",200,127,77,60,21,31,17,14,7,0,0
"G4600450","1970","South Dakota","46","Edmunds","045",,,,,,,,,"Edmunds",250,148,101,81,42,47,25,17,8,0,0
"G4600470","1970","South Dakota","46","Fall River","047",,,,,,,,,"Fall River",270,206,171,139,74,70,42,34,19,5,0
"G4600490","1970","South Dakota","46","Faulk","049",,,,,,,,,"Faulk",159,103,62,46,17,27,23,22,6,0,0
"G4600510","1970","South Dakota","46","Grant","051",,,,,,,,,"Grant",267,190,157,153,121,83,73,88,45,4,2
"G4600530","1970","South Dakota","46","Gregory","053",,,,,,,,,"Gregory",299,189,120,96,40,58,37,40,12,1,2
"G4600550","1970","South Dakota","46","Haakon","055",,,,,,,,,"Haakon",74,57,37,32,20,18,8,11,4,0,0
"G4600570","1970","South Dakota","46","Hamlin","057",,,,,,,,,"Hamlin",242,160,107,54,27,25,15,9,3,0,0
"G4600590","1970","South Dakota","46","Hand","059",,,,,,,,,"Hand",118,101,97,72,40,68,31,34,19,1,1
"G4600610","1970","South Dakota","46","Hanson","061",,,,,,,,,"Hanson",144,94,54,27,19,15,9,9,1,0,0
"G4600630","1970","South Dakota","46","Harding","063",,,,,,,,,"Harding",30,31,23,7,6,3,4,5,2,0,0
"G4600650","1970","South Dakota","46","Hughes","065",,,,,,,,,"Hughes",121,107,117,147,186,256,219,306,149,34,10
"G4600670","1970","South Dakota","46","Hutchinson","067",,,,,,,,,"Hutchinson",379,305,225,196,117,124,70,95,31,8,4
"G4600690","1970","South Dakota","46","Hyde","069",,,,,,,,,"Hyde",57,67,43,43,26,16,16,15,1,0,0
"G4600710","1970","South Dakota","46","Jackson","071",,,,,,,,,"Jackson",71,42,32,22,10,16,6,12,4,1,0
"G4600730","1970","South Dakota","46","Jerauld","073",,,,,,,,,"Jerauld",204,107,47,50,22,17,11,7,0,1,0
"G4600750","1970","South Dakota","46","Jones","075",,,,,,,,,"Jones",48,42,37,30,19,9,12,14,8,4,0
"G4600770","1970","South Dakota","46","Kingsbury","077",,,,,,,,,"Kingsbury",417,196,144,124,63,41,27,19,4,3,3
"G4600790","1970","South Dakota","46","Lake","079",,,,,,,,,"Lake",298,291,203,174,135,128,95,95,37,8,1
"G4600810","1970","South Dakota","46","Lawrence","081",,,,,,,,,"Lawrence",424,498,410,378,211,195,150,167,91,15,3
"G4600830","1970","South Dakota","46","Lincoln","083",,,,,,,,,"Lincoln",347,290,222,217,142,122,82,71,31,6,7
"G4600850","1970","South Dakota","46","Lyman","085",,,,,,,,,"Lyman",168,68,53,51,23,14,11,24,12,2,1
"G4600870","1970","South Dakota","46","McCook","087",,,,,,,,,"Mc Cook",294,189,140,111,48,58,32,13,8,1,1
"G4600890","1970","South Dakota","46","McPherson","089",,,,,,,,,"Mc Pherson",207,167,134,88,59,51,29,28,12,1,0
"G4600910","1970","South Dakota","46","Marshall","091",,,,,,,,,"Marshall",212,138,93,80,52,36,27,44,14,5,1
"G4600930","1970","South Dakota","46","Meade","093",,,,,,,,,"Meade",101,176,142,168,135,141,100,101,36,9,1
"G4600950","1970","South Dakota","46","Mellette","095",,,,,,,,,"Mellette",128,48,22,21,8,4,10,4,12,1,0
"G4600970","1970","South Dakota","46","Miner","097",,,,,,,,,"Miner",203,104,67,53,18,25,8,15,11,0,0
"G4600990","1970","South Dakota","46","Minnehaha","099",,,,,"7760",,,,"Minnehaha",561,1077,1407,2144,2305,2315,1984,2163,1426,470,190
"G4601010","1970","South Dakota","46","Moody","101",,,,,,,,,"Moody",211,148,129,82,56,47,26,26,12,6,1
"G4601030","1970","South Dakota","46","Pennington","103",,,,,,,,,"Pennington",410,535,770,1362,1375,1250,884,996,636,239,92
"G4601050","1970","South Dakota","46","Perkins","105",,,,,,,,,"Perkins",127,92,100,77,45,41,19,23,12,1,0
"G4601070","1970","South Dakota","46","Potter","107",,,,,,,,,"Potter",123,97,73,84,53,43,26,57,23,3,0
"G4601090","1970","South Dakota","46","Roberts","109",,,,,,,,,"Roberts",366,245,144,139,99,54,24,30,13,4,2
"G4601110","1970","South Dakota","46","Sanborn","111",,,,,,,,,"Sanborn",193,99,43,25,9,10,4,2,1,0,1
"G4601130","1970","South Dakota","46","Shannon","113",,,,,,,,,"Shannon",202,20,7,5,1,1,0,0,0,0,0
"G4601150","1970","South Dakota","46","Spink","115",,,,,,,,,"Spink",367,246,181,127,71,60,45,39,13,3,2
"G4601170","1970","South Dakota","46","Stanley","117",,,,,,,,,"Stanley",25,35,41,40,18,29,8,13,4,2,0
"G4601190","1970","South Dakota","46","Sully","119",,,,,,,,,"Sully",43,33,36,25,13,13,13,13,4,1,0
"G4601210","1970","South Dakota","46","Todd","121",,,,,,,,,"Todd",188,107,133,88,18,12,13,5,7,1,0
"G4601230","1970","South Dakota","46","Tripp","123",,,,,,,,,"Tripp",143,128,133,127,75,75,60,74,40,8,4
"G4601250","1970","South Dakota","46","Turner","125",,,,,,,,,"Turner",474,310,203,149,77,61,43,28,14,1,0
"G4601270","1970","South Dakota","46","Union","127",,,,,,,,,"Union",226,224,231,208,104,111,64,65,25,9,0
"G4601290","1970","South Dakota","46","Walworth","129",,,,,,,,,"Walworth",215,181,187,160,136,134,98,89,29,11,2
"G4601310","1970","South Dakota","46","Washabaugh","131",,,,,,,,,"Washabaugh",30,5,2,3,1,0,0,0,0,0,0
"G4601350","1970","South Dakota","46","Yankton","135",,,,,,,,,"Yankton",255,235,215,276,254,273,275,305,147,62,21
"G4601370","1970","South Dakota","46","Ziebach","137",,,,,,,,,"Ziebach",77,26,14,13,7,2,0,0,0,1,0
"G4700010","1970","Tennessee","47","Anderson","001",,,,,"3840",,,,"Anderson",1485,1555,1652,1823,1256,923,633,826,794,282,49
"G4700030","1970","Tennessee","47","Bedford","003",,,,,,,,,"Bedford",368,491,544,591,432,371,212,281,179,73,33
"G4700050","1970","Tennessee","47","Benton","005",,,,,,,,,"Benton",418,377,287,258,200,192,91,105,43,12,5
"G4700070","1970","Tennessee","47","Bledsoe","007",,,,,,,,,"Bledsoe",301,152,108,80,63,38,14,22,8,5,0
"G4700090","1970","Tennessee","47","Blount","009",,,,,"3840",,,,"Blount",1307,1515,1664,1615,1196,1027,859,1225,1071,336,101
"G4700110","1970","Tennessee","47","Bradley","011",,,,,,,,,"Bradley",832,1010,1016,1062,922,865,726,815,669,241,76
"G4700130","1970","Tennessee","47","Campbell","013",,,,,,,,,"Campbell",1776,955,521,425,199,178,105,154,91,31,17
"G4700150","1970","Tennessee","47","Cannon","015",,,,,,,,,"Cannon",159,235,189,174,103,68,42,38,20,5,1
"G4700170","1970","Tennessee","47","Carroll","017",,,,,,,,,"Carroll",892,738,616,545,436,300,176,180,91,50,17
"G4700190","1970","Tennessee","47","Carter","019",,,,,,,,,"Carter",1301,1307,1327,1242,831,675,410,456,292,95,21
"G4700210","1970","Tennessee","47","Cheatham","021",,,,,,,,,"Cheatham",256,262,243,246,237,203,109,131,70,14,8
"G4700230","1970","Tennessee","47","Chester","023",,,,,,,,,"Chester",283,233,196,160,91,94,55,55,33,16,2
"G4700250","1970","Tennessee","47","Claiborne","025",,,,,,,,,"Claiborne",672,317,233,273,159,133,69,89,73,14,10
"G4700270","1970","Tennessee","47","Clay","027",,,,,,,,,"Clay",250,119,86,87,60,50,26,22,14,7,0
"G4700290","1970","Tennessee","47","Cocke","029",,,,,,,,,"Cocke",915,601,463,417,295,207,112,134,69,22,5
"G4700310","1970","Tennessee","47","Coffee","031",,,,,,,,,"Coffee",615,680,606,664,629,562,431,484,344,114,32
"G4700330","1970","Tennessee","47","Crockett","033",,,,,,,,,"Crockett",419,453,345,273,166,145,76,79,57,17,1
"G4700350","1970","Tennessee","47","Cumberland","035",,,,,,,,,"Cumberland",692,489,330,296,215,188,139,145,121,31,17
"G4700370","1970","Tennessee","47","Davidson","037",,,,,"5360",,,,"Davidson",2088,4234,7879,10315,9755,9771,7638,9031,7425,3491,2291
"G4700390","1970","Tennessee","47","Decatur","039",,,,,,,,,"Decatur",334,356,215,193,125,61,35,43,19,10,4
"G4700410","1970","Tennessee","47","DeKalb","041",,,,,,,,,"De Kalb",272,293,263,279,193,140,83,67,52,16,7
"G4700430","1970","Tennessee","47","Dickson","043",,,,,,,,,"Dickson",439,514,519,475,379,303,189,213,129,42,6
"G4700450","1970","Tennessee","47","Dyer","045",,,,,,,,,"Dyer",710,840,766,724,497,421,274,360,260,100,56
"G4700470","1970","Tennessee","47","Fayette","047",,,,,,,,,"Fayette",224,260,220,250,202,147,93,98,76,15,9
"G4700490","1970","Tennessee","47","Fentress","049",,,,,,,,,"Fentress",593,268,145,123,61,60,27,33,18,7,2
"G4700510","1970","Tennessee","47","Franklin","051",,,,,,,,,"Franklin",732,716,542,585,418,331,232,243,175,53,25
"G4700530","1970","Tennessee","47","Gibson","053",,,,,,,,,"Gibson",1199,1475,1164,1049,728,666,411,515,309,118,48
"G4700550","1970","Tennessee","47","Giles","055",,,,,,,,,"Giles",325,407,366,386,271,249,111,169,98,38,11
"G4700570","1970","Tennessee","47","Grainger","057",,,,,,,,,"Grainger",438,277,264,228,118,88,51,63,24,7,4
"G4700590","1970","Tennessee","47","Greene","059",,,,,,,,,"Greene",812,912,898,920,683,641,444,576,390,122,52
"G4700610","1970","Tennessee","47","Grundy","061",,,,,,,,,"Grundy",989,348,173,121,63,36,27,25,9,3,1
"G4700630","1970","Tennessee","47","Hamblen","063",,,,,,,,,"Hamblen",520,861,1097,1078,901,690,547,570,378,144,37
"G4700650","1970","Tennessee","47","Hamilton","065",,,,,"1560",,,,"Hamilton",3767,5245,6110,6694,5580,4728,3451,4334,3695,1646,855
"G4700670","1970","Tennessee","47","Hancock","067",,,,,,,,,"Hancock",182,89,52,50,22,19,8,12,7,1,0
"G4700690","1970","Tennessee","47","Hardeman","069",,,,,,,,,"Hardeman",513,474,364,324,192,171,127,109,66,20,5
"G4700710","1970","Tennessee","47","Hardin","071",,,,,,,,,"Hardin",676,535,363,317,228,172,86,105,74,28,12
"G4700730","1970","Tennessee","47","Hawkins","073",,,,,,,,,"Hawkins",734,751,600,675,500,443,364,415,242,63,14
"G4700750","1970","Tennessee","47","Haywood","075",,,,,,,,,"Haywood",281,266,321,346,211,165,92,84,90,37,7
"G4700770","1970","Tennessee","47","Henderson","077",,,,,,,,,"Henderson",491,487,421,376,246,197,101,74,35,18,9
"G4700790","1970","Tennessee","47","Henry","079",,,,,,,,,"Henry",768,714,522,457,340,245,167,236,159,58,12
"G4700810","1970","Tennessee","47","Hickman","081",,,,,,,,,"Hickman",481,313,224,193,124,97,67,53,29,6,0
"G4700830","1970","Tennessee","47","Houston","083",,,,,,,,,"Houston",170,127,119,112,67,41,26,28,13,1,1
"G4700850","1970","Tennessee","47","Humphreys","085",,,,,,,,,"Humphreys",252,324,262,305,280,195,139,148,93,38,8
"G4700870","1970","Tennessee","47","Jackson","087",,,,,,,,,"Jackson",154,119,61,78,69,51,28,40,32,12,3
"G4700890","1970","Tennessee","47","Jefferson","089",,,,,,,,,"Jefferson",609,590,516,452,358,282,187,237,141,49,16
"G4700910","1970","Tennessee","47","Johnson","091",,,,,,,,,"Johnson",455,237,162,167,89,76,52,61,53,12,2
"G4700930","1970","Tennessee","47","Knox","093",,,,,"3840",,,,"Knox",4229,6204,7104,6719,5367,4652,3845,5161,4458,1734,698
"G4700950","1970","Tennessee","47","Lake","095",,,,,,,,,"Lake",132,170,141,104,79,59,43,57,38,29,11
"G4700970","1970","Tennessee","47","Lauderdale","097",,,,,,,,,"Lauderdale",623,518,434,368,202,172,72,86,53,26,10
"G4700990","1970","Tennessee","47","Lawrence","099",,,,,,,,,"Lawrence",796,798,598,586,472,342,157,154,83,24,14
"G4701010","1970","Tennessee","47","Lewis","101",,,,,,,,,"Lewis",293,218,165,143,80,49,24,29,17,5,0
"G4701030","1970","Tennessee","47","Lincoln","103",,,,,,,,,"Lincoln",444,497,411,495,373,301,176,143,99,54,9
"G4701050","1970","Tennessee","47","Loudon","105",,,,,,,,,"Loudon",821,907,672,564,391,329,207,221,154,24,16
"G4701070","1970","Tennessee","47","McMinn","107",,,,,,,,,"Mc Minn",917,1125,1015,898,595,483,319,361,259,101,43
"G4701090","1970","Tennessee","47","McNairy","109",,,,,,,,,"Mc Nairy",858,588,373,288,188,98,76,81,68,9,4
"G4701110","1970","Tennessee","47","Macon","111",,,,,,,,,"Macon",314,240,210,201,160,121,64,61,46,11,2
"G4701130","1970","Tennessee","47","Madison","113",,,,,,,,,"Madison",1001,1323,1360,1290,908,911,731,1079,801,316,150
"G4701150","1970","Tennessee","47","Marion","115",,,,,,,,,"Marion",1059,681,463,392,229,152,118,115,60,18,10
"G4701170","1970","Tennessee","47","Marshall","117",,,,,,,,,"Marshall",304,456,421,417,259,224,123,129,82,26,6
"G4701190","1970","Tennessee","47","Maury","119",,,,,,,,,"Maury",1021,1091,1024,904,697,610,442,462,338,104,38
"G4701210","1970","Tennessee","47","Meigs","121",,,,,,,,,"Meigs",163,85,84,55,38,32,18,39,14,5,0
"G4701230","1970","Tennessee","47","Monroe","123",,,,,,,,,"Monroe",723,566,449,408,264,215,140,166,104,39,14
"G4701250","1970","Tennessee","47","Montgomery","125",,,,,,,,,"Montgomery",672,880,1043,1131,1273,1246,833,731,417,168,83
"G4701270","1970","Tennessee","47","Moore","127",,,,,,,,,"Moore",43,62,48,56,41,30,14,11,13,3,0
"G4701290","1970","Tennessee","47","Morgan","129",,,,,,,,,"Morgan",678,318,224,145,60,81,33,32,16,1,0
"G4701310","1970","Tennessee","47","Obion","131",,,,,,,,,"Obion",679,802,717,815,556,464,298,342,233,96,39
"G4701330","1970","Tennessee","47","Overton","133",,,,,,,,,"Overton",500,314,213,209,128,103,71,92,43,24,6
"G4701350","1970","Tennessee","47","Perry","135",,,,,,,,,"Perry",261,157,117,96,63,35,23,29,5,3,2
"G4701370","1970","Tennessee","47","Pickett","137",,,,,,,,,"Pickett",138,63,39,47,23,19,19,12,6,1,0
"G4701390","1970","Tennessee","47","Polk","139",,,,,,,,,"Polk",591,322,196,158,79,66,30,48,37,12,7
"G4701410","1970","Tennessee","47","Putnam","141",,,,,,,,,"Putnam",723,676,624,669,486,501,377,485,355,164,80
"G4701430","1970","Tennessee","47","Rhea","143",,,,,,,,,"Rhea",786,474,365,280,165,151,85,95,73,23,9
"G4701450","1970","Tennessee","47","Roane","145",,,,,,,,,"Roane",1242,1124,933,926,721,587,292,436,508,192,19
"G4701470","1970","Tennessee","47","Robertson","147",,,,,,,,,"Robertson",604,581,531,548,449,418,225,225,154,37,9
"G4701490","1970","Tennessee","47","Rutherford","149",,,,,,,,,"Rutherford",622,657,761,1138,1073,1028,695,807,644,280,102
"G4701510","1970","Tennessee","47","Scott","151",,,,,,,,,"Scott",1006,299,192,133,57,63,43,44,31,8,4
"G4701530","1970","Tennessee","47","Sequatchie","153",,,,,,,,,"Sequatchie",322,192,140,98,69,34,36,23,7,1,0
"G4701550","1970","Tennessee","47","Sevier","155",,,,,,,,,"Sevier",669,581,490,471,349,354,309,356,259,124,73
"G4701570","1970","Tennessee","47","Shelby","157",,,,,"4920",,,,"Shelby",3782,6973,14212,18893,17341,13470,9673,11536,10655,4795,2377
"G4701590","1970","Tennessee","47","Smith","159",,,,,,,,,"Smith",262,269,223,191,141,114,96,93,94,19,6
"G4701610","1970","Tennessee","47","Stewart","161",,,,,,,,,"Stewart",231,244,189,116,80,82,32,39,30,5,5
"G4701630","1970","Tennessee","47","Sullivan","163",,,,,,,,,"Sullivan",1816,2441,3064,3254,2844,2565,2044,3000,2593,1074,438
"G4701650","1970","Tennessee","47","Sumner","165",,,,,"5360",,,,"Sumner",759,836,821,959,986,1118,1081,1412,1097,459,168
"G4701670","1970","Tennessee","47","Tipton","167",,,,,,,,,"Tipton",470,518,381,438,293,261,172,175,111,38,12
"G4701690","1970","Tennessee","47","Trousdale","169",,,,,,,,,"Trousdale",92,96,78,95,68,57,23,23,10,11,4
"G4701710","1970","Tennessee","47","Unicoi","171",,,,,,,,,"Unicoi",430,475,497,420,260,258,167,182,132,39,8
"G4701730","1970","Tennessee","47","Union","173",,,,,,,,,"Union",291,186,141,112,69,56,27,25,15,2,1
"G4701750","1970","Tennessee","47","Van Buren","175",,,,,,,,,"Van Buren",169,99,74,52,15,14,7,3,1,0,0
"G4701770","1970","Tennessee","47","Warren","177",,,,,,,,,"Warren",803,788,617,675,494,289,166,188,143,72,25
"G4701790","1970","Tennessee","47","Washington","179",,,,,,,,,"Washington",1025,1491,1606,1511,1304,1357,1030,1320,1091,428,229
"G4701810","1970","Tennessee","47","Wayne","181",,,,,,,,,"Wayne",554,331,223,205,140,72,33,37,21,6,2
"G4701830","1970","Tennessee","47","Weakley","183",,,,,,,,,"Weakley",716,696,607,544,374,319,207,233,154,51,9
"G4701850","1970","Tennessee","47","White","185",,,,,,,,,"White",581,424,287,321,297,203,102,120,79,17,6
"G4701870","1970","Tennessee","47","Williamson","187",,,,,,,,,"Williamson",357,322,428,461,401,292,272,416,781,654,124
"G4701890","1970","Tennessee","47","Wilson","189",,,,,"5360",,,,"Wilson",537,665,592,660,569,593,496,712,555,174,70
"G4800010","1970","Texas","48","Anderson","001",,,,,,,,,"Anderson",1327,1005,714,709,386,296,159,175,123,47,15
"G4800030","1970","Texas","48","Andrews","003",,,,,,,,,"Andrews",351,346,386,370,256,132,81,110,44,12,12
"G4800050","1970","Texas","48","Angelina","005",,,,,,,,,"Angelina",1514,1614,1326,1163,753,669,452,545,368,139,58
"G4800070","1970","Texas","48","Aransas","007",,,,,,,,,"Aransas",244,243,248,192,154,100,111,142,119,83,49
"G4800090","1970","Texas","48","Archer","009",,,,,"9080",,,,"Archer",456,216,137,119,54,56,40,30,17,5,0
"G4800110","1970","Texas","48","Armstrong","011",,,,,,,,,"Armstrong",46,72,46,32,15,28,11,31,16,8,1
"G4800130","1970","Texas","48","Atascosa","013",,,,,,,,,"Atascosa",1149,512,382,295,171,128,78,80,70,16,2
"G4800150","1970","Texas","48","Austin","015",,,,,,,,,"Austin",444,446,333,295,186,166,116,148,103,32,7
"G4800170","1970","Texas","48","Bailey","017",,,,,,,,,"Bailey",229,187,145,115,96,98,65,85,55,30,6
"G4800190","1970","Texas","48","Bandera","019",,,,,,,,,"Bandera",146,115,116,89,51,65,41,42,21,11,9
"G4800210","1970","Texas","48","Bastrop","021",,,,,,,,,"Bastrop",1007,609,383,336,188,158,100,123,83,37,9
"G4800230","1970","Texas","48","Baylor","023",,,,,,,,,"Baylor",260,188,155,142,68,70,45,51,54,19,3
"G4800250","1970","Texas","48","Bee","025",,,,,,,,,"Bee",886,561,348,394,226,163,109,159,114,48,18
"G4800270","1970","Texas","48","Bell","027",,,,,,,,,"Bell",2029,2049,2230,2241,1741,1560,1065,1052,715,309,107
"G4800290","1970","Texas","48","Bexar","029",,,,,"7240",,,,"Bexar",8805,15777,22313,23489,17252,12461,8569,10540,10527,4244,1949
"G4800310","1970","Texas","48","Blanco","031",,,,,,,,,"Blanco",38,85,76,84,62,55,29,26,28,8,6
"G4800330","1970","Texas","48","Borden","033",,,,,,,,,"Borden",12,9,11,7,4,0,0,2,0,0,0
"G4800350","1970","Texas","48","Bosque","035",,,,,,,,,"Bosque",544,484,374,285,175,137,79,100,57,23,6
"G4800370","1970","Texas","48","Bowie","037",,,,,"8360",,,,"Bowie",2106,1965,1909,1752,1248,1185,767,1008,619,261,122
"G4800390","1970","Texas","48","Brazoria","039",,,,,"3360",,,,"Brazoria",1560,1823,2419,2759,2042,1854,1454,2127,1547,500,136
"G4800410","1970","Texas","48","Brazos","041",,,,,"1260",,,,"Brazos",1039,987,938,878,632,605,563,951,843,360,158
"G4800430","1970","Texas","48","Brewster","043",,,,,,,,,"Brewster",272,203,98,113,60,62,42,78,41,14,8
"G4800450","1970","Texas","48","Briscoe","045",,,,,,,,,"Briscoe",141,86,56,41,37,26,14,20,14,4,1
"G4800470","1970","Texas","48","Brooks","047",,,,,,,,,"Brooks",628,283,143,121,74,72,14,46,39,9,3
"G4800490","1970","Texas","48","Brown","049",,,,,,,,,"Brown",1512,1091,817,649,398,294,198,261,164,57,21
"G4800510","1970","Texas","48","Burleson","051",,,,,,,,,"Burleson",553,374,245,160,91,66,32,55,36,9,2
"G4800530","1970","Texas","48","Burnet","053",,,,,,,,,"Burnet",396,380,321,312,249,197,109,178,122,86,21
"G4800550","1970","Texas","48","Caldwell","055",,,,,,,,,"Caldwell",1195,603,371,323,190,155,84,117,67,32,19
"G4800570","1970","Texas","48","Calhoun","057",,,,,,,,,"Calhoun",342,424,538,479,329,254,213,182,115,33,20
"G4800590","1970","Texas","48","Callahan","059",,,,,,,,,"Callahan",593,345,238,183,97,67,41,58,30,4,1
"G4800610","1970","Texas","48","Cameron","061",,,,,"1240",,,,"Cameron",6634,4355,2806,2053,1245,1000,614,818,645,297,156
"G4800630","1970","Texas","48","Camp","063",,,,,,,,,"Camp",609,294,173,125,62,44,27,29,22,6,3
"G4800650","1970","Texas","48","Carson","065",,,,,,,,,"Carson",278,205,190,154,106,95,55,64,58,13,3
"G4800670","1970","Texas","48","Cass","067",,,,,,,,,"Cass",1236,783,553,487,320,307,162,156,71,27,13
"G4800690","1970","Texas","48","Castro","069",,,,,,,,,"Castro",155,148,122,123,84,66,67,97,73,51,14
"G4800710","1970","Texas","48","Chambers","071",,,,,,,,,"Chambers",535,377,260,264,169,160,114,175,108,53,23
"G4800730","1970","Texas","48","Cherokee","073",,,,,,,,,"Cherokee",1734,1098,700,559,301,256,163,203,139,53,31
"G4800750","1970","Texas","48","Childress","075",,,,,,,,,"Childress",598,280,219,159,88,81,45,43,33,15,7
"G4800770","1970","Texas","48","Clay","077",,,,,,,,,"Clay",478,349,215,170,62,62,30,54,46,12,1
"G4800790","1970","Texas","48","Cochran","079",,,,,,,,,"Cochran",267,154,75,84,41,35,26,32,25,7,3
"G4800810","1970","Texas","48","Coke","081",,,,,,,,,"Coke",223,116,99,64,33,42,14,19,9,3,1
"G4800830","1970","Texas","48","Coleman","083",,,,,,,,,"Coleman",1133,416,261,155,64,48,38,42,28,17,4
"G4800850","1970","Texas","48","Collin","085",,,,,"1920",,,,"Collin",1630,1422,1147,1017,894,1042,883,1372,1336,646,171
"G4800870","1970","Texas","48","Collingsworth","087",,,,,,,,,"Collingsworth",367,183,93,79,35,57,24,55,30,9,2
"G4800890","1970","Texas","48","Colorado","089",,,,,,,,,"Colorado",863,494,372,344,240,198,133,195,129,54,38
"G4800910","1970","Texas","48","Comal","091",,,,,,,,,"Comal",421,729,701,654,518,415,322,442,386,143,67
"G4800930","1970","Texas","48","Comanche","093",,,,,,,,,"Comanche",648,479,287,204,124,96,52,88,40,12,6
"G4800950","1970","Texas","48","Concho","095",,,,,,,,,"Concho",226,88,48,47,15,23,8,18,6,2,0
"G4800970","1970","Texas","48","Cooke","097",,,,,,,,,"Cooke",935,797,591,503,342,325,228,298,171,63,26
"G4800990","1970","Texas","48","Coryell","099",,,,,,,,,"Coryell",534,492,469,690,571,403,179,182,70,17,8
"G4801010","1970","Texas","48","Cottle","101",,,,,,,,,"Cottle",230,104,57,64,34,18,9,19,13,3,3
"G4801030","1970","Texas","48","Crane","103",,,,,,,,,"Crane",248,189,130,108,58,47,24,26,15,3,0
"G4801050","1970","Texas","48","Crockett","105",,,,,,,,,"Crockett",166,105,104,74,33,40,29,47,33,33,16
"G4801070","1970","Texas","48","Crosby","107",,,,,,,,,"Crosby",451,204,141,120,89,79,49,75,65,34,7
"G4801090","1970","Texas","48","Culberson","109",,,,,,,,,"Culberson",97,91,61,32,31,39,21,19,12,2,2
"G4801110","1970","Texas","48","Dallam","111",,,,,,,,,"Dallam",290,246,166,143,74,55,20,35,9,4,2
"G4801130","1970","Texas","48","Dallas","113",,,,,"1920",,,,"Dallas",4923,10706,20267,29355,28634,26845,22364,32538,31680,16412,10028
"G4801150","1970","Texas","48","Dawson","115",,,,,,,,,"Dawson",709,447,317,265,217,205,147,201,158,71,23
"G4801170","1970","Texas","48","Deaf Smith","117",,,,,,,,,"Deaf Smith",180,317,359,310,283,282,212,296,192,98,42
"G4801190","1970","Texas","48","Delta","119",,,,,,,,,"Delta",373,208,110,81,46,36,19,19,6,3,0
"G4801210","1970","Texas","48","Denton","121",,,,,"1920",,,,"Denton",753,1044,1045,1326,1170,1137,990,1471,1258,618,272
"G4801230","1970","Texas","48","DeWitt","123",,,,,,,,,"De Witt",1170,699,423,338,184,198,90,116,63,22,14
"G4801250","1970","Texas","48","Dickens","125",,,,,,,,,"Dickens",318,111,72,45,26,25,15,16,16,4,0
"G4801270","1970","Texas","48","Dimmit","127",,,,,,,,,"Dimmit",732,249,114,89,43,34,13,17,18,9,5
"G4801290","1970","Texas","48","Donley","129",,,,,,,,,"Donley",266,148,111,74,28,39,21,36,27,4,2
"G4801310","1970","Texas","48","Duval","131",,,,,,,,,"Duval",1359,338,133,102,34,38,25,31,20,8,4
"G4801330","1970","Texas","48","Eastland","133",,,,,,,,,"Eastland",1568,927,523,316,162,140,57,79,48,10,10
"G4801350","1970","Texas","48","Ector","135",,,,,"5800",,,,"Ector",2308,2525,3268,3171,2178,1477,925,1186,799,267,125
"G4801370","1970","Texas","48","Edwards","137",,,,,,,,,"Edwards",106,56,43,22,10,16,8,12,5,1,0
"G4801390","1970","Texas","48","Ellis","139",,,,,"1920",,,,"Ellis",1669,1407,1050,976,720,650,450,552,348,123,38
