GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,QZ6E001,NAME_M,QZ6M001
"G0500770","2008-2012",,,"Arkansas","05","Lee County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee County, Arkansas",52100,"Lee County, Arkansas",5390
"G0500790","2008-2012",,,"Arkansas","05","Lincoln County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln County, Arkansas",64100,"Lincoln County, Arkansas",8038
"G0500810","2008-2012",,,"Arkansas","05","Little River County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Little River County, Arkansas",78600,"Little River County, Arkansas",4509
"G0500830","2008-2012",,,"Arkansas","05","Logan County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Logan County, Arkansas",82400,"Logan County, Arkansas",2794
"G0500850","2008-2012",,,"Arkansas","05","Lonoke County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lonoke County, Arkansas",119100,"Lonoke County, Arkansas",2548
"G0500870","2008-2012",,,"Arkansas","05","Madison County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Madison County, Arkansas",95000,"Madison County, Arkansas",10777
"G0500890","2008-2012",,,"Arkansas","05","Marion County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marion County, Arkansas",91600,"Marion County, Arkansas",7244
"G0500910","2008-2012",,,"Arkansas","05","Miller County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Miller County, Arkansas",89400,"Miller County, Arkansas",3801
"G0500930","2008-2012",,,"Arkansas","05","Mississippi County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mississippi County, Arkansas",75600,"Mississippi County, Arkansas",3412
"G0500950","2008-2012",,,"Arkansas","05","Monroe County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Monroe County, Arkansas",52500,"Monroe County, Arkansas",11744
"G0500970","2008-2012",,,"Arkansas","05","Montgomery County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Montgomery County, Arkansas",75500,"Montgomery County, Arkansas",4098
"G0500990","2008-2012",,,"Arkansas","05","Nevada County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nevada County, Arkansas",64700,"Nevada County, Arkansas",4603
"G0501010","2008-2012",,,"Arkansas","05","Newton County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Newton County, Arkansas",74900,"Newton County, Arkansas",5433
"G0501030","2008-2012",,,"Arkansas","05","Ouachita County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ouachita County, Arkansas",68600,"Ouachita County, Arkansas",4930
"G0501050","2008-2012",,,"Arkansas","05","Perry County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Perry County, Arkansas",78400,"Perry County, Arkansas",5789
"G0501070","2008-2012",,,"Arkansas","05","Phillips County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Phillips County, Arkansas",59200,"Phillips County, Arkansas",4841
"G0501090","2008-2012",,,"Arkansas","05","Pike County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pike County, Arkansas",74200,"Pike County, Arkansas",5182
"G0501110","2008-2012",,,"Arkansas","05","Poinsett County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Poinsett County, Arkansas",67200,"Poinsett County, Arkansas",3635
"G0501130","2008-2012",,,"Arkansas","05","Polk County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Polk County, Arkansas",84100,"Polk County, Arkansas",4706
"G0501150","2008-2012",,,"Arkansas","05","Pope County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pope County, Arkansas",107700,"Pope County, Arkansas",4560
"G0501170","2008-2012",,,"Arkansas","05","Prairie County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Prairie County, Arkansas",74900,"Prairie County, Arkansas",5430
"G0501190","2008-2012",,,"Arkansas","05","Pulaski County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pulaski County, Arkansas",140600,"Pulaski County, Arkansas",2277
"G0501210","2008-2012",,,"Arkansas","05","Randolph County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Randolph County, Arkansas",68100,"Randolph County, Arkansas",5039
"G0501230","2008-2012",,,"Arkansas","05","St. Francis County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"St. Francis County, Arkansas",67800,"St. Francis County, Arkansas",4364
"G0501250","2008-2012",,,"Arkansas","05","Saline County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Saline County, Arkansas",137700,"Saline County, Arkansas",3082
"G0501270","2008-2012",,,"Arkansas","05","Scott County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scott County, Arkansas",79100,"Scott County, Arkansas",4979
"G0501290","2008-2012",,,"Arkansas","05","Searcy County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Searcy County, Arkansas",85200,"Searcy County, Arkansas",6018
"G0501310","2008-2012",,,"Arkansas","05","Sebastian County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sebastian County, Arkansas",113100,"Sebastian County, Arkansas",2697
"G0501330","2008-2012",,,"Arkansas","05","Sevier County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sevier County, Arkansas",70000,"Sevier County, Arkansas",6107
"G0501350","2008-2012",,,"Arkansas","05","Sharp County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sharp County, Arkansas",75700,"Sharp County, Arkansas",4304
"G0501370","2008-2012",,,"Arkansas","05","Stone County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stone County, Arkansas",90400,"Stone County, Arkansas",5935
"G0501390","2008-2012",,,"Arkansas","05","Union County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Union County, Arkansas",74200,"Union County, Arkansas",3139
"G0501410","2008-2012",,,"Arkansas","05","Van Buren County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Van Buren County, Arkansas",83500,"Van Buren County, Arkansas",4597
"G0501430","2008-2012",,,"Arkansas","05","Washington County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Arkansas",150000,"Washington County, Arkansas",2801
"G0501450","2008-2012",,,"Arkansas","05","White County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"White County, Arkansas",98600,"White County, Arkansas",3669
"G0501470","2008-2012",,,"Arkansas","05","Woodruff County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Woodruff County, Arkansas",58600,"Woodruff County, Arkansas",7380
"G0501490","2008-2012",,,"Arkansas","05","Yell County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yell County, Arkansas",84300,"Yell County, Arkansas",4879
"G0600010","2008-2012",,,"California","06","Alameda County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Alameda County, California",514900,"Alameda County, California",3869
"G0600030","2008-2012",,,"California","06","Alpine County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Alpine County, California",371300,"Alpine County, California",52764
"G0600050","2008-2012",,,"California","06","Amador County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Amador County, California",286500,"Amador County, California",12493
"G0600070","2008-2012",,,"California","06","Butte County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Butte County, California",237400,"Butte County, California",4521
"G0600090","2008-2012",,,"California","06","Calaveras County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Calaveras County, California",276200,"Calaveras County, California",10386
"G0600110","2008-2012",,,"California","06","Colusa County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Colusa County, California",210300,"Colusa County, California",18844
"G0600130","2008-2012",,,"California","06","Contra Costa County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Contra Costa County, California",433800,"Contra Costa County, California",4658
"G0600150","2008-2012",,,"California","06","Del Norte County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Del Norte County, California",227700,"Del Norte County, California",14487
"G0600170","2008-2012",,,"California","06","El Dorado County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"El Dorado County, California",378400,"El Dorado County, California",5961
"G0600190","2008-2012",,,"California","06","Fresno County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fresno County, California",212100,"Fresno County, California",2274
"G0600210","2008-2012",,,"California","06","Glenn County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Glenn County, California",222300,"Glenn County, California",12854
"G0600230","2008-2012",,,"California","06","Humboldt County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Humboldt County, California",300400,"Humboldt County, California",6994
"G0600250","2008-2012",,,"California","06","Imperial County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Imperial County, California",155800,"Imperial County, California",3654
"G0600270","2008-2012",,,"California","06","Inyo County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Inyo County, California",246200,"Inyo County, California",17319
"G0600290","2008-2012",,,"California","06","Kern County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kern County, California",171200,"Kern County, California",1652
"G0600310","2008-2012",,,"California","06","Kings County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kings County, California",192000,"Kings County, California",4787
"G0600330","2008-2012",,,"California","06","Lake County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lake County, California",200500,"Lake County, California",11283
"G0600350","2008-2012",,,"California","06","Lassen County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lassen County, California",189400,"Lassen County, California",8094
"G0600370","2008-2012",,,"California","06","Los Angeles County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Los Angeles County, California",443300,"Los Angeles County, California",1331
"G0600390","2008-2012",,,"California","06","Madera County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Madera County, California",210300,"Madera County, California",7034
"G0600410","2008-2012",,,"California","06","Marin County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marin County, California",810700,"Marin County, California",9940
"G0600430","2008-2012",,,"California","06","Mariposa County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mariposa County, California",242900,"Mariposa County, California",15946
"G0600450","2008-2012",,,"California","06","Mendocino County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mendocino County, California",353400,"Mendocino County, California",9714
"G0600470","2008-2012",,,"California","06","Merced County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Merced County, California",161600,"Merced County, California",3724
"G0600490","2008-2012",,,"California","06","Modoc County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Modoc County, California",158200,"Modoc County, California",11864
"G0600510","2008-2012",,,"California","06","Mono County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mono County, California",355600,"Mono County, California",42272
"G0600530","2008-2012",,,"California","06","Monterey County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Monterey County, California",390400,"Monterey County, California",7396
"G0600550","2008-2012",,,"California","06","Napa County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Napa County, California",460400,"Napa County, California",11291
"G0600570","2008-2012",,,"California","06","Nevada County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nevada County, California",379900,"Nevada County, California",7856
"G0600590","2008-2012",,,"California","06","Orange County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Orange County, California",537600,"Orange County, California",2419
"G0600610","2008-2012",,,"California","06","Placer County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Placer County, California",354900,"Placer County, California",2996
"G0600630","2008-2012",,,"California","06","Plumas County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Plumas County, California",251200,"Plumas County, California",23232
"G0600650","2008-2012",,,"California","06","Riverside County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Riverside County, California",248100,"Riverside County, California",1571
"G0600670","2008-2012",,,"California","06","Sacramento County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sacramento County, California",249800,"Sacramento County, California",1817
"G0600690","2008-2012",,,"California","06","San Benito County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Benito County, California",361700,"San Benito County, California",12456
"G0600710","2008-2012",,,"California","06","San Bernardino County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Bernardino County, California",241500,"San Bernardino County, California",2186
"G0600730","2008-2012",,,"California","06","San Diego County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Diego County, California",419400,"San Diego County, California",2531
"G0600750","2008-2012",,,"California","06","San Francisco County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Francisco County, California",750900,"San Francisco County, California",8972
"G0600770","2008-2012",,,"California","06","San Joaquin County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Joaquin County, California",225400,"San Joaquin County, California",3057
"G0600790","2008-2012",,,"California","06","San Luis Obispo County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Luis Obispo County, California",449300,"San Luis Obispo County, California",8044
"G0600810","2008-2012",,,"California","06","San Mateo County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Mateo County, California",734100,"San Mateo County, California",4929
"G0600830","2008-2012",,,"California","06","Santa Barbara County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Santa Barbara County, California",482400,"Santa Barbara County, California",12067
"G0600850","2008-2012",,,"California","06","Santa Clara County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Santa Clara County, California",656600,"Santa Clara County, California",3249
"G0600870","2008-2012",,,"California","06","Santa Cruz County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Santa Cruz County, California",576500,"Santa Cruz County, California",8510
"G0600890","2008-2012",,,"California","06","Shasta County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shasta County, California",233400,"Shasta County, California",4530
"G0600910","2008-2012",,,"California","06","Sierra County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sierra County, California",265600,"Sierra County, California",74506
"G0600930","2008-2012",,,"California","06","Siskiyou County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Siskiyou County, California",215200,"Siskiyou County, California",6978
"G0600950","2008-2012",,,"California","06","Solano County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Solano County, California",290500,"Solano County, California",4504
"G0600970","2008-2012",,,"California","06","Sonoma County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sonoma County, California",430900,"Sonoma County, California",4487
"G0600990","2008-2012",,,"California","06","Stanislaus County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stanislaus County, California",192200,"Stanislaus County, California",2861
"G0601010","2008-2012",,,"California","06","Sutter County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sutter County, California",204200,"Sutter County, California",7197
"G0601030","2008-2012",,,"California","06","Tehama County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tehama County, California",189500,"Tehama County, California",10002
"G0601050","2008-2012",,,"California","06","Trinity County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Trinity County, California",258800,"Trinity County, California",17241
"G0601070","2008-2012",,,"California","06","Tulare County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tulare County, California",172100,"Tulare County, California",1465
"G0601090","2008-2012",,,"California","06","Tuolumne County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tuolumne County, California",282500,"Tuolumne County, California",8847
"G0601110","2008-2012",,,"California","06","Ventura County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ventura County, California",465600,"Ventura County, California",3484
"G0601130","2008-2012",,,"California","06","Yolo County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yolo County, California",329000,"Yolo County, California",7664
"G0601150","2008-2012",,,"California","06","Yuba County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yuba County, California",180700,"Yuba County, California",5066
"G0800010","2008-2012",,,"Colorado","08","Adams County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adams County, Colorado",188100,"Adams County, Colorado",1664
"G0800030","2008-2012",,,"Colorado","08","Alamosa County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Alamosa County, Colorado",133200,"Alamosa County, Colorado",16964
"G0800050","2008-2012",,,"Colorado","08","Arapahoe County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Arapahoe County, Colorado",230900,"Arapahoe County, Colorado",1523
"G0800070","2008-2012",,,"Colorado","08","Archuleta County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Archuleta County, Colorado",291300,"Archuleta County, Colorado",21442
"G0800090","2008-2012",,,"Colorado","08","Baca County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Baca County, Colorado",72300,"Baca County, Colorado",8571
"G0800110","2008-2012",,,"Colorado","08","Bent County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bent County, Colorado",70600,"Bent County, Colorado",11285
"G0800130","2008-2012",,,"Colorado","08","Boulder County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Boulder County, Colorado",354300,"Boulder County, Colorado",3964
"G0800140","2008-2012",,,"Colorado","08","Broomfield County","014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Broomfield County, Colorado",274900,"Broomfield County, Colorado",7662
"G0800150","2008-2012",,,"Colorado","08","Chaffee County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chaffee County, Colorado",256300,"Chaffee County, Colorado",13892
"G0800170","2008-2012",,,"Colorado","08","Cheyenne County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cheyenne County, Colorado",81700,"Cheyenne County, Colorado",8232
"G0800190","2008-2012",,,"Colorado","08","Clear Creek County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clear Creek County, Colorado",278700,"Clear Creek County, Colorado",19866
"G0800210","2008-2012",,,"Colorado","08","Conejos County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Conejos County, Colorado",106300,"Conejos County, Colorado",6506
"G0800230","2008-2012",,,"Colorado","08","Costilla County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Costilla County, Colorado",90400,"Costilla County, Colorado",14191
"G0800250","2008-2012",,,"Colorado","08","Crowley County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Crowley County, Colorado",80400,"Crowley County, Colorado",5850
"G0800270","2008-2012",,,"Colorado","08","Custer County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Custer County, Colorado",224000,"Custer County, Colorado",27388
"G0800290","2008-2012",,,"Colorado","08","Delta County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Delta County, Colorado",198600,"Delta County, Colorado",6824
"G0800310","2008-2012",,,"Colorado","08","Denver County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Denver County, Colorado",246300,"Denver County, Colorado",2483
"G0800330","2008-2012",,,"Colorado","08","Dolores County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dolores County, Colorado",123000,"Dolores County, Colorado",19110
"G0800350","2008-2012",,,"Colorado","08","Douglas County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Douglas County, Colorado",335300,"Douglas County, Colorado",3150
"G0800370","2008-2012",,,"Colorado","08","Eagle County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Eagle County, Colorado",491500,"Eagle County, Colorado",27461
"G0800390","2008-2012",,,"Colorado","08","Elbert County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Elbert County, Colorado",334400,"Elbert County, Colorado",9885
"G0800410","2008-2012",,,"Colorado","08","El Paso County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"El Paso County, Colorado",217500,"El Paso County, Colorado",2042
"G0800430","2008-2012",,,"Colorado","08","Fremont County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fremont County, Colorado",161100,"Fremont County, Colorado",4206
"G0800450","2008-2012",,,"Colorado","08","Garfield County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Garfield County, Colorado",323100,"Garfield County, Colorado",19542
"G0800470","2008-2012",,,"Colorado","08","Gilpin County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gilpin County, Colorado",295800,"Gilpin County, Colorado",34236
"G0800490","2008-2012",,,"Colorado","08","Grand County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Grand County, Colorado",282200,"Grand County, Colorado",20671
"G0800510","2008-2012",,,"Colorado","08","Gunnison County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gunnison County, Colorado",327400,"Gunnison County, Colorado",28563
"G0800530","2008-2012",,,"Colorado","08","Hinsdale County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hinsdale County, Colorado",252700,"Hinsdale County, Colorado",48294
"G0800550","2008-2012",,,"Colorado","08","Huerfano County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Huerfano County, Colorado",159100,"Huerfano County, Colorado",23429
"G0800570","2008-2012",,,"Colorado","08","Jackson County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jackson County, Colorado",121800,"Jackson County, Colorado",20217
"G0800590","2008-2012",,,"Colorado","08","Jefferson County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, Colorado",260800,"Jefferson County, Colorado",1792
"G0800610","2008-2012",,,"Colorado","08","Kiowa County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kiowa County, Colorado",76100,"Kiowa County, Colorado",11953
"G0800630","2008-2012",,,"Colorado","08","Kit Carson County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kit Carson County, Colorado",118400,"Kit Carson County, Colorado",10730
"G0800650","2008-2012",,,"Colorado","08","Lake County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lake County, Colorado",163800,"Lake County, Colorado",9985
"G0800670","2008-2012",,,"Colorado","08","La Plata County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"La Plata County, Colorado",336800,"La Plata County, Colorado",8482
