GISJOIN,YEAR,STATE,STATEFP,STATENH,COUNTY,COUNTYFP,COUNTYNH,NAME,AB2AA,AB2AAM
G0500850,2000,Arkansas,5,50,Lonoke County,85,850,Lonoke County,46173,
G0500870,2000,Arkansas,5,50,Madison County,87,870,Madison County,32910,
G0500890,2000,Arkansas,5,50,Marion County,89,890,Marion County,32181,
G0500910,2000,Arkansas,5,50,Miller County,91,910,Miller County,36665,
G0500930,2000,Arkansas,5,50,Mississippi County,93,930,Mississippi County,32648,
G0500950,2000,Arkansas,5,50,Monroe County,95,950,Monroe County,28915,
G0500970,2000,Arkansas,5,50,Montgomery County,97,970,Montgomery County,32769,
G0500990,2000,Arkansas,5,50,Nevada County,99,990,Nevada County,33095,
G0501010,2000,Arkansas,5,50,Newton County,101,1010,Newton County,30134,
G0501030,2000,Arkansas,5,50,Ouachita County,103,1030,Ouachita County,35736,
G0501050,2000,Arkansas,5,50,Perry County,105,1050,Perry County,37170,
G0501070,2000,Arkansas,5,50,Phillips County,107,1070,Phillips County,26570,
G0501090,2000,Arkansas,5,50,Pike County,109,1090,Pike County,32883,
G0501110,2000,Arkansas,5,50,Poinsett County,111,1110,Poinsett County,32257,
G0501130,2000,Arkansas,5,50,Polk County,113,1130,Polk County,31379,
G0501150,2000,Arkansas,5,50,Pope County,115,1150,Pope County,39055,
G0501170,2000,Arkansas,5,50,Prairie County,117,1170,Prairie County,36131,
G0501190,2000,Arkansas,5,50,Pulaski County,119,1190,Pulaski County,46523,
G0501210,2000,Arkansas,5,50,Randolph County,121,1210,Randolph County,33535,
G0501230,2000,Arkansas,5,50,St. Francis County,123,1230,St. Francis County,30324,
G0501250,2000,Arkansas,5,50,Saline County,125,1250,Saline County,48717,
G0501270,2000,Arkansas,5,50,Scott County,127,1270,Scott County,30311,
G0501290,2000,Arkansas,5,50,Searcy County,129,1290,Searcy County,27580,
G0501310,2000,Arkansas,5,50,Sebastian County,131,1310,Sebastian County,41303,
G0501330,2000,Arkansas,5,50,Sevier County,133,1330,Sevier County,34560,
G0501350,2000,Arkansas,5,50,Sharp County,135,1350,Sharp County,29691,
G0501370,2000,Arkansas,5,50,Stone County,137,1370,Stone County,28009,
G0501390,2000,Arkansas,5,50,Union County,139,1390,Union County,36805,
G0501410,2000,Arkansas,5,50,Van Buren County,141,1410,Van Buren County,32284,
G0501430,2000,Arkansas,5,50,Washington County,143,1430,Washington County,42795,
G0501450,2000,Arkansas,5,50,White County,145,1450,White County,38782,
G0501470,2000,Arkansas,5,50,Woodruff County,147,1470,Woodruff County,27824,
G0501490,2000,Arkansas,5,50,Yell County,149,1490,Yell County,33409,
G0600010,2000,California,6,60,Alameda County,1,10,Alameda County,65857,
G0600030,2000,California,6,60,Alpine County,3,30,Alpine County,50250,
G0600050,2000,California,6,60,Amador County,5,50,Amador County,51226,
G0600070,2000,California,6,60,Butte County,7,70,Butte County,41010,
G0600090,2000,California,6,60,Calaveras County,9,90,Calaveras County,47379,
G0600110,2000,California,6,60,Colusa County,11,110,Colusa County,40138,
G0600130,2000,California,6,60,Contra Costa County,13,130,Contra Costa County,73039,
G0600150,2000,California,6,60,Del Norte County,15,150,Del Norte County,36056,
G0600170,2000,California,6,60,El Dorado County,17,170,El Dorado County,60250,
G0600190,2000,California,6,60,Fresno County,19,190,Fresno County,38455,
G0600210,2000,California,6,60,Glenn County,21,210,Glenn County,37023,
G0600230,2000,California,6,60,Humboldt County,23,230,Humboldt County,39370,
G0600250,2000,California,6,60,Imperial County,25,250,Imperial County,35226,
G0600270,2000,California,6,60,Inyo County,27,270,Inyo County,44970,
G0600290,2000,California,6,60,Kern County,29,290,Kern County,39403,
G0600310,2000,California,6,60,Kings County,31,310,Kings County,38111,
G0600330,2000,California,6,60,Lake County,33,330,Lake County,35818,
G0600350,2000,California,6,60,Lassen County,35,350,Lassen County,43398,
G0600370,2000,California,6,60,Los Angeles County,37,370,Los Angeles County,46452,
G0600390,2000,California,6,60,Madera County,39,390,Madera County,39226,
G0600410,2000,California,6,60,Marin County,41,410,Marin County,88934,
G0600430,2000,California,6,60,Mariposa County,43,430,Mariposa County,42655,
G0600450,2000,California,6,60,Mendocino County,45,450,Mendocino County,42168,
G0600470,2000,California,6,60,Merced County,47,470,Merced County,38009,
G0600490,2000,California,6,60,Modoc County,49,490,Modoc County,35978,
G0600510,2000,California,6,60,Mono County,51,510,Mono County,50487,
G0600530,2000,California,6,60,Monterey County,53,530,Monterey County,51169,
G0600550,2000,California,6,60,Napa County,55,550,Napa County,61410,
G0600570,2000,California,6,60,Nevada County,57,570,Nevada County,52697,
G0600590,2000,California,6,60,Orange County,59,590,Orange County,64611,
G0600610,2000,California,6,60,Placer County,61,610,Placer County,65858,
G0600630,2000,California,6,60,Plumas County,63,630,Plumas County,46119,
G0600650,2000,California,6,60,Riverside County,65,650,Riverside County,48409,
G0600670,2000,California,6,60,Sacramento County,67,670,Sacramento County,50717,
G0600690,2000,California,6,60,San Benito County,69,690,San Benito County,60665,
G0600710,2000,California,6,60,San Bernardino County,71,710,San Bernardino County,46574,
G0600730,2000,California,6,60,San Diego County,73,730,San Diego County,53438,
G0600750,2000,California,6,60,San Francisco County,75,750,San Francisco County,63545,
G0600770,2000,California,6,60,San Joaquin County,77,770,San Joaquin County,46919,
G0600790,2000,California,6,60,San Luis Obispo County,79,790,San Luis Obispo County,52447,
G0600810,2000,California,6,60,San Mateo County,81,810,San Mateo County,80737,
G0600830,2000,California,6,60,Santa Barbara County,83,830,Santa Barbara County,54042,
G0600850,2000,California,6,60,Santa Clara County,85,850,Santa Clara County,81717,
G0600870,2000,California,6,60,Santa Cruz County,87,870,Santa Cruz County,61941,
G0600890,2000,California,6,60,Shasta County,89,890,Shasta County,40491,
G0600910,2000,California,6,60,Sierra County,91,910,Sierra County,42756,
G0600930,2000,California,6,60,Siskiyou County,93,930,Siskiyou County,36890,
G0600950,2000,California,6,60,Solano County,95,950,Solano County,60597,
G0600970,2000,California,6,60,Sonoma County,97,970,Sonoma County,61921,
G0600990,2000,California,6,60,Stanislaus County,99,990,Stanislaus County,44703,
G0601010,2000,California,6,60,Sutter County,101,1010,Sutter County,44330,
G0601030,2000,California,6,60,Tehama County,103,1030,Tehama County,37277,
G0601050,2000,California,6,60,Trinity County,105,1050,Trinity County,34343,
G0601070,2000,California,6,60,Tulare County,107,1070,Tulare County,36297,
G0601090,2000,California,6,60,Tuolumne County,109,1090,Tuolumne County,44327,
G0601110,2000,California,6,60,Ventura County,111,1110,Ventura County,65285,
G0601130,2000,California,6,60,Yolo County,113,1130,Yolo County,51623,
G0601150,2000,California,6,60,Yuba County,115,1150,Yuba County,34103,
G0800010,2000,Colorado,8,80,Adams County,1,10,Adams County,52517,
G0800030,2000,Colorado,8,80,Alamosa County,3,30,Alamosa County,38389,
G0800050,2000,Colorado,8,80,Arapahoe County,5,50,Arapahoe County,63875,
G0800070,2000,Colorado,8,80,Archuleta County,7,70,Archuleta County,43259,
G0800090,2000,Colorado,8,80,Baca County,9,90,Baca County,34018,
G0800110,2000,Colorado,8,80,Bent County,11,110,Bent County,34096,
G0800130,2000,Colorado,8,80,Boulder County,13,130,Boulder County,70572,
G0800150,2000,Colorado,8,80,Chaffee County,15,150,Chaffee County,42043,
G0800170,2000,Colorado,8,80,Cheyenne County,17,170,Cheyenne County,44394,
G0800190,2000,Colorado,8,80,Clear Creek County,19,190,Clear Creek County,61400,
G0800210,2000,Colorado,8,80,Conejos County,21,210,Conejos County,29066,
G0800230,2000,Colorado,8,80,Costilla County,23,230,Costilla County,25509,
G0800250,2000,Colorado,8,80,Crowley County,25,250,Crowley County,32162,
G0800270,2000,Colorado,8,80,Custer County,27,270,Custer County,41198,
G0800290,2000,Colorado,8,80,Delta County,29,290,Delta County,37748,
G0800310,2000,Colorado,8,80,Denver County,31,310,Denver County,48195,
G0800330,2000,Colorado,8,80,Dolores County,33,330,Dolores County,38000,
G0800350,2000,Colorado,8,80,Douglas County,35,350,Douglas County,88482,
G0800370,2000,Colorado,8,80,Eagle County,37,370,Eagle County,68226,
G0800390,2000,Colorado,8,80,Elbert County,39,390,Elbert County,66740,
G0800410,2000,Colorado,8,80,El Paso County,41,410,El Paso County,53995,
G0800430,2000,Colorado,8,80,Fremont County,43,430,Fremont County,42303,
G0800450,2000,Colorado,8,80,Garfield County,45,450,Garfield County,53840,
G0800470,2000,Colorado,8,80,Gilpin County,47,470,Gilpin County,61859,
G0800490,2000,Colorado,8,80,Grand County,49,490,Grand County,55217,
G0800510,2000,Colorado,8,80,Gunnison County,51,510,Gunnison County,51950,
G0800530,2000,Colorado,8,80,Hinsdale County,53,530,Hinsdale County,42159,
G0800550,2000,Colorado,8,80,Huerfano County,55,550,Huerfano County,32664,
G0800570,2000,Colorado,8,80,Jackson County,57,570,Jackson County,37361,
G0800590,2000,Colorado,8,80,Jefferson County,59,590,Jefferson County,67310,
G0800610,2000,Colorado,8,80,Kiowa County,61,610,Kiowa County,35536,
G0800630,2000,Colorado,8,80,Kit Carson County,63,630,Kit Carson County,41867,
G0800650,2000,Colorado,8,80,Lake County,65,650,Lake County,41652,
G0800670,2000,Colorado,8,80,La Plata County,67,670,La Plata County,50446,
G0800690,2000,Colorado,8,80,Larimer County,69,690,Larimer County,58866,
G0800710,2000,Colorado,8,80,Las Animas County,71,710,Las Animas County,34072,
G0800730,2000,Colorado,8,80,Lincoln County,73,730,Lincoln County,39738,
G0800750,2000,Colorado,8,80,Logan County,75,750,Logan County,42241,
G0800770,2000,Colorado,8,80,Mesa County,77,770,Mesa County,43009,
G0800790,2000,Colorado,8,80,Mineral County,79,790,Mineral County,40833,
G0800810,2000,Colorado,8,80,Moffat County,81,810,Moffat County,45511,
G0800830,2000,Colorado,8,80,Montezuma County,83,830,Montezuma County,38071,
G0800850,2000,Colorado,8,80,Montrose County,85,850,Montrose County,40849,
G0800870,2000,Colorado,8,80,Morgan County,87,870,Morgan County,39102,
G0800890,2000,Colorado,8,80,Otero County,89,890,Otero County,35906,
G0800910,2000,Colorado,8,80,Ouray County,91,910,Ouray County,49776,
G0800930,2000,Colorado,8,80,Park County,93,930,Park County,57025,
G0800950,2000,Colorado,8,80,Phillips County,95,950,Phillips County,38144,
G0800970,2000,Colorado,8,80,Pitkin County,97,970,Pitkin County,75048,
G0800990,2000,Colorado,8,80,Prowers County,99,990,Prowers County,34202,
G0801010,2000,Colorado,8,80,Pueblo County,101,1010,Pueblo County,40130,
G0801030,2000,Colorado,8,80,Rio Blanco County,103,1030,Rio Blanco County,44425,
G0801050,2000,Colorado,8,80,Rio Grande County,105,1050,Rio Grande County,36809,
G0801070,2000,Colorado,8,80,Routt County,107,1070,Routt County,61927,
G0801090,2000,Colorado,8,80,Saguache County,109,1090,Saguache County,29405,
G0801110,2000,Colorado,8,80,San Juan County,111,1110,San Juan County,40000,
G0801130,2000,Colorado,8,80,San Miguel County,113,1130,San Miguel County,60417,
G0801150,2000,Colorado,8,80,Sedgwick County,115,1150,Sedgwick County,33953,
G0801170,2000,Colorado,8,80,Summit County,117,1170,Summit County,66914,
G0801190,2000,Colorado,8,80,Teller County,119,1190,Teller County,57071,
G0801210,2000,Colorado,8,80,Washington County,121,1210,Washington County,37287,
G0801230,2000,Colorado,8,80,Weld County,123,1230,Weld County,49569,
G0801250,2000,Colorado,8,80,Yuma County,125,1250,Yuma County,39814,
G0900010,2000,Connecticut,9,90,Fairfield County,1,10,Fairfield County,77690,
G0900030,2000,Connecticut,9,90,Hartford County,3,30,Hartford County,62144,
G0900050,2000,Connecticut,9,90,Litchfield County,5,50,Litchfield County,66445,
G0900070,2000,Connecticut,9,90,Middlesex County,7,70,Middlesex County,71319,
G0900090,2000,Connecticut,9,90,New Haven County,9,90,New Haven County,60549,
G0900110,2000,Connecticut,9,90,New London County,11,110,New London County,59857,
G0900130,2000,Connecticut,9,90,Tolland County,13,130,Tolland County,70856,
G0900150,2000,Connecticut,9,90,Windham County,15,150,Windham County,52490,
G1000010,2000,Delaware,10,100,Kent County,1,10,Kent County,46504,
G1000030,2000,Delaware,10,100,New Castle County,3,30,New Castle County,62144,
G1000050,2000,Delaware,10,100,Sussex County,5,50,Sussex County,45203,
G1100010,2000,District Of Columbia,11,110,District of Columbia,1,10,District of Columbia,46283,
G1200010,2000,Florida,12,120,Alachua County,1,10,Alachua County,46587,
G1200030,2000,Florida,12,120,Baker County,3,30,Baker County,43503,
G1200050,2000,Florida,12,120,Bay County,5,50,Bay County,42729,
G1200070,2000,Florida,12,120,Bradford County,7,70,Bradford County,39123,
G1200090,2000,Florida,12,120,Brevard County,9,90,Brevard County,47571,
G1200110,2000,Florida,12,120,Broward County,11,110,Broward County,50531,
G1200130,2000,Florida,12,120,Calhoun County,13,130,Calhoun County,32848,
G1200150,2000,Florida,12,120,Charlotte County,15,150,Charlotte County,42653,
G1200170,2000,Florida,12,120,Citrus County,17,170,Citrus County,36711,
G1200190,2000,Florida,12,120,Clay County,19,190,Clay County,53814,
G1200210,2000,Florida,12,120,Collier County,21,210,Collier County,54816,
G1200230,2000,Florida,12,120,Columbia County,23,230,Columbia County,35927,
G1200270,2000,Florida,12,120,DeSoto County,27,270,DeSoto County,34726,
G1200290,2000,Florida,12,120,Dixie County,29,290,Dixie County,31157,
G1200310,2000,Florida,12,120,Duval County,31,310,Duval County,47689,
G1200330,2000,Florida,12,120,Escambia County,33,330,Escambia County,41708,
G1200350,2000,Florida,12,120,Flagler County,35,350,Flagler County,45502,
G1200370,2000,Florida,12,120,Franklin County,37,370,Franklin County,31157,
G1200390,2000,Florida,12,120,Gadsden County,39,390,Gadsden County,36238,
G1200410,2000,Florida,12,120,Gilchrist County,41,410,Gilchrist County,34485,
G1200430,2000,Florida,12,120,Glades County,43,430,Glades County,34223,
G1200450,2000,Florida,12,120,Gulf County,45,450,Gulf County,36289,
G1200470,2000,Florida,12,120,Hamilton County,47,470,Hamilton County,30677,
G1200490,2000,Florida,12,120,Hardee County,49,490,Hardee County,32487,
G1200510,2000,Florida,12,120,Hendry County,51,510,Hendry County,34902,
G1200530,2000,Florida,12,120,Hernando County,53,530,Hernando County,37509,
G1200550,2000,Florida,12,120,Highlands County,55,550,Highlands County,35647,
G1200570,2000,Florida,12,120,Hillsborough County,57,570,Hillsborough County,48223,
G1200590,2000,Florida,12,120,Holmes County,59,590,Holmes County,34286,
G1200610,2000,Florida,12,120,Indian River County,61,610,Indian River County,46385,
G1200630,2000,Florida,12,120,Jackson County,63,630,Jackson County,36404,
G1200650,2000,Florida,12,120,Jefferson County,65,650,Jefferson County,40407,
G1200670,2000,Florida,12,120,Lafayette County,67,670,Lafayette County,35020,
G1200690,2000,Florida,12,120,Lake County,69,690,Lake County,42577,
G1200710,2000,Florida,12,120,Lee County,71,710,Lee County,46430,
G1200730,2000,Florida,12,120,Leon County,73,730,Leon County,52962,
G1200750,2000,Florida,12,120,Levy County,75,750,Levy County,30899,
G1200770,2000,Florida,12,120,Liberty County,77,770,Liberty County,34244,
G1200790,2000,Florida,12,120,Madison County,79,790,Madison County,31753,
G1200810,2000,Florida,12,120,Manatee County,81,810,Manatee County,46576,
G1200830,2000,Florida,12,120,Marion County,83,830,Marion County,37473,
G1200850,2000,Florida,12,120,Martin County,85,850,Martin County,53244,
G1200860,2000,Florida,12,120,Miami-Dade County,86,860,Miami-Dade County,40260,
G1200870,2000,Florida,12,120,Monroe County,87,870,Monroe County,50734,
G1200890,2000,Florida,12,120,Nassau County,89,890,Nassau County,52477,
G1200910,2000,Florida,12,120,Okaloosa County,91,910,Okaloosa County,47711,
G1200930,2000,Florida,12,120,Okeechobee County,93,930,Okeechobee County,35163,
G1200950,2000,Florida,12,120,Orange County,95,950,Orange County,47159,
G1200970,2000,Florida,12,120,Osceola County,97,970,Osceola County,42061,
G1200990,2000,Florida,12,120,Palm Beach County,99,990,Palm Beach County,53701,
G1201010,2000,Florida,12,120,Pasco County,101,1010,Pasco County,39568,
G1201030,2000,Florida,12,120,Pinellas County,103,1030,Pinellas County,46925,
G1201050,2000,Florida,12,120,Polk County,105,1050,Polk County,41442,
G1201070,2000,Florida,12,120,Putnam County,107,1070,Putnam County,34499,
G1201090,2000,Florida,12,120,St. Johns County,109,1090,St. Johns County,59153,
G1201110,2000,Florida,12,120,St. Lucie County,111,1110,St. Lucie County,41381,
G1201130,2000,Florida,12,120,Santa Rosa County,113,1130,Santa Rosa County,46929,
G1201150,2000,Florida,12,120,Sarasota County,115,1150,Sarasota County,50111,
G1201170,2000,Florida,12,120,Seminole County,117,1170,Seminole County,56895,
G1201190,2000,Florida,12,120,Sumter County,119,1190,Sumter County,36999,
G1201210,2000,Florida,12,120,Suwannee County,121,1210,Suwannee County,34032,
G1201230,2000,Florida,12,120,Taylor County,123,1230,Taylor County,35061,
G1201250,2000,Florida,12,120,Union County,125,1250,Union County,37516,
G1201270,2000,Florida,12,120,Volusia County,127,1270,Volusia County,41767,
G1201290,2000,Florida,12,120,Wakulla County,129,1290,Wakulla County,42222,
G1201310,2000,Florida,12,120,Walton County,131,1310,Walton County,37663,
G1201330,2000,Florida,12,120,Washington County,133,1330,Washington County,33057,
G1300010,2000,Georgia,13,130,Appling County,1,10,Appling County,34890,
G1300030,2000,Georgia,13,130,Atkinson County,3,30,Atkinson County,32688,
G1300050,2000,Georgia,13,130,Bacon County,5,50,Bacon County,32579,
G1300070,2000,Georgia,13,130,Baker County,7,70,Baker County,36438,
G1300090,2000,Georgia,13,130,Baldwin County,9,90,Baldwin County,42736,
G1300110,2000,Georgia,13,130,Banks County,11,110,Banks County,43136,
G1300130,2000,Georgia,13,130,Barrow County,13,130,Barrow County,49722,
G1300150,2000,Georgia,13,130,Bartow County,15,150,Bartow County,49198,
G1300170,2000,Georgia,13,130,Ben Hill County,17,170,Ben Hill County,33023,
G1300190,2000,Georgia,13,130,Berrien County,19,190,Berrien County,34643,
G1300210,2000,Georgia,13,130,Bibb County,21,210,Bibb County,43479,
G1300230,2000,Georgia,13,130,Bleckley County,23,230,Bleckley County,41095,
G1300250,2000,Georgia,13,130,Brantley County,25,250,Brantley County,35534,
G1300270,2000,Georgia,13,130,Brooks County,27,270,Brooks County,32382,
G1300290,2000,Georgia,13,130,Bryan County,29,290,Bryan County,53680,
G1300310,2000,Georgia,13,130,Bulloch County,31,310,Bulloch County,42199,
G1300330,2000,Georgia,13,130,Burke County,33,330,Burke County,31660,
G1300350,2000,Georgia,13,130,Butts County,35,350,Butts County,44937,
G1300370,2000,Georgia,13,130,Calhoun County,37,370,Calhoun County,31019,
G1300390,2000,Georgia,13,130,Camden County,39,390,Camden County,45005,
G1300430,2000,Georgia,13,130,Candler County,43,430,Candler County,30705,
G1300450,2000,Georgia,13,130,Carroll County,45,450,Carroll County,44642,
G1300470,2000,Georgia,13,130,Catoosa County,47,470,Catoosa County,45710,
G1300490,2000,Georgia,13,130,Charlton County,49,490,Charlton County,33364,
G1300510,2000,Georgia,13,130,Chatham County,51,510,Chatham County,46125,
G1300530,2000,Georgia,13,130,Chattahoochee County,53,530,Chattahoochee County,38313,
G1300550,2000,Georgia,13,130,Chattooga County,55,550,Chattooga County,36230,
G1300570,2000,Georgia,13,130,Cherokee County,57,570,Cherokee County,66419,
G1300590,2000,Georgia,13,130,Clarke County,59,590,Clarke County,41607,
G1300610,2000,Georgia,13,130,Clay County,61,610,Clay County,27837,
G1300630,2000,Georgia,13,130,Clayton County,63,630,Clayton County,46782,
G1300650,2000,Georgia,13,130,Clinch County,65,650,Clinch County,31755,
G1300670,2000,Georgia,13,130,Cobb County,67,670,Cobb County,67649,
G1300690,2000,Georgia,13,130,Coffee County,69,690,Coffee County,35936,
G1300710,2000,Georgia,13,130,Colquitt County,71,710,Colquitt County,34792,
G1300730,2000,Georgia,13,130,Columbia County,73,730,Columbia County,61232,
G1300750,2000,Georgia,13,130,Cook County,75,750,Cook County,31820,
G1300770,2000,Georgia,13,130,Coweta County,77,770,Coweta County,58750,
G1300790,2000,Georgia,13,130,Crawford County,79,790,Crawford County,41799,
G1300810,2000,Georgia,13,130,Crisp County,81,810,Crisp County,32747,
G1300830,2000,Georgia,13,130,Dade County,83,830,Dade County,39481,
G1300850,2000,Georgia,13,130,Dawson County,85,850,Dawson County,52320,
G1300870,2000,Georgia,13,130,Decatur County,87,870,Decatur County,32635,
G1300890,2000,Georgia,13,130,DeKalb County,89,890,DeKalb County,54018,
G1300910,2000,Georgia,13,130,Dodge County,91,910,Dodge County,34718,
G1300930,2000,Georgia,13,130,Dooly County,93,930,Dooly County,35337,
G1300950,2000,Georgia,13,130,Dougherty County,95,950,Dougherty County,36655,
G1300970,2000,Georgia,13,130,Douglas County,97,970,Douglas County,54082,
G1300990,2000,Georgia,13,130,Early County,99,990,Early County,31215,
G1301010,2000,Georgia,13,130,Echols County,101,1010,Echols County,27700,
G1301030,2000,Georgia,13,130,Effingham County,103,1030,Effingham County,50351,
G1301050,2000,Georgia,13,130,Elbert County,105,1050,Elbert County,34276,
G1301070,2000,Georgia,13,130,Emanuel County,107,1070,Emanuel County,31113,
G1301090,2000,Georgia,13,130,Evans County,109,1090,Evans County,31074,
G1301110,2000,Georgia,13,130,Fannin County,111,1110,Fannin County,35258,
G1301130,2000,Georgia,13,130,Fayette County,113,1130,Fayette County,78853,
G1301150,2000,Georgia,13,130,Floyd County,115,1150,Floyd County,42302,
G1301170,2000,Georgia,13,130,Forsyth County,117,1170,Forsyth County,74003,
G1301190,2000,Georgia,13,130,Franklin County,119,1190,Franklin County,38463,
G1301210,2000,Georgia,13,130,Fulton County,121,1210,Fulton County,58143,
G1301230,2000,Georgia,13,130,Gilmer County,123,1230,Gilmer County,38863,
G1301250,2000,Georgia,13,130,Glascock County,125,1250,Glascock County,36629,
G1301270,2000,Georgia,13,130,Glynn County,127,1270,Glynn County,46984,
G1301290,2000,Georgia,13,130,Gordon County,129,1290,Gordon County,43184,
G1301310,2000,Georgia,13,130,Grady County,131,1310,Grady County,34253,
G1301330,2000,Georgia,13,130,Greene County,133,1330,Greene County,39794,
G1301350,2000,Georgia,13,130,Gwinnett County,135,1350,Gwinnett County,66693,
G1301370,2000,Georgia,13,130,Habersham County,137,1370,Habersham County,42235,
G1301390,2000,Georgia,13,130,Hall County,139,1390,Hall County,50100,
G1301410,2000,Georgia,13,130,Hancock County,141,1410,Hancock County,27232,
G1301430,2000,Georgia,13,130,Haralson County,143,1430,Haralson County,38373,
G1301450,2000,Georgia,13,130,Harris County,145,1450,Harris County,54834,
G1301470,2000,Georgia,13,130,Hart County,147,1470,Hart County,39600,
G1301490,2000,Georgia,13,130,Heard County,149,1490,Heard County,39306,
G1301510,2000,Georgia,13,130,Henry County,151,1510,Henry County,61607,
G1301530,2000,Georgia,13,130,Houston County,153,1530,Houston County,50384,
G1301550,2000,Georgia,13,130,Irwin County,155,1550,Irwin County,35234,
G1301570,2000,Georgia,13,130,Jackson County,157,1570,Jackson County,46211,
G1301590,2000,Georgia,13,130,Jasper County,159,1590,Jasper County,43271,
G1301610,2000,Georgia,13,130,Jeff Davis County,161,1610,Jeff Davis County,30930,
G1301630,2000,Georgia,13,130,Jefferson County,163,1630,Jefferson County,31380,
G1301650,2000,Georgia,13,130,Jenkins County,165,1650,Jenkins County,29539,
G1301670,2000,Georgia,13,130,Johnson County,167,1670,Johnson County,29663,
G1301690,2000,Georgia,13,130,Jones County,169,1690,Jones County,48966,
G1301710,2000,Georgia,13,130,Lamar County,171,1710,Lamar County,43481,
G1301730,2000,Georgia,13,130,Lanier County,173,1730,Lanier County,34512,
G1301750,2000,Georgia,13,130,Laurens County,175,1750,Laurens County,38586,
G1301770,2000,Georgia,13,130,Lee County,177,1770,Lee County,53132,
G1301790,2000,Georgia,13,130,Liberty County,179,1790,Liberty County,35031,
G1301810,2000,Georgia,13,130,Lincoln County,181,1810,Lincoln County,36657,
G1301830,2000,Georgia,13,130,Long County,183,1830,Long County,32473,
G1301850,2000,Georgia,13,130,Lowndes County,185,1850,Lowndes County,41580,
G1301870,2000,Georgia,13,130,Lumpkin County,187,1870,Lumpkin County,46368,
G1301890,2000,Georgia,13,130,McDuffie County,189,1890,McDuffie County,38235,
G1301910,2000,Georgia,13,130,McIntosh County,191,1910,McIntosh County,34363,
G1301930,2000,Georgia,13,130,Macon County,193,1930,Macon County,29402,
G1301950,2000,Georgia,13,130,Madison County,195,1950,Madison County,42189,
G1301970,2000,Georgia,13,130,Marion County,197,1970,Marion County,31928,
G1301990,2000,Georgia,13,130,Meriwether County,199,1990,Meriwether County,37931,
G1302010,2000,Georgia,13,130,Miller County,201,2010,Miller County,31866,
G1302050,2000,Georgia,13,130,Mitchell County,205,2050,Mitchell County,31262,
G1302070,2000,Georgia,13,130,Monroe County,207,2070,Monroe County,51093,
G1302090,2000,Georgia,13,130,Montgomery County,209,2090,Montgomery County,38418,
G1302110,2000,Georgia,13,130,Morgan County,211,2110,Morgan County,46146,
G1302130,2000,Georgia,13,130,Murray County,213,2130,Murray County,42155,
G1302150,2000,Georgia,13,130,Muscogee County,215,2150,Muscogee County,41244,
G1302170,2000,Georgia,13,130,Newton County,217,2170,Newton County,49748,
G1302190,2000,Georgia,13,130,Oconee County,219,2190,Oconee County,61502,
G1302210,2000,Georgia,13,130,Oglethorpe County,221,2210,Oglethorpe County,41443,
G1302230,2000,Georgia,13,130,Paulding County,223,2230,Paulding County,56039,
G1302250,2000,Georgia,13,130,Peach County,225,2250,Peach County,41570,
G1302270,2000,Georgia,13,130,Pickens County,227,2270,Pickens County,47123,
G1302290,2000,Georgia,13,130,Pierce County,229,2290,Pierce County,35903,
G1302310,2000,Georgia,13,130,Pike County,231,2310,Pike County,49798,
G1302330,2000,Georgia,13,130,Polk County,233,2330,Polk County,37847,
G1302350,2000,Georgia,13,130,Pulaski County,235,2350,Pulaski County,38924,
G1302370,2000,Georgia,13,130,Putnam County,237,2370,Putnam County,43262,
G1302390,2000,Georgia,13,130,Quitman County,239,2390,Quitman County,30691,
G1302410,2000,Georgia,13,130,Rabun County,241,2410,Rabun County,39992,
G1302430,2000,Georgia,13,130,Randolph County,243,2430,Randolph County,30278,
G1302450,2000,Georgia,13,130,Richmond County,245,2450,Richmond County,38509,
G1302470,2000,Georgia,13,130,Rockdale County,247,2470,Rockdale County,60065,
G1302490,2000,Georgia,13,130,Schley County,249,2490,Schley County,36215,
G1302510,2000,Georgia,13,130,Screven County,251,2510,Screven County,34753,
G1302530,2000,Georgia,13,130,Seminole County,253,2530,Seminole County,33221,
G1302550,2000,Georgia,13,130,Spalding County,255,2550,Spalding County,41631,
G1302570,2000,Georgia,13,130,Stephens County,257,2570,Stephens County,35660,
G1302590,2000,Georgia,13,130,Stewart County,259,2590,Stewart County,29611,
G1302610,2000,Georgia,13,130,Sumter County,261,2610,Sumter County,35379,
G1302630,2000,Georgia,13,130,Talbot County,263,2630,Talbot County,35208,
G1302650,2000,Georgia,13,130,Taliaferro County,265,2650,Taliaferro County,27800,
G1302670,2000,Georgia,13,130,Tattnall County,267,2670,Tattnall County,35951,
G1302690,2000,Georgia,13,130,Taylor County,269,2690,Taylor County,30000,
G1302710,2000,Georgia,13,130,Telfair County,271,2710,Telfair County,32513,
G1302730,2000,Georgia,13,130,Terrell County,273,2730,Terrell County,31693,
G1302750,2000,Georgia,13,130,Thomas County,275,2750,Thomas County,39239,
G1302770,2000,Georgia,13,130,Tift County,277,2770,Tift County,39083,
G1302790,2000,Georgia,13,130,Toombs County,279,2790,Toombs County,34478,
G1302810,2000,Georgia,13,130,Towns County,281,2810,Towns County,37295,
G1302830,2000,Georgia,13,130,Treutlen County,283,2830,Treutlen County,32762,
G1302850,2000,Georgia,13,130,Troup County,285,2850,Troup County,41891,
G1302870,2000,Georgia,13,130,Turner County,287,2870,Turner County,31445,
