GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITS,ANRCA,CBSAA,CSAA,METDIVA,MEMI,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,UR,PCI,PUMA5A,GEOID,BTTRA,BTBGA,NAME_E,ALY3E001,ALY3E002,ALY3E003,ALY3E004,ALY3E005,ALY3E006,ALY3E007,NAME_M,ALY3M001,ALY3M002,ALY3M003,ALY3M004,ALY3M005,ALY3M006,ALY3M007
"G1901570","2015-2019","IA",,,"Iowa","19","Poweshiek County","157",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19157",,,"Poweshiek County, Iowa",15182,10000,10000,9602,398,0,5182,"Poweshiek County, Iowa",63,227,227,264,124,16,219
"G1901590","2015-2019","IA",,,"Iowa","19","Ringgold County","159",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19159",,,"Ringgold County, Iowa",3915,2310,2310,2203,107,0,1605,"Ringgold County, Iowa",33,87,87,97,40,10,80
"G1901610","2015-2019","IA",,,"Iowa","19","Sac County","161",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19161",,,"Sac County, Iowa",7857,5156,5156,5024,132,0,2701,"Sac County, Iowa",48,137,137,153,45,14,125
"G1901630","2015-2019","IA",,,"Iowa","19","Scott County","163",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19163",,,"Scott County, Iowa",135857,88116,87948,84565,3383,168,47741,"Scott County, Iowa",319,1217,1225,1211,463,68,1175
"G1901650","2015-2019","IA",,,"Iowa","19","Shelby County","165",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19165",,,"Shelby County, Iowa",9377,6333,6333,6197,136,0,3044,"Shelby County, Iowa",65,198,198,207,52,16,195
"G1901670","2015-2019","IA",,,"Iowa","19","Sioux County","167",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19167",,,"Sioux County, Iowa",26326,19288,19250,18732,518,38,7038,"Sioux County, Iowa",127,307,309,332,143,37,310
"G1901690","2015-2019","IA",,,"Iowa","19","Story County","169",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19169",,,"Story County, Iowa",82659,53930,53872,51453,2419,58,28729,"Story County, Iowa",141,910,912,956,407,41,890
"G1901710","2015-2019","IA",,,"Iowa","19","Tama County","171",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19171",,,"Tama County, Iowa",13458,8757,8757,8459,298,0,4701,"Tama County, Iowa",75,175,175,187,61,16,173
"G1901730","2015-2019","IA",,,"Iowa","19","Taylor County","173",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19173",,,"Taylor County, Iowa",4880,3094,3094,2982,112,0,1786,"Taylor County, Iowa",42,83,83,87,36,14,77
"G1901750","2015-2019","IA",,,"Iowa","19","Union County","175",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19175",,,"Union County, Iowa",9887,6426,6426,6143,283,0,3461,"Union County, Iowa",59,198,198,203,90,16,201
"G1901770","2015-2019","IA",,,"Iowa","19","Van Buren County","177",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19177",,,"Van Buren County, Iowa",5663,3219,3219,3051,168,0,2444,"Van Buren County, Iowa",60,128,128,159,60,14,120
"G1901790","2015-2019","IA",,,"Iowa","19","Wapello County","179",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19179",,,"Wapello County, Iowa",27993,17397,17397,16377,1020,0,10596,"Wapello County, Iowa",119,454,454,518,206,21,456
"G1901810","2015-2019","IA",,,"Iowa","19","Warren County","181",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19181",,,"Warren County, Iowa",39191,27220,27172,26361,811,48,11971,"Warren County, Iowa",125,487,487,519,156,35,505
"G1901830","2015-2019","IA",,,"Iowa","19","Washington County","183",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19183",,,"Washington County, Iowa",17354,11684,11673,11307,366,11,5670,"Washington County, Iowa",88,319,320,321,99,13,322
"G1901850","2015-2019","IA",,,"Iowa","19","Wayne County","185",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19185",,,"Wayne County, Iowa",5013,2847,2847,2799,48,0,2166,"Wayne County, Iowa",35,102,102,101,24,14,95
"G1901870","2015-2019","IA",,,"Iowa","19","Webster County","187",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19187",,,"Webster County, Iowa",29811,17500,17482,16772,710,18,12311,"Webster County, Iowa",112,439,440,479,143,19,453
"G1901890","2015-2019","IA",,,"Iowa","19","Winnebago County","189",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19189",,,"Winnebago County, Iowa",8537,5669,5669,5477,192,0,2868,"Winnebago County, Iowa",68,173,173,177,64,16,161
"G1901910","2015-2019","IA",,,"Iowa","19","Winneshiek County","191",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19191",,,"Winneshiek County, Iowa",17014,11915,11913,11678,235,2,5099,"Winneshiek County, Iowa",95,280,281,278,67,4,287
"G1901930","2015-2019","IA",,,"Iowa","19","Woodbury County","193",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19193",,,"Woodbury County, Iowa",78592,54364,54287,51942,2345,77,24228,"Woodbury County, Iowa",186,705,704,735,366,53,713
"G1901950","2015-2019","IA",,,"Iowa","19","Worth County","195",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19195",,,"Worth County, Iowa",6074,4075,4075,3889,186,0,1999,"Worth County, Iowa",31,109,109,131,71,14,110
"G1901970","2015-2019","IA",,,"Iowa","19","Wright County","197",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19197",,,"Wright County, Iowa",9979,5929,5929,5738,191,0,4050,"Wright County, Iowa",90,218,218,226,76,16,200
"G2000010","2015-2019","KS",,,"Kansas","20","Allen County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20001",,,"Allen County, Kansas",10080,6155,6153,5873,280,2,3925,"Allen County, Kansas",46,288,288,307,91,5,286
"G2000030","2015-2019","KS",,,"Kansas","20","Anderson County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20003",,,"Anderson County, Kansas",6033,3505,3488,3368,120,17,2528,"Anderson County, Kansas",70,163,166,174,70,26,168
"G2000050","2015-2019","KS",,,"Kansas","20","Atchison County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20005",,,"Atchison County, Kansas",12806,8019,8016,7792,224,3,4787,"Atchison County, Kansas",100,334,335,345,92,5,339
"G2000070","2015-2019","KS",,,"Kansas","20","Barber County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20007",,,"Barber County, Kansas",3640,2182,2182,2127,55,0,1458,"Barber County, Kansas",106,143,143,144,32,10,126
"G2000090","2015-2019","KS",,,"Kansas","20","Barton County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20009",,,"Barton County, Kansas",20859,13809,13809,13276,533,0,7050,"Barton County, Kansas",106,377,377,388,143,19,394
"G2000110","2015-2019","KS",,,"Kansas","20","Bourbon County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20011",,,"Bourbon County, Kansas",11219,6571,6566,6412,154,5,4648,"Bourbon County, Kansas",93,296,296,303,58,8,285
"G2000130","2015-2019","KS",,,"Kansas","20","Brown County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20013",,,"Brown County, Kansas",7491,4740,4735,4575,160,5,2751,"Brown County, Kansas",54,165,166,173,64,7,167
"G2000150","2015-2019","KS",,,"Kansas","20","Butler County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20015",,,"Butler County, Kansas",51717,32386,32227,31016,1211,159,19331,"Butler County, Kansas",175,531,505,506,242,89,541
"G2000170","2015-2019","KS",,,"Kansas","20","Chase County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20017",,,"Chase County, Kansas",2108,1163,1163,1111,52,0,945,"Chase County, Kansas",46,78,78,82,27,10,62
"G2000190","2015-2019","KS",,,"Kansas","20","Chautauqua County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20019",,,"Chautauqua County, Kansas",2658,1463,1463,1364,99,0,1195,"Chautauqua County, Kansas",35,88,88,95,33,10,79
"G2000210","2015-2019","KS",,,"Kansas","20","Cherokee County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20021",,,"Cherokee County, Kansas",15998,8955,8955,8566,389,0,7043,"Cherokee County, Kansas",138,377,377,409,146,19,375
"G2000230","2015-2019","KS",,,"Kansas","20","Cheyenne County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20023",,,"Cheyenne County, Kansas",2162,1293,1293,1269,24,0,869,"Cheyenne County, Kansas",18,72,72,75,18,10,76
"G2000250","2015-2019","KS",,,"Kansas","20","Clark County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20025",,,"Clark County, Kansas",1564,1003,1003,988,15,0,561,"Clark County, Kansas",60,76,76,77,12,10,63
"G2000270","2015-2019","KS",,,"Kansas","20","Clay County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20027",,,"Clay County, Kansas",6347,4034,3954,3848,106,80,2313,"Clay County, Kansas",93,209,213,241,74,44,201
"G2000290","2015-2019","KS",,,"Kansas","20","Cloud County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20029",,,"Cloud County, Kansas",7121,4566,4566,4377,189,0,2555,"Cloud County, Kansas",78,230,230,209,87,15,206
"G2000310","2015-2019","KS",,,"Kansas","20","Coffey County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20031",,,"Coffey County, Kansas",6718,4305,4304,4126,178,1,2413,"Coffey County, Kansas",52,145,144,146,55,3,152
"G2000330","2015-2019","KS",,,"Kansas","20","Comanche County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20033",,,"Comanche County, Kansas",1420,954,954,925,29,0,466,"Comanche County, Kansas",104,99,99,99,20,10,79
"G2000350","2015-2019","KS",,,"Kansas","20","Cowley County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20035",,,"Cowley County, Kansas",27828,16286,16261,15488,773,25,11542,"Cowley County, Kansas",109,379,379,401,170,38,409
"G2000370","2015-2019","KS",,,"Kansas","20","Crawford County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20037",,,"Crawford County, Kansas",31401,19518,19487,18488,999,31,11883,"Crawford County, Kansas",109,455,452,488,186,30,482
"G2000390","2015-2019","KS",,,"Kansas","20","Decatur County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20039",,,"Decatur County, Kansas",2360,1410,1410,1387,23,0,950,"Decatur County, Kansas",30,94,94,95,18,10,86
"G2000410","2015-2019","KS",,,"Kansas","20","Dickinson County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20041",,,"Dickinson County, Kansas",14890,9414,9346,8958,388,68,5476,"Dickinson County, Kansas",86,262,257,272,93,39,245
"G2000430","2015-2019","KS",,,"Kansas","20","Doniphan County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20043",,,"Doniphan County, Kansas",6380,3964,3942,3841,101,22,2416,"Doniphan County, Kansas",58,148,147,154,42,21,147
"G2000450","2015-2019","KS",,,"Kansas","20","Douglas County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20045",,,"Douglas County, Kansas",100418,71344,71171,68190,2981,173,29074,"Douglas County, Kansas",217,1183,1195,1404,635,110,1152
"G2000470","2015-2019","KS",,,"Kansas","20","Edwards County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20047",,,"Edwards County, Kansas",2288,1450,1450,1416,34,0,838,"Edwards County, Kansas",27,86,86,85,23,10,77
"G2000490","2015-2019","KS",,,"Kansas","20","Elk County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20049",,,"Elk County, Kansas",2063,1025,1025,967,58,0,1038,"Elk County, Kansas",18,66,66,67,24,10,66
"G2000510","2015-2019","KS",,,"Kansas","20","Ellis County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20051",,,"Ellis County, Kansas",22974,16589,16584,16115,469,5,6385,"Ellis County, Kansas",180,433,430,470,163,11,431
"G2000530","2015-2019","KS",,,"Kansas","20","Ellsworth County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20053",,,"Ellsworth County, Kansas",5231,2800,2783,2686,97,17,2431,"Ellsworth County, Kansas",55,222,208,200,30,28,249
"G2000550","2015-2019","KS",,,"Kansas","20","Finney County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20055",,,"Finney County, Kansas",26626,19408,19385,18616,769,23,7218,"Finney County, Kansas",143,436,437,444,201,40,453
"G2000570","2015-2019","KS",,,"Kansas","20","Ford County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20057",,,"Ford County, Kansas",24920,17678,17641,16617,1024,37,7242,"Ford County, Kansas",184,459,465,544,282,57,470
"G2000590","2015-2019","KS",,,"Kansas","20","Franklin County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20059",,,"Franklin County, Kansas",20200,13248,13226,12732,494,22,6952,"Franklin County, Kansas",86,363,367,410,156,30,364
"G2000610","2015-2019","KS",,,"Kansas","20","Geary County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20061",,,"Geary County, Kansas",24234,17715,12569,12001,568,5146,6519,"Geary County, Kansas",135,467,524,543,159,404,494
"G2000630","2015-2019","KS",,,"Kansas","20","Gove County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20063",,,"Gove County, Kansas",2124,1309,1309,1288,21,0,815,"Gove County, Kansas",74,92,92,96,13,10,64
"G2000650","2015-2019","KS",,,"Kansas","20","Graham County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20065",,,"Graham County, Kansas",2055,1251,1251,1229,22,0,804,"Graham County, Kansas",17,68,68,70,20,10,68
"G2000670","2015-2019","KS",,,"Kansas","20","Grant County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20067",,,"Grant County, Kansas",5362,3737,3684,3438,246,53,1625,"Grant County, Kansas",98,275,268,295,153,76,285
"G2000690","2015-2019","KS",,,"Kansas","20","Gray County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20069",,,"Gray County, Kansas",4467,3242,3242,3158,84,0,1225,"Gray County, Kansas",48,88,88,91,43,15,79
"G2000710","2015-2019","KS",,,"Kansas","20","Greeley County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20071",,,"Greeley County, Kansas",915,583,583,583,0,0,332,"Greeley County, Kansas",78,67,67,67,10,10,57
"G2000730","2015-2019","KS",,,"Kansas","20","Greenwood County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20073",,,"Greenwood County, Kansas",4962,2962,2944,2875,69,18,2000,"Greenwood County, Kansas",19,130,130,134,27,22,132
"G2000750","2015-2019","KS",,,"Kansas","20","Hamilton County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20075",,,"Hamilton County, Kansas",1942,1240,1240,1231,9,0,702,"Hamilton County, Kansas",94,128,128,127,9,10,107
"G2000770","2015-2019","KS",,,"Kansas","20","Harper County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20077",,,"Harper County, Kansas",4377,2516,2516,2371,145,0,1861,"Harper County, Kansas",35,104,104,104,60,15,105
"G2000790","2015-2019","KS",,,"Kansas","20","Harvey County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20079",,,"Harvey County, Kansas",27155,17624,17621,17037,584,3,9531,"Harvey County, Kansas",196,520,521,516,193,5,527
"G2000810","2015-2019","KS",,,"Kansas","20","Haskell County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20081",,,"Haskell County, Kansas",3013,1999,1979,1916,63,20,1014,"Haskell County, Kansas",37,103,103,106,39,27,101
"G2000830","2015-2019","KS",,,"Kansas","20","Hodgeman County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20083",,,"Hodgeman County, Kansas",1533,1025,1025,989,36,0,508,"Hodgeman County, Kansas",109,102,102,93,28,10,80
"G2000850","2015-2019","KS",,,"Kansas","20","Jackson County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20085",,,"Jackson County, Kansas",10308,6416,6414,6081,333,2,3892,"Jackson County, Kansas",67,192,192,229,106,3,187
"G2000870","2015-2019","KS",,,"Kansas","20","Jefferson County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20087",,,"Jefferson County, Kansas",15139,9816,9805,9450,355,11,5323,"Jefferson County, Kansas",75,250,250,245,99,12,265
"G2000890","2015-2019","KS",,,"Kansas","20","Jewell County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20089",,,"Jewell County, Kansas",2394,1247,1247,1220,27,0,1147,"Jewell County, Kansas",32,77,77,74,22,10,87
"G2000910","2015-2019","KS",,,"Kansas","20","Johnson County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20091",,,"Johnson County, Kansas",462774,332554,332189,322681,9508,365,130220,"Johnson County, Kansas",522,1933,1918,2047,668,145,1951
"G2000930","2015-2019","KS",,,"Kansas","20","Kearny County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20093",,,"Kearny County, Kansas",2891,1696,1696,1659,37,0,1195,"Kearny County, Kansas",51,125,125,125,34,10,117
"G2000950","2015-2019","KS",,,"Kansas","20","Kingman County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20095",,,"Kingman County, Kansas",5882,3753,3753,3576,177,0,2129,"Kingman County, Kansas",46,151,151,161,76,15,158
"G2000970","2015-2019","KS",,,"Kansas","20","Kiowa County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20097",,,"Kiowa County, Kansas",2007,1250,1250,1212,38,0,757,"Kiowa County, Kansas",25,89,89,86,25,10,96
"G2000990","2015-2019","KS",,,"Kansas","20","Labette County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20099",,,"Labette County, Kansas",15855,9844,9844,9518,326,0,6011,"Labette County, Kansas",67,312,312,295,99,19,316
"G2001010","2015-2019","KS",,,"Kansas","20","Lane County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20101",,,"Lane County, Kansas",1247,887,887,864,23,0,360,"Lane County, Kansas",91,85,85,78,23,10,55
"G2001030","2015-2019","KS",,,"Kansas","20","Leavenworth County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20103",,,"Leavenworth County, Kansas",63772,39464,37185,35647,1538,2279,24308,"Leavenworth County, Kansas",197,723,767,788,266,326,737
"G2001050","2015-2019","KS",,,"Kansas","20","Lincoln County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20105",,,"Lincoln County, Kansas",2434,1490,1490,1440,50,0,944,"Lincoln County, Kansas",29,75,75,79,28,10,78
"G2001070","2015-2019","KS",,,"Kansas","20","Linn County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20107",,,"Linn County, Kansas",7761,4486,4486,4302,184,0,3275,"Linn County, Kansas",50,157,157,169,80,15,171
"G2001090","2015-2019","KS",,,"Kansas","20","Logan County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20109",,,"Logan County, Kansas",2213,1454,1449,1425,24,5,759,"Logan County, Kansas",30,69,70,69,19,7,74
"G2001110","2015-2019","KS",,,"Kansas","20","Lyon County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20111",,,"Lyon County, Kansas",26599,18358,18327,17330,997,31,8241,"Lyon County, Kansas",113,475,470,522,264,33,453
"G2001130","2015-2019","KS",,,"Kansas","20","McPherson County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20113",,,"McPherson County, Kansas",22965,15177,15125,14832,293,52,7788,"McPherson County, Kansas",101,318,321,319,107,50,333
"G2001150","2015-2019","KS",,,"Kansas","20","Marion County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20115",,,"Marion County, Kansas",9692,5938,5936,5726,210,2,3754,"Marion County, Kansas",53,181,181,187,59,3,186
"G2001170","2015-2019","KS",,,"Kansas","20","Marshall County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20117",,,"Marshall County, Kansas",7677,5050,5017,4854,163,33,2627,"Marshall County, Kansas",55,126,126,139,67,30,118
"G2001190","2015-2019","KS",,,"Kansas","20","Meade County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20119",,,"Meade County, Kansas",3251,2130,2130,2103,27,0,1121,"Meade County, Kansas",69,108,108,110,24,10,100
"G2001210","2015-2019","KS",,,"Kansas","20","Miami County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20121",,,"Miami County, Kansas",26236,17206,17140,16663,477,66,9030,"Miami County, Kansas",128,481,505,544,196,78,485
"G2001230","2015-2019","KS",,,"Kansas","20","Mitchell County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20123",,,"Mitchell County, Kansas",4914,2829,2829,2728,101,0,2085,"Mitchell County, Kansas",56,207,207,218,58,15,216
"G2001250","2015-2019","KS",,,"Kansas","20","Montgomery County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20125",,,"Montgomery County, Kansas",25588,15262,15262,14494,768,0,10326,"Montgomery County, Kansas",140,425,425,434,161,22,417
"G2001270","2015-2019","KS",,,"Kansas","20","Morris County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20127",,,"Morris County, Kansas",4495,2791,2786,2719,67,5,1704,"Morris County, Kansas",41,127,126,129,35,7,123
"G2001290","2015-2019","KS",,,"Kansas","20","Morton County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20129",,,"Morton County, Kansas",2183,1180,1180,1150,30,0,1003,"Morton County, Kansas",70,112,112,119,26,10,122
"G2001310","2015-2019","KS",,,"Kansas","20","Nemaha County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20131",,,"Nemaha County, Kansas",7809,5359,5359,5292,67,0,2450,"Nemaha County, Kansas",42,163,163,165,33,16,151
"G2001330","2015-2019","KS",,,"Kansas","20","Neosho County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20133",,,"Neosho County, Kansas",12649,7563,7563,7207,356,0,5086,"Neosho County, Kansas",83,331,331,373,131,16,346
"G2001350","2015-2019","KS",,,"Kansas","20","Ness County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20135",,,"Ness County, Kansas",2315,1408,1408,1389,19,0,907,"Ness County, Kansas",46,83,83,83,12,10,83
"G2001370","2015-2019","KS",,,"Kansas","20","Norton County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20137",,,"Norton County, Kansas",4453,2379,2379,2350,29,0,2074,"Norton County, Kansas",88,186,186,185,23,15,203
"G2001390","2015-2019","KS",,,"Kansas","20","Osage County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20139",,,"Osage County, Kansas",12660,7851,7796,7406,390,55,4809,"Osage County, Kansas",67,228,229,250,97,41,220
"G2001410","2015-2019","KS",,,"Kansas","20","Osborne County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20141",,,"Osborne County, Kansas",2864,1780,1780,1751,29,0,1084,"Osborne County, Kansas",45,131,131,132,21,10,113
"G2001430","2015-2019","KS",,,"Kansas","20","Ottawa County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20143",,,"Ottawa County, Kansas",4705,3003,2998,2927,71,5,1702,"Ottawa County, Kansas",52,126,126,130,35,7,147
"G2001450","2015-2019","KS",,,"Kansas","20","Pawnee County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20145",,,"Pawnee County, Kansas",5576,2761,2761,2694,67,0,2815,"Pawnee County, Kansas",142,258,258,275,60,15,288
"G2001470","2015-2019","KS",,,"Kansas","20","Phillips County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20147",,,"Phillips County, Kansas",4291,2697,2697,2621,76,0,1594,"Phillips County, Kansas",34,117,117,124,38,15,118
"G2001490","2015-2019","KS",,,"Kansas","20","Pottawatomie County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20149",,,"Pottawatomie County, Kansas",17684,11800,11555,11216,339,245,5884,"Pottawatomie County, Kansas",141,341,395,410,123,116,345
"G2001510","2015-2019","KS",,,"Kansas","20","Pratt County","151",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20151",,,"Pratt County, Kansas",7271,4740,4655,4493,162,85,2531,"Pratt County, Kansas",47,192,236,240,78,106,193
"G2001530","2015-2019","KS",,,"Kansas","20","Rawlins County","153",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20153",,,"Rawlins County, Kansas",2042,1276,1276,1255,21,0,766,"Rawlins County, Kansas",40,72,72,74,18,10,73
"G2001550","2015-2019","KS",,,"Kansas","20","Reno County","155",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20155",,,"Reno County, Kansas",50085,30759,30720,29344,1376,39,19326,"Reno County, Kansas",125,531,535,559,266,26,555
"G2001570","2015-2019","KS",,,"Kansas","20","Republic County","157",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20157",,,"Republic County, Kansas",3821,2302,2302,2264,38,0,1519,"Republic County, Kansas",58,122,122,123,19,10,105
"G2001590","2015-2019","KS",,,"Kansas","20","Rice County","159",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20159",,,"Rice County, Kansas",7699,4924,4924,4715,209,0,2775,"Rice County, Kansas",64,197,197,216,91,15,183
"G2001610","2015-2019","KS",,,"Kansas","20","Riley County","161",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20161",,,"Riley County, Kansas",63661,45004,38632,36374,2258,6372,18657,"Riley County, Kansas",164,920,938,997,345,453,916
