GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITS,ANRCA,CBSAA,CSAA,METDIVA,MEMI,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,UR,PCI,PUMA5A,GEOID,BTTRA,BTBGA,NAME_E,ALY3E001,ALY3E002,ALY3E003,ALY3E004,ALY3E005,ALY3E006,ALY3E007,NAME_M,ALY3M001,ALY3M002,ALY3M003,ALY3M004,ALY3M005,ALY3M006,ALY3M007
"G4803470","2015-2019","TX",,,"Texas","48","Nacogdoches County","347",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48347",,,"Nacogdoches County, Texas",51544,30497,30497,27834,2663,0,21047,"Nacogdoches County, Texas",192,649,649,781,424,32,697
"G4803490","2015-2019","TX",,,"Texas","48","Navarro County","349",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48349",,,"Navarro County, Texas",37608,22745,22738,21085,1653,7,14863,"Navarro County, Texas",186,609,610,576,338,11,597
"G4803510","2015-2019","TX",,,"Texas","48","Newton County","351",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48351",,,"Newton County, Texas",11542,5789,5759,5156,603,30,5753,"Newton County, Texas",93,373,370,402,187,33,374
"G4803530","2015-2019","TX",,,"Texas","48","Nolan County","353",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48353",,,"Nolan County, Texas",11487,6739,6739,6279,460,0,4748,"Nolan County, Texas",68,275,275,297,165,21,285
"G4803550","2015-2019","TX",,,"Texas","48","Nueces County","355",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48355",,,"Nueces County, Texas",282358,176695,175046,165051,9995,1649,105663,"Nueces County, Texas",453,1720,1721,1900,932,287,1843
"G4803570","2015-2019","TX",,,"Texas","48","Ochiltree County","357",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48357",,,"Ochiltree County, Texas",7423,4923,4923,4645,278,0,2500,"Ochiltree County, Texas",47,247,247,274,124,21,252
"G4803590","2015-2019","TX",,,"Texas","48","Oldham County","359",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48359",,,"Oldham County, Texas",1481,954,954,941,13,0,527,"Oldham County, Texas",156,128,128,128,12,14,90
"G4803610","2015-2019","TX",,,"Texas","48","Orange County","361",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48361",,,"Orange County, Texas",65598,39672,39653,37674,1979,19,25926,"Orange County, Texas",176,802,803,844,279,22,818
"G4803630","2015-2019","TX",,,"Texas","48","Palo Pinto County","363",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48363",,,"Palo Pinto County, Texas",22579,12702,12702,11763,939,0,9877,"Palo Pinto County, Texas",138,474,474,489,215,25,460
"G4803650","2015-2019","TX",,,"Texas","48","Panola County","365",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48365",,,"Panola County, Texas",18398,10054,10044,9547,497,10,8344,"Panola County, Texas",117,452,451,447,230,17,438
"G4803670","2015-2019","TX",,,"Texas","48","Parker County","367",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48367",,,"Parker County, Texas",104742,65719,65485,62395,3090,234,39023,"Parker County, Texas",269,1101,1117,1115,393,117,1139
"G4803690","2015-2019","TX",,,"Texas","48","Parmer County","369",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48369",,,"Parmer County, Texas",7187,4463,4458,4374,84,5,2724,"Parmer County, Texas",84,220,221,225,42,11,218
"G4803710","2015-2019","TX",,,"Texas","48","Pecos County","371",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48371",,,"Pecos County, Texas",12289,6284,6275,6122,153,9,6005,"Pecos County, Texas",107,460,461,478,79,15,461
"G4803730","2015-2019","TX",,,"Texas","48","Polk County","373",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48373",,,"Polk County, Texas",40205,20383,20381,18869,1512,2,19822,"Polk County, Texas",143,886,885,889,290,3,890
"G4803750","2015-2019","TX",,,"Texas","48","Potter County","375",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48375",,,"Potter County, Texas",90103,53700,53614,51766,1848,86,36403,"Potter County, Texas",205,779,786,832,321,66,773
"G4803770","2015-2019","TX",,,"Texas","48","Presidio County","377",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48377",,,"Presidio County, Texas",5311,2755,2755,2460,295,0,2556,"Presidio County, Texas",206,387,387,381,157,19,333
"G4803790","2015-2019","TX",,,"Texas","48","Rains County","379",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48379",,,"Rains County, Texas",9781,5214,5214,5002,212,0,4567,"Rains County, Texas",108,325,325,345,98,21,327
"G4803810","2015-2019","TX",,,"Texas","48","Randall County","381",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48381",,,"Randall County, Texas",105121,72862,72741,70231,2510,121,32259,"Randall County, Texas",282,1044,1042,1101,471,86,1055
"G4803830","2015-2019","TX",,,"Texas","48","Reagan County","383",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48383",,,"Reagan County, Texas",2615,1770,1770,1669,101,0,845,"Reagan County, Texas",113,136,136,138,73,14,146
"G4803850","2015-2019","TX",,,"Texas","48","Real County","385",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48385",,,"Real County, Texas",2630,1141,1141,1125,16,0,1489,"Real County, Texas",143,166,166,165,20,14,172
"G4803870","2015-2019","TX",,,"Texas","48","Red River County","387",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48387",,,"Red River County, Texas",10121,5362,5362,5012,350,0,4759,"Red River County, Texas",76,269,269,272,133,21,277
"G4803890","2015-2019","TX",,,"Texas","48","Reeves County","389",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48389",,,"Reeves County, Texas",12484,6496,6496,5913,583,0,5988,"Reeves County, Texas",94,547,547,518,277,21,560
"G4803910","2015-2019","TX",,,"Texas","48","Refugio County","391",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48391",,,"Refugio County, Texas",5658,2974,2974,2770,204,0,2684,"Refugio County, Texas",49,152,152,169,77,19,158
"G4803930","2015-2019","TX",,,"Texas","48","Roberts County","393",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48393",,,"Roberts County, Texas",648,364,364,357,7,0,284,"Roberts County, Texas",87,61,61,60,8,14,62
"G4803950","2015-2019","TX",,,"Texas","48","Robertson County","395",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48395",,,"Robertson County, Texas",13382,7918,7913,7385,528,5,5464,"Robertson County, Texas",91,391,390,396,202,8,384
"G4803970","2015-2019","TX",,,"Texas","48","Rockwall County","397",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48397",,,"Rockwall County, Texas",73948,50298,50230,48291,1939,68,23650,"Rockwall County, Texas",283,886,886,913,306,76,927
"G4803990","2015-2019","TX",,,"Texas","48","Runnels County","399",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48399",,,"Runnels County, Texas",8185,4554,4552,4438,114,2,3631,"Runnels County, Texas",67,207,207,217,60,4,217
"G4804010","2015-2019","TX",,,"Texas","48","Rusk County","401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48401",,,"Rusk County, Texas",42888,22857,22821,21176,1645,36,20031,"Rusk County, Texas",117,647,653,718,305,49,620
"G4804030","2015-2019","TX",,,"Texas","48","Sabine County","403",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48403",,,"Sabine County, Texas",8808,3420,3420,3122,298,0,5388,"Sabine County, Texas",57,257,257,266,81,21,271
"G4804050","2015-2019","TX",,,"Texas","48","San Augustine County","405",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48405",,,"San Augustine County, Texas",6872,3014,3014,2799,215,0,3858,"San Augustine County, Texas",62,254,254,238,78,19,253
"G4804070","2015-2019","TX",,,"Texas","48","San Jacinto County","407",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48407",,,"San Jacinto County, Texas",22375,10999,10999,10300,699,0,11376,"San Jacinto County, Texas",216,771,771,722,247,25,806
"G4804090","2015-2019","TX",,,"Texas","48","San Patricio County","409",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48409",,,"San Patricio County, Texas",50973,30208,30075,28539,1536,133,20765,"San Patricio County, Texas",177,662,664,651,268,77,677
"G4804110","2015-2019","TX",,,"Texas","48","San Saba County","411",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48411",,,"San Saba County, Texas",4920,2598,2588,2538,50,10,2322,"San Saba County, Texas",56,190,192,189,40,14,214
"G4804130","2015-2019","TX",,,"Texas","48","Schleicher County","413",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48413",,,"Schleicher County, Texas",2277,1493,1490,1327,163,3,784,"Schleicher County, Texas",40,105,106,139,93,7,100
"G4804150","2015-2019","TX",,,"Texas","48","Scurry County","415",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48415",,,"Scurry County, Texas",13222,7169,7169,6880,289,0,6053,"Scurry County, Texas",127,333,333,395,144,21,365
"G4804170","2015-2019","TX",,,"Texas","48","Shackelford County","417",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48417",,,"Shackelford County, Texas",2615,1588,1588,1504,84,0,1027,"Shackelford County, Texas",26,147,147,151,43,14,140
"G4804190","2015-2019","TX",,,"Texas","48","Shelby County","419",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48419",,,"Shelby County, Texas",19445,10452,10452,9650,802,0,8993,"Shelby County, Texas",145,477,477,544,256,25,452
"G4804210","2015-2019","TX",,,"Texas","48","Sherman County","421",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48421",,,"Sherman County, Texas",2468,1577,1577,1563,14,0,891,"Sherman County, Texas",152,131,131,133,20,14,118
"G4804230","2015-2019","TX",,,"Texas","48","Smith County","423",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48423",,,"Smith County, Texas",177448,107802,107668,101856,5812,134,69646,"Smith County, Texas",381,1737,1736,1724,783,100,1794
"G4804250","2015-2019","TX",,,"Texas","48","Somervell County","425",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48425",,,"Somervell County, Texas",7081,3825,3825,3667,158,0,3256,"Somervell County, Texas",77,359,359,353,109,19,357
"G4804270","2015-2019","TX",,,"Texas","48","Starr County","427",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48427",,,"Starr County, Texas",45233,25831,25831,22056,3775,0,19402,"Starr County, Texas",222,821,821,737,594,32,862
"G4804290","2015-2019","TX",,,"Texas","48","Stephens County","429",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48429",,,"Stephens County, Texas",7457,3986,3986,3725,261,0,3471,"Stephens County, Texas",84,266,266,282,84,19,275
"G4804310","2015-2019","TX",,,"Texas","48","Sterling County","431",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48431",,,"Sterling County, Texas",907,643,643,631,12,0,264,"Sterling County, Texas",99,91,91,88,18,14,77
"G4804330","2015-2019","TX",,,"Texas","48","Stonewall County","433",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48433",,,"Stonewall County, Texas",1113,652,650,633,17,2,461,"Stonewall County, Texas",93,92,92,92,13,3,77
"G4804350","2015-2019","TX",,,"Texas","48","Sutton County","435",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48435",,,"Sutton County, Texas",2895,1893,1893,1752,141,0,1002,"Sutton County, Texas",155,187,187,184,69,14,161
"G4804370","2015-2019","TX",,,"Texas","48","Swisher County","437",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48437",,,"Swisher County, Texas",5819,2954,2954,2783,171,0,2865,"Swisher County, Texas",35,268,268,254,69,19,267
"G4804390","2015-2019","TX",,,"Texas","48","Tarrant County","439",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48439",,,"Tarrant County, Texas",1568856,1069433,1067061,1017012,50049,2372,499423,"Tarrant County, Texas",1201,4243,4293,4490,2269,468,4123
"G4804410","2015-2019","TX",,,"Texas","48","Taylor County","441",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48441",,,"Taylor County, Texas",106389,69751,65648,63441,2207,4103,36638,"Taylor County, Texas",228,1239,1168,1137,358,559,1308
"G4804430","2015-2019","TX",,,"Texas","48","Terrell County","443",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48443",,,"Terrell County, Texas",777,360,360,357,3,0,417,"Terrell County, Texas",186,123,123,123,5,14,132
"G4804450","2015-2019","TX",,,"Texas","48","Terry County","445",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48445",,,"Terry County, Texas",9489,5342,5342,4849,493,0,4147,"Terry County, Texas",71,306,306,288,155,21,303
"G4804470","2015-2019","TX",,,"Texas","48","Throckmorton County","447",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48447",,,"Throckmorton County, Texas",1237,718,718,684,34,0,519,"Throckmorton County, Texas",101,89,89,87,27,14,67
"G4804490","2015-2019","TX",,,"Texas","48","Titus County","449",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48449",,,"Titus County, Texas",24181,15235,15235,14466,769,0,8946,"Titus County, Texas",119,424,424,418,168,29,430
"G4804510","2015-2019","TX",,,"Texas","48","Tom Green County","451",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48451",,,"Tom Green County, Texas",92733,59823,56717,54481,2236,3106,32910,"Tom Green County, Texas",246,1096,1120,1109,412,402,1039
"G4804530","2015-2019","TX",,,"Texas","48","Travis County","453",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48453",,,"Travis County, Texas",985208,716144,715550,688232,27318,594,269064,"Travis County, Texas",790,3082,3037,3059,1267,223,3003
"G4804550","2015-2019","TX",,,"Texas","48","Trinity County","455",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48455",,,"Trinity County, Texas",11985,5514,5514,5117,397,0,6471,"Trinity County, Texas",84,331,331,344,129,21,317
"G4804570","2015-2019","TX",,,"Texas","48","Tyler County","457",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48457",,,"Tyler County, Texas",17905,7640,7640,6600,1040,0,10265,"Tyler County, Texas",80,550,550,546,335,25,534
"G4804590","2015-2019","TX",,,"Texas","48","Upshur County","459",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48459",,,"Upshur County, Texas",32443,18192,18192,17221,971,0,14251,"Upshur County, Texas",131,623,623,627,255,29,614
"G4804610","2015-2019","TX",,,"Texas","48","Upton County","461",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48461",,,"Upton County, Texas",2842,1506,1506,1428,78,0,1336,"Upton County, Texas",116,118,118,138,51,14,125
"G4804630","2015-2019","TX",,,"Texas","48","Uvalde County","463",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48463",,,"Uvalde County, Texas",20669,11831,11814,11188,626,17,8838,"Uvalde County, Texas",154,595,593,581,280,26,600
"G4804650","2015-2019","TX",,,"Texas","48","Val Verde County","465",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48465",,,"Val Verde County, Texas",36626,21961,20289,19297,992,1672,14665,"Val Verde County, Texas",176,800,768,836,209,251,780
"G4804670","2015-2019","TX",,,"Texas","48","Van Zandt County","467",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48467",,,"Van Zandt County, Texas",44007,23405,23395,22235,1160,10,20602,"Van Zandt County, Texas",134,545,545,587,225,15,563
"G4804690","2015-2019","TX",,,"Texas","48","Victoria County","469",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48469",,,"Victoria County, Texas",71266,44681,44672,42129,2543,9,26585,"Victoria County, Texas",185,778,777,862,414,13,793
"G4804710","2015-2019","TX",,,"Texas","48","Walker County","471",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48471",,,"Walker County, Texas",62588,27203,27172,26268,904,31,35385,"Walker County, Texas",183,1514,1513,1487,242,39,1514
"G4804730","2015-2019","TX",,,"Texas","48","Waller County","473",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48473",,,"Waller County, Texas",40699,24732,24729,23441,1288,3,15967,"Waller County, Texas",237,773,773,784,243,5,747
"G4804750","2015-2019","TX",,,"Texas","48","Ward County","475",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48475",,,"Ward County, Texas",8761,5260,5260,4946,314,0,3501,"Ward County, Texas",101,257,257,277,119,21,272
"G4804770","2015-2019","TX",,,"Texas","48","Washington County","477",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48477",,,"Washington County, Texas",28602,16428,16428,15501,927,0,12174,"Washington County, Texas",254,554,554,631,306,29,645
"G4804790","2015-2019","TX",,,"Texas","48","Webb County","479",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48479",,,"Webb County, Texas",192461,115090,115028,109409,5619,62,77371,"Webb County, Texas",377,1655,1666,1518,586,85,1719
"G4804810","2015-2019","TX",,,"Texas","48","Wharton County","481",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48481",,,"Wharton County, Texas",31992,19113,19113,18127,986,0,12879,"Wharton County, Texas",184,584,584,568,215,29,538
"G4804830","2015-2019","TX",,,"Texas","48","Wheeler County","483",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48483",,,"Wheeler County, Texas",4101,2605,2602,2482,120,3,1496,"Wheeler County, Texas",40,110,111,108,48,4,119
"G4804850","2015-2019","TX",,,"Texas","48","Wichita County","485",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48485",,,"Wichita County, Texas",105181,65017,58628,55764,2864,6389,40164,"Wichita County, Texas",221,1162,1160,1209,448,777,1170
"G4804870","2015-2019","TX",,,"Texas","48","Wilbarger County","487",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48487",,,"Wilbarger County, Texas",10313,6538,6519,6153,366,19,3775,"Wilbarger County, Texas",84,316,318,354,181,31,317
"G4804890","2015-2019","TX",,,"Texas","48","Willacy County","489",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48489",,,"Willacy County, Texas",16862,8863,8863,7639,1224,0,7999,"Willacy County, Texas",85,485,485,490,285,25,467
"G4804910","2015-2019","TX",,,"Texas","48","Williamson County","491",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48491",,,"Williamson County, Texas",421426,293784,293193,279178,14015,591,127642,"Williamson County, Texas",524,1910,1939,1985,1165,158,1920
"G4804930","2015-2019","TX",,,"Texas","48","Wilson County","493",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48493",,,"Wilson County, Texas",38809,23112,22996,21799,1197,116,15697,"Wilson County, Texas",222,607,599,628,251,86,600
"G4804950","2015-2019","TX",,,"Texas","48","Winkler County","495",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48495",,,"Winkler County, Texas",5815,3475,3475,3346,129,0,2340,"Winkler County, Texas",87,193,193,203,77,19,198
