GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITS,ANRCA,CBSAA,CSAA,METDIVA,MEMI,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,UR,PCI,PUMA5A,GEOID,BTTRA,BTBGA,NAME_E,AL1HE001,NAME_M,AL1HM001
"G5501230","2015-2019","WI",,,"Wisconsin","55","Vernon County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55123",,,"Vernon County, Wisconsin",157200,"Vernon County, Wisconsin",3915
"G5501250","2015-2019","WI",,,"Wisconsin","55","Vilas County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55125",,,"Vilas County, Wisconsin",202900,"Vilas County, Wisconsin",9549
"G5501270","2015-2019","WI",,,"Wisconsin","55","Walworth County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55127",,,"Walworth County, Wisconsin",203400,"Walworth County, Wisconsin",5454
"G5501290","2015-2019","WI",,,"Wisconsin","55","Washburn County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55129",,,"Washburn County, Wisconsin",157400,"Washburn County, Wisconsin",3935
"G5501310","2015-2019","WI",,,"Wisconsin","55","Washington County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55131",,,"Washington County, Wisconsin",236200,"Washington County, Wisconsin",3502
"G5501330","2015-2019","WI",,,"Wisconsin","55","Waukesha County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55133",,,"Waukesha County, Wisconsin",282300,"Waukesha County, Wisconsin",1706
"G5501350","2015-2019","WI",,,"Wisconsin","55","Waupaca County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55135",,,"Waupaca County, Wisconsin",149900,"Waupaca County, Wisconsin",3511
"G5501370","2015-2019","WI",,,"Wisconsin","55","Waushara County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55137",,,"Waushara County, Wisconsin",146100,"Waushara County, Wisconsin",3868
"G5501390","2015-2019","WI",,,"Wisconsin","55","Winnebago County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55139",,,"Winnebago County, Wisconsin",152500,"Winnebago County, Wisconsin",2239
"G5501410","2015-2019","WI",,,"Wisconsin","55","Wood County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55141",,,"Wood County, Wisconsin",131900,"Wood County, Wisconsin",3480
"G5600010","2015-2019","WY",,,"Wyoming","56","Albany County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US56001",,,"Albany County, Wyoming",235000,"Albany County, Wyoming",10169
"G5600030","2015-2019","WY",,,"Wyoming","56","Big Horn County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US56003",,,"Big Horn County, Wyoming",163400,"Big Horn County, Wyoming",8039
"G5600050","2015-2019","WY",,,"Wyoming","56","Campbell County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US56005",,,"Campbell County, Wyoming",222700,"Campbell County, Wyoming",6543
"G5600070","2015-2019","WY",,,"Wyoming","56","Carbon County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US56007",,,"Carbon County, Wyoming",174900,"Carbon County, Wyoming",9437
"G5600090","2015-2019","WY",,,"Wyoming","56","Converse County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US56009",,,"Converse County, Wyoming",206700,"Converse County, Wyoming",11759
"G5600110","2015-2019","WY",,,"Wyoming","56","Crook County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US56011",,,"Crook County, Wyoming",225300,"Crook County, Wyoming",11674
"G5600130","2015-2019","WY",,,"Wyoming","56","Fremont County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US56013",,,"Fremont County, Wyoming",196400,"Fremont County, Wyoming",5619
"G5600150","2015-2019","WY",,,"Wyoming","56","Goshen County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US56015",,,"Goshen County, Wyoming",174000,"Goshen County, Wyoming",10647
"G5600170","2015-2019","WY",,,"Wyoming","56","Hot Springs County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US56017",,,"Hot Springs County, Wyoming",147300,"Hot Springs County, Wyoming",12760
"G5600190","2015-2019","WY",,,"Wyoming","56","Johnson County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US56019",,,"Johnson County, Wyoming",252900,"Johnson County, Wyoming",24078
"G5600210","2015-2019","WY",,,"Wyoming","56","Laramie County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US56021",,,"Laramie County, Wyoming",227900,"Laramie County, Wyoming",5083
"G5600230","2015-2019","WY",,,"Wyoming","56","Lincoln County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US56023",,,"Lincoln County, Wyoming",246400,"Lincoln County, Wyoming",12476
"G5600250","2015-2019","WY",,,"Wyoming","56","Natrona County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US56025",,,"Natrona County, Wyoming",208700,"Natrona County, Wyoming",5138
"G5600270","2015-2019","WY",,,"Wyoming","56","Niobrara County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US56027",,,"Niobrara County, Wyoming",156300,"Niobrara County, Wyoming",19797
"G5600290","2015-2019","WY",,,"Wyoming","56","Park County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US56029",,,"Park County, Wyoming",268500,"Park County, Wyoming",12891
"G5600310","2015-2019","WY",,,"Wyoming","56","Platte County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US56031",,,"Platte County, Wyoming",188500,"Platte County, Wyoming",12480
"G5600330","2015-2019","WY",,,"Wyoming","56","Sheridan County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US56033",,,"Sheridan County, Wyoming",272400,"Sheridan County, Wyoming",9364
"G5600350","2015-2019","WY",,,"Wyoming","56","Sublette County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US56035",,,"Sublette County, Wyoming",275100,"Sublette County, Wyoming",27010
"G5600370","2015-2019","WY",,,"Wyoming","56","Sweetwater County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US56037",,,"Sweetwater County, Wyoming",205600,"Sweetwater County, Wyoming",5593
"G5600390","2015-2019","WY",,,"Wyoming","56","Teton County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US56039",,,"Teton County, Wyoming",866600,"Teton County, Wyoming",61955
"G5600410","2015-2019","WY",,,"Wyoming","56","Uinta County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US56041",,,"Uinta County, Wyoming",175000,"Uinta County, Wyoming",8755
"G5600430","2015-2019","WY",,,"Wyoming","56","Washakie County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US56043",,,"Washakie County, Wyoming",165800,"Washakie County, Wyoming",7747
"G5600450","2015-2019","WY",,,"Wyoming","56","Weston County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US56045",,,"Weston County, Wyoming",166300,"Weston County, Wyoming",18994
"G7200010","2015-2019","PR",,,"Puerto Rico","72","Adjuntas Municipio","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72001",,,"Adjuntas Municipio, Puerto Rico",83700,"Adjuntas Municipio, Puerto Rico",4915
"G7200030","2015-2019","PR",,,"Puerto Rico","72","Aguada Municipio","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72003",,,"Aguada Municipio, Puerto Rico",85300,"Aguada Municipio, Puerto Rico",2524
"G7200050","2015-2019","PR",,,"Puerto Rico","72","Aguadilla Municipio","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72005",,,"Aguadilla Municipio, Puerto Rico",118200,"Aguadilla Municipio, Puerto Rico",5109
"G7200070","2015-2019","PR",,,"Puerto Rico","72","Aguas Buenas Municipio","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72007",,,"Aguas Buenas Municipio, Puerto Rico",116200,"Aguas Buenas Municipio, Puerto Rico",6561
"G7200090","2015-2019","PR",,,"Puerto Rico","72","Aibonito Municipio","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72009",,,"Aibonito Municipio, Puerto Rico",112600,"Aibonito Municipio, Puerto Rico",5543
"G7200110","2015-2019","PR",,,"Puerto Rico","72","Añasco Municipio","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72011",,,"Añasco Municipio, Puerto Rico",87600,"Añasco Municipio, Puerto Rico",3351
"G7200130","2015-2019","PR",,,"Puerto Rico","72","Arecibo Municipio","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72013",,,"Arecibo Municipio, Puerto Rico",95300,"Arecibo Municipio, Puerto Rico",1694
"G7200150","2015-2019","PR",,,"Puerto Rico","72","Arroyo Municipio","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72015",,,"Arroyo Municipio, Puerto Rico",89400,"Arroyo Municipio, Puerto Rico",2029
"G7200170","2015-2019","PR",,,"Puerto Rico","72","Barceloneta Municipio","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72017",,,"Barceloneta Municipio, Puerto Rico",104600,"Barceloneta Municipio, Puerto Rico",5775
"G7200190","2015-2019","PR",,,"Puerto Rico","72","Barranquitas Municipio","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72019",,,"Barranquitas Municipio, Puerto Rico",98900,"Barranquitas Municipio, Puerto Rico",7164
"G7200210","2015-2019","PR",,,"Puerto Rico","72","Bayamón Municipio","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72021",,,"Bayamón Municipio, Puerto Rico",131700,"Bayamón Municipio, Puerto Rico",1337
"G7200230","2015-2019","PR",,,"Puerto Rico","72","Cabo Rojo Municipio","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72023",,,"Cabo Rojo Municipio, Puerto Rico",107500,"Cabo Rojo Municipio, Puerto Rico",4967
"G7200250","2015-2019","PR",,,"Puerto Rico","72","Caguas Municipio","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72025",,,"Caguas Municipio, Puerto Rico",127800,"Caguas Municipio, Puerto Rico",2774
"G7200270","2015-2019","PR",,,"Puerto Rico","72","Camuy Municipio","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72027",,,"Camuy Municipio, Puerto Rico",94400,"Camuy Municipio, Puerto Rico",5163
"G7200290","2015-2019","PR",,,"Puerto Rico","72","Canóvanas Municipio","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72029",,,"Canóvanas Municipio, Puerto Rico",107500,"Canóvanas Municipio, Puerto Rico",5800
"G7200310","2015-2019","PR",,,"Puerto Rico","72","Carolina Municipio","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72031",,,"Carolina Municipio, Puerto Rico",139900,"Carolina Municipio, Puerto Rico",2131
"G7200330","2015-2019","PR",,,"Puerto Rico","72","Cataño Municipio","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72033",,,"Cataño Municipio, Puerto Rico",117700,"Cataño Municipio, Puerto Rico",3496
"G7200350","2015-2019","PR",,,"Puerto Rico","72","Cayey Municipio","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72035",,,"Cayey Municipio, Puerto Rico",117200,"Cayey Municipio, Puerto Rico",4890
"G7200370","2015-2019","PR",,,"Puerto Rico","72","Ceiba Municipio","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72037",,,"Ceiba Municipio, Puerto Rico",92000,"Ceiba Municipio, Puerto Rico",2849
"G7200390","2015-2019","PR",,,"Puerto Rico","72","Ciales Municipio","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72039",,,"Ciales Municipio, Puerto Rico",88600,"Ciales Municipio, Puerto Rico",3488
"G7200410","2015-2019","PR",,,"Puerto Rico","72","Cidra Municipio","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72041",,,"Cidra Municipio, Puerto Rico",117100,"Cidra Municipio, Puerto Rico",5597
"G7200430","2015-2019","PR",,,"Puerto Rico","72","Coamo Municipio","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72043",,,"Coamo Municipio, Puerto Rico",90700,"Coamo Municipio, Puerto Rico",4693
"G7200450","2015-2019","PR",,,"Puerto Rico","72","Comerío Municipio","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72045",,,"Comerío Municipio, Puerto Rico",93500,"Comerío Municipio, Puerto Rico",5920
"G7200470","2015-2019","PR",,,"Puerto Rico","72","Corozal Municipio","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72047",,,"Corozal Municipio, Puerto Rico",92100,"Corozal Municipio, Puerto Rico",5019
"G7200490","2015-2019","PR",,,"Puerto Rico","72","Culebra Municipio","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72049",,,"Culebra Municipio, Puerto Rico",143800,"Culebra Municipio, Puerto Rico",59182
"G7200510","2015-2019","PR",,,"Puerto Rico","72","Dorado Municipio","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72051",,,"Dorado Municipio, Puerto Rico",135500,"Dorado Municipio, Puerto Rico",7979
"G7200530","2015-2019","PR",,,"Puerto Rico","72","Fajardo Municipio","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72053",,,"Fajardo Municipio, Puerto Rico",101900,"Fajardo Municipio, Puerto Rico",3869
"G7200540","2015-2019","PR",,,"Puerto Rico","72","Florida Municipio","054",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72054",,,"Florida Municipio, Puerto Rico",92900,"Florida Municipio, Puerto Rico",3341
"G7200550","2015-2019","PR",,,"Puerto Rico","72","Guánica Municipio","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72055",,,"Guánica Municipio, Puerto Rico",88100,"Guánica Municipio, Puerto Rico",3197
"G7200570","2015-2019","PR",,,"Puerto Rico","72","Guayama Municipio","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72057",,,"Guayama Municipio, Puerto Rico",86300,"Guayama Municipio, Puerto Rico",2421
"G7200590","2015-2019","PR",,,"Puerto Rico","72","Guayanilla Municipio","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72059",,,"Guayanilla Municipio, Puerto Rico",79700,"Guayanilla Municipio, Puerto Rico",3342
"G7200610","2015-2019","PR",,,"Puerto Rico","72","Guaynabo Municipio","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72061",,,"Guaynabo Municipio, Puerto Rico",178200,"Guaynabo Municipio, Puerto Rico",6365
"G7200630","2015-2019","PR",,,"Puerto Rico","72","Gurabo Municipio","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72063",,,"Gurabo Municipio, Puerto Rico",141200,"Gurabo Municipio, Puerto Rico",10028
"G7200650","2015-2019","PR",,,"Puerto Rico","72","Hatillo Municipio","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72065",,,"Hatillo Municipio, Puerto Rico",93000,"Hatillo Municipio, Puerto Rico",4984
"G7200670","2015-2019","PR",,,"Puerto Rico","72","Hormigueros Municipio","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72067",,,"Hormigueros Municipio, Puerto Rico",98700,"Hormigueros Municipio, Puerto Rico",4367
"G7200690","2015-2019","PR",,,"Puerto Rico","72","Humacao Municipio","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72069",,,"Humacao Municipio, Puerto Rico",96000,"Humacao Municipio, Puerto Rico",2411
"G7200710","2015-2019","PR",,,"Puerto Rico","72","Isabela Municipio","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72071",,,"Isabela Municipio, Puerto Rico",102200,"Isabela Municipio, Puerto Rico",4792
"G7200730","2015-2019","PR",,,"Puerto Rico","72","Jayuya Municipio","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72073",,,"Jayuya Municipio, Puerto Rico",94100,"Jayuya Municipio, Puerto Rico",4526
"G7200750","2015-2019","PR",,,"Puerto Rico","72","Juana Díaz Municipio","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72075",,,"Juana Díaz Municipio, Puerto Rico",91600,"Juana Díaz Municipio, Puerto Rico",3095
"G7200770","2015-2019","PR",,,"Puerto Rico","72","Juncos Municipio","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72077",,,"Juncos Municipio, Puerto Rico",104300,"Juncos Municipio, Puerto Rico",4897
"G7200790","2015-2019","PR",,,"Puerto Rico","72","Lajas Municipio","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72079",,,"Lajas Municipio, Puerto Rico",86900,"Lajas Municipio, Puerto Rico",4005
"G7200810","2015-2019","PR",,,"Puerto Rico","72","Lares Municipio","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72081",,,"Lares Municipio, Puerto Rico",86000,"Lares Municipio, Puerto Rico",1826
"G7200830","2015-2019","PR",,,"Puerto Rico","72","Las Marías Municipio","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72083",,,"Las Marías Municipio, Puerto Rico",84800,"Las Marías Municipio, Puerto Rico",3613
"G7200850","2015-2019","PR",,,"Puerto Rico","72","Las Piedras Municipio","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72085",,,"Las Piedras Municipio, Puerto Rico",114200,"Las Piedras Municipio, Puerto Rico",4642
"G7200870","2015-2019","PR",,,"Puerto Rico","72","Loíza Municipio","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72087",,,"Loíza Municipio, Puerto Rico",100800,"Loíza Municipio, Puerto Rico",3409
"G7200890","2015-2019","PR",,,"Puerto Rico","72","Luquillo Municipio","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72089",,,"Luquillo Municipio, Puerto Rico",111200,"Luquillo Municipio, Puerto Rico",3848
"G7200910","2015-2019","PR",,,"Puerto Rico","72","Manatí Municipio","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72091",,,"Manatí Municipio, Puerto Rico",106100,"Manatí Municipio, Puerto Rico",4659
"G7200930","2015-2019","PR",,,"Puerto Rico","72","Maricao Municipio","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72093",,,"Maricao Municipio, Puerto Rico",79700,"Maricao Municipio, Puerto Rico",11363
"G7200950","2015-2019","PR",,,"Puerto Rico","72","Maunabo Municipio","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72095",,,"Maunabo Municipio, Puerto Rico",87900,"Maunabo Municipio, Puerto Rico",6169
"G7200970","2015-2019","PR",,,"Puerto Rico","72","Mayagüez Municipio","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72097",,,"Mayagüez Municipio, Puerto Rico",96700,"Mayagüez Municipio, Puerto Rico",2509
"G7200990","2015-2019","PR",,,"Puerto Rico","72","Moca Municipio","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72099",,,"Moca Municipio, Puerto Rico",93800,"Moca Municipio, Puerto Rico",5190
"G7201010","2015-2019","PR",,,"Puerto Rico","72","Morovis Municipio","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72101",,,"Morovis Municipio, Puerto Rico",105700,"Morovis Municipio, Puerto Rico",4644
"G7201030","2015-2019","PR",,,"Puerto Rico","72","Naguabo Municipio","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72103",,,"Naguabo Municipio, Puerto Rico",92500,"Naguabo Municipio, Puerto Rico",3104
"G7201050","2015-2019","PR",,,"Puerto Rico","72","Naranjito Municipio","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72105",,,"Naranjito Municipio, Puerto Rico",88100,"Naranjito Municipio, Puerto Rico",3647
"G7201070","2015-2019","PR",,,"Puerto Rico","72","Orocovis Municipio","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72107",,,"Orocovis Municipio, Puerto Rico",84800,"Orocovis Municipio, Puerto Rico",3429
"G7201090","2015-2019","PR",,,"Puerto Rico","72","Patillas Municipio","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72109",,,"Patillas Municipio, Puerto Rico",90200,"Patillas Municipio, Puerto Rico",4094
"G7201110","2015-2019","PR",,,"Puerto Rico","72","Peñuelas Municipio","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72111",,,"Peñuelas Municipio, Puerto Rico",75700,"Peñuelas Municipio, Puerto Rico",3279
"G7201130","2015-2019","PR",,,"Puerto Rico","72","Ponce Municipio","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72113",,,"Ponce Municipio, Puerto Rico",97400,"Ponce Municipio, Puerto Rico",1377
"G7201150","2015-2019","PR",,,"Puerto Rico","72","Quebradillas Municipio","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72115",,,"Quebradillas Municipio, Puerto Rico",102700,"Quebradillas Municipio, Puerto Rico",4881
"G7201170","2015-2019","PR",,,"Puerto Rico","72","Rincón Municipio","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72117",,,"Rincón Municipio, Puerto Rico",122000,"Rincón Municipio, Puerto Rico",9003
"G7201190","2015-2019","PR",,,"Puerto Rico","72","Río Grande Municipio","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72119",,,"Río Grande Municipio, Puerto Rico",113800,"Río Grande Municipio, Puerto Rico",2811
"G7201210","2015-2019","PR",,,"Puerto Rico","72","Sabana Grande Municipio","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72121",,,"Sabana Grande Municipio, Puerto Rico",95800,"Sabana Grande Municipio, Puerto Rico",2063
"G7201230","2015-2019","PR",,,"Puerto Rico","72","Salinas Municipio","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72123",,,"Salinas Municipio, Puerto Rico",83100,"Salinas Municipio, Puerto Rico",2664
"G7201250","2015-2019","PR",,,"Puerto Rico","72","San Germán Municipio","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72125",,,"San Germán Municipio, Puerto Rico",82300,"San Germán Municipio, Puerto Rico",3381
"G7201270","2015-2019","PR",,,"Puerto Rico","72","San Juan Municipio","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72127",,,"San Juan Municipio, Puerto Rico",153500,"San Juan Municipio, Puerto Rico",1880
"G7201290","2015-2019","PR",,,"Puerto Rico","72","San Lorenzo Municipio","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72129",,,"San Lorenzo Municipio, Puerto Rico",110100,"San Lorenzo Municipio, Puerto Rico",4009
"G7201310","2015-2019","PR",,,"Puerto Rico","72","San Sebastián Municipio","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72131",,,"San Sebastián Municipio, Puerto Rico",98400,"San Sebastián Municipio, Puerto Rico",4318
"G7201330","2015-2019","PR",,,"Puerto Rico","72","Santa Isabel Municipio","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72133",,,"Santa Isabel Municipio, Puerto Rico",93500,"Santa Isabel Municipio, Puerto Rico",3582
"G7201350","2015-2019","PR",,,"Puerto Rico","72","Toa Alta Municipio","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72135",,,"Toa Alta Municipio, Puerto Rico",133500,"Toa Alta Municipio, Puerto Rico",3677
"G7201370","2015-2019","PR",,,"Puerto Rico","72","Toa Baja Municipio","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72137",,,"Toa Baja Municipio, Puerto Rico",122300,"Toa Baja Municipio, Puerto Rico",2947
"G7201390","2015-2019","PR",,,"Puerto Rico","72","Trujillo Alto Municipio","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72139",,,"Trujillo Alto Municipio, Puerto Rico",146200,"Trujillo Alto Municipio, Puerto Rico",4860
"G7201410","2015-2019","PR",,,"Puerto Rico","72","Utuado Municipio","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72141",,,"Utuado Municipio, Puerto Rico",90000,"Utuado Municipio, Puerto Rico",3195
"G7201430","2015-2019","PR",,,"Puerto Rico","72","Vega Alta Municipio","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72143",,,"Vega Alta Municipio, Puerto Rico",114300,"Vega Alta Municipio, Puerto Rico",3974
